Time (s),Volume (m^3),Ar,He,Ne,N2,C6H14(1),C2H2(2),C2H4(3),C2H6(4),C3H8(5),C3H6(6),CH4(7),CH3(8),CH2(9),C6H6(10),H2(11),H(12),[CH2]CCC(16),C[CH2](17),[CH2]CC(15),C[CH]CCCC(20),CC[CH]CCC(18),C5H10(55),C[C]CCC(78),C5H10(81),CC[C]CC(90),C[C]C(40),C3H5(37),[CH]1CC1(94)
7.713537615826257e-08,0.1315802982254632,0.46346346346346345,0.0,0.0,0.0,0.07090204197847447,0.0,0.0038913582561476948,1.0495832842813112e-05,9.641161371364678e-07,0.00043938707199651385,9.43348168123055e-05,0.0015168917782795177,1.8777257533908636e-08,0.0,0.4642412694223018,0.0009859475344220299,1.0563556215735195e-05,8.083993129815618e-05,5.485812586558694e-06,5.124281043550471e-06,1.573972231880134e-06,0.0002673883373800678,3.8267549383780096e-09,0.00011958504737643666,6.195627866952589e-10,3.6247311886524792e-09,3.1560564042533216e-05,5.5620987801873084e-09
7.868880375154417e-08,0.1315985046185456,0.46346346346346345,0.0,0.0,0.0,0.07084720900257246,0.0,0.003976940668027262,1.109845154227136e-05,1.0067506305734336e-06,0.00045414928854739447,9.93987150801256e-05,0.0015548287747827857,1.9906586786410837e-08,0.0,0.46426749035218545,0.0009951732582568929,1.0555411158146158e-05,8.103301397981013e-05,5.505815975902288e-06,5.17018984118421e-06,1.5879383750858106e-06,0.00027459744439615357,3.930257420921937e-09,0.0001250903613742463,6.480854844154207e-10,3.746513700003181e-09,3.318202545053702e-05,5.8478680255320965e-09
8.024223134482577e-08,0.1316167418798201,0.46346346346346345,0.0,0.0,0.0,0.07079215401205503,0.0,0.004062627388963796,1.1726065900201573e-05,1.0503268211923897e-06,0.0004690374369351689,0.00010461630878098702,0.0015927927825145657,2.107899538279435e-08,0.0,0.46429391083072885,0.0010041013129297154,1.0547232266050767e-05,8.122650013725378e-05,5.525037899352199e-06,5.214474755524748e-06,1.6014098152677244e-06,0.0002817904877899158,4.0335449684842405e-09,0.0001306923493363893,6.771090441892554e-10,3.869335119920817e-09,3.484462492936223e-05,6.1408878217445195e-09
8.179565893810736e-08,0.13163500810255294,0.46346346346346345,0.0,0.0,0.0,0.0707368857412167,0.0,0.004148414070808116,1.2379240702305214e-05,1.0948429604115473e-06,0.00048404721485909474,0.00010998804735981157,0.001630773539780884,2.229502044504675e-08,0.0,0.46432052225114695,0.0010127394585918647,1.0539020860791898e-05,8.142030520706473e-05,5.543499251262926e-06,5.25717881631331e-06,1.6143996694528616e-06,0.0002889656987308532,4.136592010769039e-09,0.0001363884466292137,7.066201788042101e-10,3.9931599555281865e-09,3.654813475891187e-05,6.4411180362915675e-09
8.334908653138896e-08,0.13165330143266799,0.46346346346346345,0.0,0.0,0.0,0.07068141269125265,0.0,0.004234296469099307,1.3058535008217784e-05,1.1402971608750494e-06,0.0004991744377890913,0.00011551430382106036,0.0016687611029750414,2.3555177608535377e-08,0.0,0.4643473162479796,0.0010210952727734558,1.053077822851076e-05,8.161434855434489e-05,5.56122043006302e-06,5.298344042727855e-06,1.6269207467770908e-06,0.00029612143275433404,4.2393747499152515e-09,0.00014217609258624665,7.366056216013554e-10,4.1179536855244784e-09,3.829231660596748e-05,6.74851666588848e-09
8.490251412467056e-08,0.13167162006769817,0.46346346346346345,0.0,0.0,0.0,0.07062574313573704,0.0,0.004320270441142148,1.3764501740630315e-05,1.1866874019866434e-06,0.0005144150360900967,0.00012119537688457403,0.0017067458398315597,2.485996107022101e-08,0.0,0.46437428469129743,0.0010291761552170804,1.0522505620974795e-05,8.180855332923223e-05,5.578221350644823e-06,5.33801146819675e-06,1.638985556018866e-06,0.0003032561627501034,4.34187106110745e-09,0.0001480527340141482,7.670521446395283e-10,4.243682736462209e-09,4.007692238398754e-05,7.063039988047421e-09
8.645594171795215e-08,0.13168996225574614,0.46346346346346345,0.0,0.0,0.0,0.07056988512596812,0.0,0.004406331944105909,1.4497687294714781e-05,1.2340115352073276e-06,0.0005297650522186889,0.0001270314931488527,0.0017447184227654155,2.6209843659636993e-08,0.0,0.4644014196810498,0.001036989332503719,1.0514204256385375e-05,8.200284632885244e-05,5.594521456266976e-06,5.376221164246906e-06,1.6506063128270052e-06,0.00031036847233691187,4.444060398648342e-09,0.0001540158284214006,7.979465754229761e-10,4.370314459619792e-09,4.190169506543753e-05,7.384642704260237e-09
8.800936931123375e-08,0.13170832629445445,0.46346346346346345,0.0,0.0,0.0,0.07051384649618617,0.0,0.0044924770331446285,1.5258631167602655e-05,1.2822672891319131e-06,0.0005452206379893835,0.0001330228092571601,0.0017826698222964384,2.7605276931361734e-08,0.0,0.46442871354154774,0.001044541862483572,1.0505875320166032e-05,8.219715786433128e-05,5.610139730007133e-06,5.413012263446213e-06,1.6617949466832733e-06,0.00031745704960133643,4.54592370718216e-09,0.0001600628469867755,8.292758122808218e-10,4.4978171084492426e-09,4.376636944900004e-05,7.713278075228704e-09
8.956279690451535e-08,0.13172671052998583,0.46346346346346345,0.0,0.0,0.0,0.07045763486866835,0.0,0.004578701859538687,1.604786560763665e-05,1.331452274358253e-06,0.0005607780519081745,0.00013916941406215356,0.001820591300558889,2.9046691277752214e-08,0.0,0.4644561588160771,0.001051840638523474,1.0497519965731992e-05,8.239142163279723e-05,5.625094705784079e-06,5.448422981494309e-06,1.67256310761725e-06,0.0003245206811801862,4.647443337777817e-09,0.0001661912772836223,8.610268384814436e-10,4.626159816578936e-09,4.567067288389849e-05,8.048898048534267e-09
9.111622449779695e-08,0.13174511335601366,0.46346346346346345,0.0,0.0,0.0,0.07040125765870515,0.0,0.004665002668857568,1.686591528308976e-05,1.3815639881616055e-06,0.000576433656571008,0.0001454713307850433,0.0018584744048962666,3.0534496060745716e-08,0.0,0.4644837482616395,0.001058892393581911,1.0489139315241667e-05,8.258557459426462e-05,5.639404478971871e-06,5.4824906385124885e-06,1.6829221726664982e-06,0.0003315582466670984,4.748602968598399e-09,0.00017239862577509349,8.931867351600826e-10,4.75531257635137e-09,4.761432595346143e-05,8.391453379124424e-09
9.422307968436013e-08,0.13178196858586008,0.46346346346346345,0.0,0.0,0.0,0.07028803514645843,0.0,0.004837817679173429,1.8590519306999427e-05,1.4845570503081379e-06,0.0006080253939417749,0.0001585408775721122,0.0019340930695886335,3.3650810191249915e-08,0.0,0.4645393317320282,0.0010722809934904745,1.0472306462787638e-05,8.297331155339275e-05,5.666158666511119e-06,5.546741692685315e-06,1.7024571949226607e-06,0.00034555113180656847,4.9497831432729016e-09,0.00018504021062300106,9.586820210726131e-10,5.015932389849553e-09,5.1618533240765975e-05,9.09716782806266e-09
9.7019249352267e-08,0.13181518669521736,0.46346346346346345,0.0,0.0,0.0,0.07018563891522353,0.0,0.004993575252398286,2.0246308693252203e-05,1.580392945393703e-06,0.0006367593222333225,0.00017083360134365256,0.0020019394498588454,3.66178300009705e-08,0.0,0.4645897814551609,0.0010835503174720779,1.045708102618184e-05,8.332132614502936e-05,5.6882037504678445e-06,5.600331142327869e-06,1.718748367956891e-06,0.0003580460650547303,5.129474969101556e-09,0.00019666298505907558,1.018898912198134e-09,5.252976413942144e-09,5.5353975908120656e-05,9.75551518588827e-09
9.981541902017386e-08,0.13184844212283967,0.46346346346346345,0.0,0.0,0.0,0.07008281256150134,0.0,0.005149524741236332,2.2003241631093758e-05,1.67918779610594e-06,0.0006657593150693956,0.0001836271228767527,0.002069542419501601,3.974057758144757e-08,0.0,0.4646405948864194,0.0010941170709663477,1.0441789729405345e-05,8.366813836350097e-05,5.7084207989980815e-06,5.650110642245194e-06,1.7338791662561701e-06,0.0003704428390165848,5.307799705704958e-09,0.00020850375873234656,1.080245244441196e-09,5.492215412458061e-09,5.9212321020825924e-05,1.0435524075812728e-08
9.999999999999998e-08,0.13188172709043397,0.46346346346346345,0.0,0.0,0.0,0.07007601053795202,0.0,0.005159825585613324,2.212284631729475e-05,1.6858131257473167e-06,0.0006676825905955905,0.00018448922593979267,0.002073995489139419,3.995223706529564e-08,0.0,0.46464396112102413,0.0010947907152214823,1.0440778136815145e-05,8.36909832996129e-05,5.70969327524594e-06,5.653267234731533e-06,1.7348385553731895e-06,0.0003712576262610833,5.319521778028702e-09,0.00020929273166507594,1.0843328654954747e-09,5.508081711286543e-09,5.9471299340128673e-05,1.0481167390868805e-08
1.0261158868808072e-07,0.13188172709043397,0.46346346346346345,0.0,0.0,0.0,0.0699795924629289,0.0,0.0053056474248502255,2.3864067055885954e-05,1.780923463039532e-06,0.0006950076018994208,0.0001969194840785688,0.0021368621823564253,4.302070328463458e-08,0.0,0.4646917368615701,0.001104015203072121,1.0426438079666748e-05,8.401348386266837e-05,5.726900758842749e-06,5.696268013752881e-06,1.7479068455666858e-06,0.000382737647098916,5.4847011603531496e-09,0.0002205489290523917,1.1426505435954047e-09,5.733502782833515e-09,6.319177123133648e-05,1.1136877723486443e-08
1.0540775835598759e-07,0.1319150342398541,0.46346346346346345,0.0,0.0,0.0,0.06987601318432957,0.0,0.005461925433081199,2.583143426886943e-05,1.8855809338091045e-06,0.0007244873176502252,0.0002107082045492207,0.002203861455032343,4.6459652613745775e-08,0.0,0.4647431740797072,0.0011132772547964396,1.0411031310389061e-05,8.435712413860961e-05,5.7437307042354304e-06,5.738983145611955e-06,1.7608862423555559e-06,0.00039492730641395795,5.660132074215277e-09,0.00023278522562664316,1.2060460565511267e-09,5.976699392452482e-09,6.729050062010595e-05,1.1859254317743944e-08
1.0820392802389445e-07,0.13194835661939017,0.46346346346346345,0.0,0.0,0.0,0.06977210755473849,0.0,0.005618341715370826,2.7907889652762235e-05,1.993140386566785e-06,0.0007541824629279966,0.00022499031884767756,0.002270505360405661,5.0058671037451604e-08,0.0,0.4647948750220446,0.0011219344145204859,1.0395574392827643e-05,8.469884483137201e-05,5.758993986783128e-06,5.778428296122666e-06,1.7728698658153048e-06,0.00040700919353268565,5.834053209738275e-09,0.00024519972909068906,1.2703648488542194e-09,6.221673250322631e-09,7.150666223803523e-05,1.2602328340060646e-08
1.1100009769180132e-07,0.1319816876645852,0.46346346346346345,0.0,0.0,0.0,0.0696679067414822,0.0,0.005774880010425146,3.009587391675122e-05,2.1035812497316744e-06,0.0007840778658409383,0.00023976241265407305,0.0023367613240807,5.3818809113417343e-08,0.0,0.46484680987386606,0.0011300165703299774,1.0380072047242305e-05,8.503845412856542e-05,5.772770377889063e-06,5.814768380614072e-06,1.7839079854332021e-06,0.00041898118640175603,6.006432525264007e-09,0.0002577798859411087,1.3355418815541374e-09,6.468299192121863e-09,7.583839482335156e-05,1.3365771748495332e-08
1.1379626735970818e-07,0.13201502118334962,0.46346346346346345,0.0,0.0,0.0,0.06956344032149804,0.0,0.005931524816610408,3.2397719829004964e-05,2.216882258392929e-06,0.0008141591453374417,0.00025502065775112414,0.0024025989737867593,5.7740927860540437e-08,0.0,0.4648989504494365,0.0011375523595979738,1.0364528753651795e-05,8.537578125987418e-05,5.785136204654996e-06,5.848161245512981e-06,1.7940487143432233e-06,0.00043084161174140455,6.177244427231189e-09,0.0002705135198854175,1.4015140700073255e-09,6.716458577750636e-09,8.028382878101076e-05,1.4149255031634967e-08
1.1659243702761505e-07,0.13204835133947387,0.46346346346346345,0.0,0.0,0.0,0.06945873634993993,0.0,0.006088261363096172,3.481565042389049e-05,2.333021507495542e-06,0.0008444126760309339,0.00027076084575823053,0.002467990041753299,6.182570435189325e-08,0.0,0.46495127011982573,0.0011445692159840347,1.0348948762178083e-05,8.571067507859038e-05,5.7961644793143865e-06,5.878757929992429e-06,1.8033380891063913e-06,0.000442589197586959,6.346469095199529e-09,0.0002833888399855837,1.468220326068327e-09,6.966039001145519e-09,8.484109146589619e-05,1.4952448139834718e-08
1.1938860669552193e-07,0.13208167263745185,0.46346346346346345,0.0,0.0,0.0,0.06935382142624068,0.0,0.006245075581735836,3.7351777646387845e-05,2.451976502159478e-06,0.0008748255544139637,0.00028697842056396545,0.0025329082700198155,6.607363747721122e-08,0.0,0.465003743743461,0.0011510934141873935,1.0333336103006504e-05,8.604300272134407e-05,5.805925023154646e-06,5.9067029171956765e-06,1.8118201464075221e-06,0.0004542230303298234,6.514091870587095e-09,0.0002963944460829989,1.5356015861963146e-09,7.216934011553093e-09,8.950831185233258e-05,1.577502130829323e-08
1.221847763634288e-07,0.13211497990741536,0.46346346346346345,0.0,0.0,0.0,0.06924872075774306,0.0,0.0064019540796822535,4.0008101405354187e-05,2.573724205349636e-06,0.000905385566396527,0.00030366850941695924,0.00259732931866318,7.048505383651057e-08,0.0,0.46505634759929115,0.0011571501126875485,1.0317694595979112e-05,8.637264834147239e-05,5.814484585742611e-06,5.932134375547089e-06,1.8195369964678765e-06,0.0004657425157867233,6.680102702457121e-09,0.0003095193318678894,1.603600827357513e-09,7.469042845733126e-09,9.428362465073944e-05,1.6616645782666406e-08
1.2498094603133565e-07,0.13214826829065893,0.46346346346346345,0.0,0.0,0.0,0.0691434582209992,0.0,0.00655888411273558,4.278650900644568e-05,2.698241083104832e-06,0.0009360811561100345,0.0003208259526486966,0.002661230676926866,7.506011372845398e-08,0.0,0.4651090593224517,0.0011627633946715882,1.030202785983628e-05,8.669951191149177e-05,5.821906959489553e-06,5.9551843909280284e-06,1.8265288938291422e-06,0.0004771473438976736,6.844495644711008e-09,0.00032275288589801043,1.6721630723030036e-09,7.722270170599044e-09,9.916517392498691e-05,1.7476994456683742e-08
1.2777711569924252e-07,0.1321815332255407,0.46346346346346345,0.0,0.0,0.0,0.06903805642080761,0.0,0.006715853559423119,4.568877494004636e-05,2.825503147461777e-06,0.0009669013959339941,0.00033844533201481613,0.0027245915772435244,7.979881720469266e-08,0.0,0.46516185784235836,0.001167956307288305,1.0286339321117292e-05,8.702350809125021e-05,5.828253089720781e-06,5.97597919072026e-06,1.8328343059029095e-06,0.0004884374567530837,7.007268400450626e-09,0.0003360848907972491,1.7412353854168338e-09,7.976525835943542e-09,0.00010415111625170901,1.835574242903758e-08
1.3057328536714938e-07,0.13221477043385682,0.46346346346346345,0.0,0.0,0.0,0.0689325367470612,0.0,0.0068728508958088115,4.871656099879431e-05,2.9554859972096405e-06,0.0009978359577012539,0.00035652099765091564,0.002787392912132271,8.470101016263679e-08,0.0,0.46521472332314506,0.0011727508993633195,1.0270632222731078e-05,8.734456515803647e-05,5.833581181107329e-06,5.994639360186112e-06,1.8384899788697545e-06,0.0004996130196573874,7.16842190936881e-09,0.00034950552085761936,1.8107668602920607e-09,8.231724636893697e-09,0.00010923962346241401,1.9252567486716806e-08
1.3336945503505625e-07,0.13224797590765108,0.46346346346346345,0.0,0.0,0.0,0.06882691942948133,0.0,0.007029865171029001,5.1871416699363666e-05,3.0881648566016644e-06,0.0010288750850370135,0.0003750470936471246,0.002849617153942036,8.976639045097946e-08,0.0,0.46526763710636915,0.0011771682577020371,1.0254909632208563e-05,8.766262399528867e-05,5.8379468005296116e-06,6.01128005140903e-06,1.8435310013063847e-06,0.0005106743949415768,7.327959974108169e-09,0.0003630053382619762,1.8807086001608504e-09,8.487786085715088e-09,0.00011442888500843452,2.0167150521870594e-08
1.3616562470296311e-07,0.1322811458964711,0.46346346346346345,0.0,0.0,0.0,0.06872122359031183,0.0,0.007186885983549316,5.5154779983235396e-05,3.2235146121446277e-06,0.0010600095667868366,0.000394017582252768,0.002911248277405716,9.499451396390763e-08,0.0,0.4653205816558993,0.0011812285420973736,1.0239174449647885e-05,8.797763713677551e-05,5.8414029761264776e-06,6.026011185492002e-06,1.8479908661348032e-06,0.0005216221182534284,7.485888921752292e-09,0.00037657528813027076,1.9510136922295338e-09,8.744634192595854e-09,0.00011971710998687094,2.1099175888932936e-08
1.3896179437086998e-07,0.13231427689506278,0.46346346346346345,0.0,0.0,0.0,0.0686154672950398,0.0,0.0073439034581361945,5.856797817249268e-05,3.3615098475697514e-06,0.0010912307114932698,0.00041342626672934504,0.002972271684968229,1.0038480070280225e-07,0.0,0.4653735405049145,0.0011849510191390175,1.0223429415362567e-05,8.828956786349387e-05,5.8440002932653885e-06,6.038937648584097e-06,1.851901530438226e-06,0.0005324568770916116,7.642217297136372e-09,0.0003902066925635548,2.0216371768209136e-09,9.002197255090633e-09,0.0001251025288612341,2.2048331707909244e-08
1.4175796403877684e-07,0.1323473656315004,0.46346346346346345,0.0,0.0,0.0,0.06850966760120322,0.0,0.007500908223537001,6.211222915800382e-05,3.5021248770756e-06,0.0011225303228849447,0.0004332668128760973,0.0030326741348499675,1.0593654078693615e-07,0.0,0.4654264982049483,0.0011883540949032643,1.0207677117241809e-05,8.859838935076649e-05,5.845786987808262e-06,6.050159481825335e-06,1.8552934732197083e-06,0.0005431794913818736,7.796955585131702e-09,0.0004038912438343033,2.0925360120936794e-09,9.260407655913076e-09,0.00013058339490646555,2.301431011908816e-08
1.445541337066837e-07,0.1323804090557446,0.46346346346346345,0.0,0.0,0.0,0.06840384060534173,0.0,0.007657891390862736,6.578864279849132e-05,3.6453337769216817e-06,0.0011539006763440747,0.00045353276925757895,0.003092443671803457,1.1164890039698351e-07,0.0,0.465479440276914,0.0011914553465902592,1.0191919997831433e-05,8.890408386323935e-05,5.8468090361392825e-06,6.05977206543228e-06,1.8581957518041267e-06,0.0005537908959140087,7.950115959340475e-09,0.0004176209968545721,2.1636690350205287e-09,9.519201668792655e-09,0.00013615798540524566,2.3996807493938705e-08
1.4735030337459057e-07,0.13241340432862467,0.46346346346346345,0.0,0.0,0.0,0.06829800148814603,0.0,0.007814844532665174,6.959822250983584e-05,3.7911104154450673e-06,0.001185334496318819,0.0004742175861667365,0.0031515695605163294,1.1752092763693616e-07,0.0,0.4655323531640524,0.0011942715531681521,1.0176160361143834e-05,8.920664199560887e-05,5.847110242280949e-06,6.067866297367977e-06,1.8606360564924463e-06,0.0005642921244720798,8.10171205482098e-09,0.0004313883610427106,2.2349969192500526e-09,9.77851927213846e-09,0.00014182460262073904,2.499552460656996e-08
1.5014647304249744e-07,0.1324463488112375,0.46346346346346345,0.0,0.0,0.0,0.06819216455786033,0.0,0.007971759662699347,7.354186702484797e-05,3.939428481569435e-06,0.0012168249346480799,0.0004953146333603579,0.0032100422216095395,1.2355155830167487e-07,0.0,0.4655852241867395,0.0011968187250770744,1.0160400379205114e-05,8.950606195700847e-05,5.846732322771585e-06,6.074528766763214e-06,1.8626407632391849e-06,0.0005746842955027064,8.251758762657923e-09,0.00044518609169877577,2.306482130423171e-09,1.0038303970227198e-08,0.00014758157456917241,2.601016676991073e-08
1.529426427104043e-07,0.13247924005475722,0.46346346346346345,0.0,0.0,0.0,0.06808634329199052,0.0,0.008128629216362659,7.762037230475149e-05,4.0902615118707925e-06,0.0012483655497677673,0.0005168172166065283,0.0032678531701771426,1.297396215391124e-07,0.0,0.4656380414990979,0.001199112133038589,1.0144642098347394e-05,8.980234889708018e-05,5.8457149888612025e-06,6.079841922127382e-06,1.864234985124785e-06,0.0005849685991801034,8.400272044381689e-09,0.00045900728098657477,2.3780888794518117e-09,1.0298502621651297e-08,0.0001534272556136084,2.7040443940409494e-08
1.5573881237831117e-07,0.1325120757906464,0.46346346346346345,0.0,0.0,0.0,0.06798055037736808,0.0,0.00828544603180087,8.183443358472352e-05,4.243582916257103e-06,0.0012799502867688608,0.0005387185930860211,0.0033249949568122297,1.3608384539747718e-07,0.0,0.46569079404735525,0.0012011663360090138,1.012888744525386e-05,9.009551427187672e-05,5.844096025886516e-06,6.083884234604888e-06,1.8654426224207985e-06,0.0005951462857425789,8.547268764448876e-09,0.00047284534860800363,2.4497830742031975e-09,1.0559065274809399e-08,0.0001593600268981861,2.808607079457606e-08
1.5853498204621803e-07,0.1325448539212604,0.46346346346346345,0.0,0.0,0.0,0.06787479774861817,0.0,0.008442203331669696,8.618464753690574e-05,4.399366002316012e-06,0.0013115734582788271,0.0005610119856913302,0.003381461111061037,1.425828622498187e-07,0.0,0.465743471529897,0.0012029952083090895,1.0113138232763741e-05,9.038557524785267e-05,5.8419113705660944e-06,6.086730356485143e-06,1.8662864107255429e-06,0.0006052186549881811,8.692766539205711e-09,0.00048669403224499674,2.52153226997998e-09,1.0819945010188699e-08,0.00016537829664028738,2.9146766780473235e-08
1.613311517141249e-07,0.132577572510837,0.46346346346346345,0.0,0.0,0.0,0.06776909662507931,0.0,0.00859889470554122,9.06715145353052e-05,4.557583998382497e-06,0.0013432297261390448,0.0005836905962683039,0.00343724608724486,1.4923521408914485e-07,0.0,0.46579606435896165,0.0012046119659581433,1.0097396165444357e-05,9.067255414228501e-05,5.839195186083399e-06,6.088451274965164e-06,1.8667879679041464e-06,0.0006151870468259219,8.836783600876137e-09,0.0005005473778361224,2.5933056191440934e-09,1.1081097789195886e-08,0.00017148050029658775,3.022225614703346e-08
1.6412732138203176e-07,0.13261022977686093,0.46346346346346345,0.0,0.0,0.0,0.0676634575462214,0.0,0.008755514092943917,9.529544100796364e-05,4.718210075374104e-06,0.0013749140838515393,0.0006067476178461458,0.0034923452125884616,1.5603935768878666e-07,0.0,0.4658485636239258,0.0012060291922375457,1.0081662844937323e-05,9.095647789851483e-05,5.83597993448431e-06,6.089114461258633e-06,1.8669678399128438e-06,0.000625052832788227,8.97933867521793e-09,0.000514399729747681,2.6650738201938025e-09,1.1342482309353384e-08,0.00017766510061762266,3.131226795367995e-08
1.6692349104993863e-07,0.13264282408179628,0.46346346346346345,0.0,0.0,0.0,0.06755789040560739,0.0,0.008912055767023537,0.00010005674186272496,4.881217367439635e-06,0.0014066218397689278,0.0006301762459019661,0.0035467546375919467,1.629936696236779e-07,0.0,0.4659009610561303,0.0012072588625052026,1.0065939775085653e-05,9.123737759444727e-05,5.8322964469594495e-06,6.088784015247344e-06,1.86684554476137e-06,0.0006348174084193574,9.120450871651145e-09,0.0005282457208922965,2.7368090665684573e-09,1.1604059865630766e-08,0.00018393058760422042,3.241653606262772e-08
1.697196607178455e-07,0.1326753539251726,0.46346346346346345,0.0,0.0,0.0,0.06745240448344351,0.0,0.00906851431881208,0.00010495564297386778,5.046578991466844e-06,0.0014383486010023927,0.0006539696887061706,0.003600471288581218,1.7009645114924634e-07,0.0,0.46595324899519786,0.0012083123682801124,1.0050228366848496e-05,9.151528798280491e-05,5.828173992246862e-06,6.087520805722691e-06,1.8664396151909488e-06,0.000644482186461189,9.260139584760128e-09,0.0005420802628414439,2.8084849954223533e-09,1.1865794217672901e-08,0.00019027547837791275,3.353479911609865e-08
1.7251583038575236e-07,0.1327078179360198,0.46346346346346345,0.0,0.0,0.0,0.06734700847776166,0.0,0.009224884642092425,0.00010999228371778067,5.214268065491518e-06,0.001470090258023289,0.0006781211767947859,0.0036534928223723763,1.7734593293553762e-07,0.0,0.46600542035679504,0.0012092005406137592,1.0034529943010028e-05,9.179024706169005e-05,5.823640342581436e-06,6.08538260623113e-06,1.8657676404795345e-06,0.000654048590765131,9.398424406132143e-09,0.0005558985359724324,2.8800766365769126e-09,1.212765146277203e-08,0.00019669831697629415,3.466680050025967e-08
1.7531200005365922e-07,0.13274021486563825,0.46346346346346345,0.0,0.0,0.0,0.06724171053427723,0.0,0.009381161918845016,0.00011516671954673696,5.384257726048273e-06,0.0015018429699344953,0.0007026239716143942,0.0037058175829852514,1.8474027965502234e-07,0.0,0.46605746860178987,0.001209933672763323,1.001884574268904e-05,9.206229567406184e-05,5.8187218374373496e-06,6.082424226659673e-06,1.864846306513553e-06,0.0006635180508665239,9.535325045640453e-09,0.0005696959796851978,2.95156036183409e-09,1.2389599914376475e-08,0.00020319767408327237,3.5812288297637646e-08
1.7810816972156609e-07,0.1327725435806957,0.46346346346346345,0.0,0.0,0.0,0.06713651827496417,0.0,0.009537341605262487,0.00012047892459065626,5.556521144503845e-06,0.0015336031503882322,0.0007274713733846647,0.003757444560339555,1.9227759442326785e-07,0.0,0.46610938770676125,0.0012105215421803674,1.0003176925655449e-05,9.233147713477123e-05,5.813443445561891e-06,6.078697640653331e-06,1.8636914344252485e-06,0.0006728919971622231,9.670861261356577e-09,0.0005834682827197384,3.0229138348118765e-09,1.2651609985894806e-08,0.00020977214670323492,3.697101522975268e-08
1.8370050905737982e-07,0.1328369923724944,0.46346346346346345,0.0,0.0,0.0,0.06692647883781909,0.0,0.009849391324271102,0.00013151614801672158,5.907762203660704e-06,0.0015971327656481196,0.0007781734327535361,0.0038586041246565592,2.077732580373601e-07,0.0,0.46621281681683335,0.0012112981492713724,9.971889707928475e-06,9.28614221966189e-05,5.8019003759573e-06,6.069134290371769e-06,1.8607402605014892e-06,0.0006913590503391095,9.937919346080708e-09,0.0006109214116206094,3.1651468432363123e-09,1.3175706493459346e-08,0.00022314095571892778,3.932722015921478e-08
1.8873361445961218e-07,0.1328947537573787,0.46346346346346345,0.0,0.0,0.0,0.06673787146450388,0.0,0.010129861880473885,0.0001419189881273135,6.231387499594239e-06,0.0016543037327609754,0.0008249176601369376,0.0039472630534605445,2.2218816466389528e-07,0.0,0.4663054105202787,0.0012115885629281765,9.943793975024488e-06,9.332904046607624e-05,5.790505294396582e-06,6.058367609565586e-06,1.8574278251637406e-06,0.0007076669679813433,1.0173802444446769e-08,0.0006355047668181099,3.2925117270144875e-09,1.3647346457459637e-08,0.00023541622888476751,4.149069424357854e-08
1.9376671986184454e-07,0.1329522810988551,0.46346346346346345,0.0,0.0,0.0,0.06654970387072853,0.0,0.010409956748899581,0.00015276435894658491,6.561965649444092e-06,0.0017114533976647283,0.0008726766724326767,0.004033671007218026,2.3703441214748812e-07,0.0,0.46639751285723796,0.0012115389930227299,9.915762911649295e-06,9.37881216341654e-05,5.77827595724623e-06,6.04580320563405e-06,1.8535691110810301e-06,0.0007236873043225656,1.0405568426984761e-08,0.0006599500212110047,3.4191611189880604e-09,1.4118810702200072e-08,0.00024791421655631944,4.369342183483634e-08
1.987998252640769e-07,0.13300957118740478,0.46346346346346345,0.0,0.0,0.0,0.06636200490286343,0.0,0.010689657697376226,0.00016404951489008534,6.899343261549984e-06,0.0017685684101240973,0.000921413585850109,0.004117840674327148,2.522992439045264e-07,0.0,0.4664891039150367,0.0012111904690792045,9.88780091608715e-06,9.423896756184487e-05,5.765315843977634e-06,6.0316569454230576e-06,1.8492298008658624e-06,0.000739427974934955,1.063332756937605e-08,0.0006842398276853784,3.54500514478931e-09,1.4589989090912114e-08,0.0002606276310870176,4.593411848279406e-08
2.0383293066630926e-07,0.13306662152019944,0.46346346346346345,0.0,0.0,0.0,0.06617479978824913,0.0,0.010968948438304217,0.00017577106485253293,7.24336830103236e-06,0.0018256371690539678,0.0009710923261430418,0.004199788845005372,2.679695610040776e-07,0.0,0.4665801672626815,0.0012105801351039195,9.859911837672514e-06,9.468188447214179e-05,5.751718301050118e-06,6.016123701455721e-06,1.8444691802580413e-06,0.000754896676854459,1.0857187307989826e-08,0.0007083587428061279,3.6699637928958792e-09,1.5060785916935786e-08,0.0002735494234417919,4.8211541792645654e-08
2.0886603606854163e-07,0.13312343031755294,0.46346346346346345,0.0,0.0,0.0,0.0659881104919883,0.0,0.011247814448417583,0.00018792501973935097,7.593890257565088e-06,0.0018826496477183047,0.001021677679656072,0.00427953591140391,2.8403198210830563e-07,0.0,0.4666706895855964,0.0012097415589532089,9.832099030762366e-06,9.511717949463555e-05,5.737567391655498e-06,5.999379107727552e-06,1.8393406747746458e-06,0.0007701008625391133,1.1077251847241057e-08,0.0007322930765447305,3.793966136080632e-09,1.5531118461603723e-08,0.0002866727729696721,5.052448962259112e-08
