Time (s),Volume (m^3),Ar,He,Ne,N2,C6H14(1),C2H2(2),C2H4(3),C2H6(4),C3H8(5),C3H6(6),CH4(7),CH3(8),CH2(9),C6H6(10),H2(11),H(12),[CH2]CCC(16),C[CH2](17),[CH2]CC(15),C[CH]CCCC(20),CC[CH]CCC(18),C5H10(55),C[C]CCC(78),C5H10(81),CC[C]CC(90),C[C]C(40),C3H5(37),[CH]1CC1(94),C[CH]C(36),C4H8(23),C[C]CC(80),C4H8(82),[CH2]C[CH2](25),C2H3(32),C6H10(112),C6H10(145),C2H2(133),C6H10(157),C6H10(176),C6H10(175),C6H10(182),C6H10(185),C6H10(188),C3H5(39)
6.53177236744907e-07,0.13751630904095385,0.46346346346346345,0.0,0.0,0.0,0.05105123263483954,0.0004137381541060592,0.0327461823597036,0.001951385242954538,5.007398585361639e-05,0.007498444469386805,0.006835875437946981,0.0059727839639315055,1.3965650721393897e-06,0.0,0.47412194616467623,0.0011811548933282864,7.0913043297595405e-06,0.00012133128345403929,4.34225484456502e-06,4.4932683465144565e-06,1.2460528619294685e-06,0.0014193264672455398,2.049449847270861e-08,0.0018958542463459974,9.822306626010829e-09,6.185941391567314e-08,0.0013526750580230035,2.3840535641952723e-07,3.0051608871411527e-06,0.0008409916613539764,1.2127871887202278e-08,0.00048467539158073464,1.5577519676274823e-10,1.4100694929297433e-06,6.654023592740189e-06,1.9119768031405398e-10,2.806619508118082e-09,9.234608490500127e-06,1.2889878917827682e-10,9.194728870623032e-11,5.8771288492695496e-06,9.005419814011509e-06,2.079734200523912e-09,4.924208049824802e-08
6.609300204029682e-07,0.13758130280433725,0.46346346346346345,0.0,0.0,0.0,0.050833509277933196,0.00042356867687809636,0.03308933921453135,0.0019851537849498993,5.0882119204242e-05,0.007579499205098018,0.006938038605868823,0.005966802273666871,1.401719301627776e-06,0.0,0.47422521992333966,0.0011797659398709985,7.061272028513502e-06,0.00012161456665825429,4.324597567532763e-06,4.466841063387634e-06,1.2387359201595155e-06,0.0014237145385874682,2.055828183879466e-08,0.0019046408475963505,9.867829479409223e-09,6.252808660863745e-08,0.0013682286225724823,2.411466467444001e-07,3.0263997506532713e-06,0.0008521332934269437,1.2288657566709445e-08,0.0004914398258729505,1.5744554592493872e-10,1.4279524566241678e-06,6.841814823059627e-06,1.9660583186270992e-10,2.8733055640930307e-09,9.571787193615065e-06,1.336110158831026e-10,9.531605023459081e-11,6.099059277161705e-06,9.35692978695925e-06,2.1582737323344535e-09,4.980422729780436e-08
6.686828040610295e-07,0.13764600812178748,0.46346346346346345,0.0,0.0,0.0,0.05061691132282892,0.00043349352372695066,0.03343126252605693,0.0020188053428127468,5.168966444745196e-05,0.007660242682211857,0.00703992497237591,0.0059604202239777766,1.4063952128530966e-06,0.0,0.47432799414386023,0.00117838431537393,7.0313954868856094e-06,0.0001218937739219259,4.307036452558085e-06,4.440591782297512e-06,1.2314679144242204e-06,0.0014279297624509313,2.061956161926651e-08,0.0019131428521381793,9.911877854376798e-09,6.319419152953651e-08,0.001383624080766628,2.438600711532965e-07,3.0474796661477257e-06,0.0008632786276164779,1.2449497523264085e-08,0.0004982090926316418,1.5910765603652886e-10,1.445828197536937e-06,7.031156875518434e-06,2.0205910531534973e-10,2.940631475081429e-09,9.91465451559894e-06,1.3840291540355647e-10,9.874200899822667e-11,6.324951034510984e-06,9.715082683669772e-06,2.238215296999148e-09,5.0361344532944145e-08
6.764355877190908e-07,0.13771042720625365,0.46346346346346345,0.0,0.0,0.0,0.050401431860391296,0.00044351186829343564,0.03377195482107427,0.0020523357995297854,5.249654387388556e-05,0.007740675431162789,0.007141529106656224,0.005953658698525087,1.41060334116099e-06,0.0,0.4744302743529808,0.0011770091282858042,7.00167372062774e-06,0.00012216891536106668,4.2895699448893e-06,4.414517252170049e-06,1.2242479538988716e-06,0.0014319749149254346,2.0678378034942474e-08,0.0019213649067296016,9.954475825487427e-09,6.385773305429885e-08,0.0013988616045941724,2.4654565995541835e-07,3.0683998756243846e-06,0.0008744266629989562,1.2610377304693621e-08,0.0005049825605700618,1.6076153980932236e-10,1.4636954575521448e-06,7.22199268286821e-06,2.0755586052284783e-10,3.0085916354121343e-09,1.0263128919316977e-05,1.4327334947380016e-10,1.0222435349008314e-10,6.55475203730875e-06,1.0079799665841623e-05,2.319540463420026e-09,5.091343017212306e-08
6.84188371377152e-07,0.13777456220520687,0.46346346346346345,0.0,0.0,0.0,0.050187064080356406,0.0004536228849267378,0.03411141862791367,0.002085741297213431,5.330268242931082e-05,0.007820797942062727,0.007242845902050613,0.005946537632405861,1.4143543626108198e-06,0.0,0.4745320658703496,0.0011756395377610746,6.972105759746573e-06,0.00012244000145269265,4.272196580362175e-06,4.388614392478618e-06,1.2170751842047371e-06,0.0014358527296398367,2.0734770689854006e-08,0.0019293115759112308,9.995647041350606e-09,6.451871522620628e-08,0.0014139414366377181,2.492034559021596e-07,3.0891596610131228e-06,0.0008855764109981971,1.2771282636381524e-08,0.0005117596039830166,1.6240720914554485e-10,1.481552986260758e-06,7.414265565993831e-06,2.1309446803568832e-10,3.0771804442192248e-09,1.0617126547086319e-05,1.482211472181029e-10,1.0576224862592626e-10,6.788408447713573e-06,1.0450998703591307e-05,2.4022301796775487e-09,5.146048450628542e-08
6.919411550352133e-07,0.1378384152038472,0.46346346346346345,0.0,0.0,0.0,0.04997380126664572,0.00046382574888266396,0.034449656478084636,0.0021190182253938363,5.4108007622618775e-05,0.007900610668225847,0.007343870560992582,0.005939076054004371,1.417659068421546e-06,0.0,0.4746333738190027,0.0011742747511295085,6.9426906478611565e-06,0.00012270704304055035,4.254914958968089e-06,4.362880280681111e-06,1.2099488211216647e-06,0.001439565898714021,2.078877858514695e-08,0.0019369873444232072,1.003541473713687e-08,6.517714178495389e-08,0.0014288638860138654,2.5183351347149505e-07,3.109758324252819e-06,0.0008967268958353677,1.2932199427819085e-08,0.0005185396032011878,1.6404467447988173e-10,1.4993995413724196e-06,7.607919264522954e-06,2.186733099981138e-10,3.1463923067866594e-09,1.0976561355150968e-05,1.5324510703491032e-10,1.0935483709750377e-10,7.025864768526777e-06,1.0828594734569603e-05,2.486264806468869e-09,5.200250934840851e-08
6.996939386932745e-07,0.13790198822815297,0.46346346346346345,0.0,0.0,0.0,0.049761636792960584,0.00047411963651149255,0.03478667090774936,0.0021521632097501043,5.491244943723315e-05,0.007980114029475632,0.0074445985806537735,0.005931292125129407,1.4205283408107442e-06,0.0,0.4747342031353079,0.0011729140214685478,6.91342744160035e-06,0.0001229700513528615,4.237723748177061e-06,4.337312148187846e-06,1.2028681106695e-06,0.0014431170737300445,2.08404401332573e-08,0.0019443966195122108,1.0073801746525878e-08,6.583301619396089e-08,0.0014436293245002742,2.5443589818557744e-07,3.1301951723042284e-06,0.0009078771549341246,1.309311377850741e-08,0.000525321945002981,1.6567395016371535e-10,1.5172338897879667e-06,7.802897965263637e-06,2.2429078097984914e-10,3.21622163582285e-09,1.1341345245415888e-05,1.5834399844267608e-10,1.1300124069852127e-10,7.267063935948535e-06,1.1212499820624119e-05,2.5716241499376417e-09,5.253950891838012e-08
7.074467223513358e-07,0.13796528324767124,0.46346346346346345,0.0,0.0,0.0,0.04955056411863453,0.0004845037254393404,0.035122464459079655,0.002185173101272031,5.571594024557817e-05,0.008059308415219141,0.00754502573926022,0.0059232031794421635,1.4229731301828368e-06,0.0,0.47483455857840057,0.001171556645251651,6.884315210018069e-06,0.00012322903800616815,4.22062169637797e-06,4.311907369763624e-06,1.1958323181500425e-06,0.001446508866637888,2.0889793171132493e-08,0.0019515437331337688,1.011083051311716e-08,6.648634166572696e-08,0.0014582381828437264,2.570106859599037e-07,3.150469554395019e-06,0.0009190262392748077,1.3254011983120466e-08,0.0005321060229865345,1.672950500110746e-10,1.5350548077488982e-06,7.999146328576791e-06,2.2994528874850507e-10,3.286662852690927e-09,1.1711388194363815e-05,1.635165638863666e-10,1.16700561622648e-10,7.5119474105432715e-06,1.1602623301853026e-05,2.6582874938702074e-09,5.3071489618646156e-08
7.15199506009397e-07,0.13802830217827608,0.46346346346346345,0.0,0.0,0.0,0.049340576784732276,0.0004949771947425884,0.03545703968154463,0.0022180449658425866,5.651841472676232e-05,0.008138194187390375,0.00764514808304694,0.0059148257592534425,1.425004433623187e-06,0.0,0.47493444473913543,0.0011702019601591623,6.855353034051369e-06,0.0001234840149998527,4.2036076052044765e-06,4.286663450320301e-06,1.1888407768960034e-06,0.0014497438505696161,2.093687497212514e-08,0.0019584329440549466,1.0146523101328742e-08,6.713712118608409e-08,0.0014726909472408292,2.59557962482917e-07,3.1705808515936022e-06,0.0009301732136976253,1.3414880535929183e-08,0.0005388912379043936,1.6890798512279753e-10,1.5528610808748957e-06,8.196609512795893e-06,2.356352549859041e-10,3.3577103885917075e-09,1.2086598379077293e-05,1.6876152050355645e-10,1.2045188373273643e-10,7.760455266352517e-06,1.1998871947912474e-05,2.746233631236168e-09,5.359845886855953e-08
7.229522896674583e-07,0.1380910468848538,0.46346346346346345,0.0,0.0,0.0,0.0491316684103852,0.0005055392251119041,0.03579039913305129,0.002250776074230767,5.73198097874211e-05,0.008216771683225786,0.007744961913820203,0.00590617565080276,1.426633274653744e-06,0.0,0.47503386604857417,0.0011688493429995587,6.826540006023232e-06,0.00012373499472820743,4.186680325810886e-06,4.2615780217135e-06,1.1818928491547786e-06,0.0014528245606940224,2.098172225846744e-08,0.0019650684398619445,1.0180901206792859e-08,6.778535753712984e-08,0.0014869881559819167,2.6207782262477146e-07,3.190528448096926e-06,0.0009413171571722383,1.3575706134737472e-08,0.0005456769979631787,1.7051277150903076e-10,1.5706515052073024e-06,8.395233196776852e-06,2.4135911595054645e-10,3.4293586856766805e-09,1.2466882300320297e-05,1.740775618494539e-10,1.2425427380075378e-10,8.012526278102044e-06,1.2401150106456777e-05,2.8354408950545466e-09,5.412042614542907e-08
7.307050733255196e-07,0.13815351918368782,0.46346346346346345,0.0,0.0,0.0,0.048923832689342306,0.0005161889990102662,0.036122545380968214,0.0022833638924844328,5.8120064485256754e-05,0.00829504121781785,0.007844463777097858,0.005897267918000518,1.4278706842060173e-06,0.0,0.4751328267860391,0.0011674982076790839,6.797875229154517e-06,0.00012398198998234044,4.169838781729516e-06,4.236648836522483e-06,1.1749878982168183e-06,0.001455753495029452,2.10243712131297e-08,0.001971454338877559,1.0213986166289874e-08,6.843105331829457e-08,0.0015011303962532516,2.645703698735943e-07,3.2103117678513973e-06,0.000952457163027432,1.3736475684238832e-08,0.0005524627190905276,1.7210942526753294e-10,1.5884248874673003e-06,8.594963600667536e-06,2.471153230888389e-10,3.501602198119994e-09,1.285214490264082e-05,1.7946335958029501e-10,1.2810678271803212e-10,8.268098006458426e-06,1.2809359848606017e-05,2.925887188569706e-09,5.463740308798094e-08
7.384578569835808e-07,0.1382157208447944,0.46346346346346345,0.0,0.0,0.0,0.04871706338672538,0.0005269257008258224,0.03645348100311289,0.0023158060727120405,5.8919119955417686e-05,0.008373003086556566,0.00794365045080017,0.005888116934694717,1.4287276827685547e-06,0.0,0.4752313310867534,0.0011661480033136632,6.769357817103813e-06,0.00012422501393572478,4.153081943268142e-06,4.21187375495478e-06,1.1681253529800308e-06,0.0014585331151440607,2.1064857490048057e-08,0.001977594691993347,1.02457989672477e-08,6.907421096643793e-08,0.001515118301091036,2.670357157984135e-07,3.2299302780946192e-06,0.0009635923391354028,1.3897176298715592e-08,0.0005592478251714692,1.7369795800687165e-10,1.6061800447476146e-06,8.795747505004006e-06,2.529023435982247e-10,3.5744353931549788e-09,1.3242289691443491e-05,1.8491756509440367e-10,1.3200844667529266e-10,8.52710688129772e-06,1.3223401111350272e-05,3.017550014723748e-09,5.514940187943199e-08
7.462106406416421e-07,0.1382776535943036,0.46346346346346345,0.0,0.0,0.0,0.048511354335982575,0.00053774851701441,0.03678320858862082,0.0023481004442417264,5.9716919339820704e-05,0.00845065756745444,0.00804251893446493,0.005878736415609762,1.4292152636654765e-06,0.0,0.4753293829490839,0.0011647982124612323,6.7409868935567295e-06,0.0001244640801512411,4.1364088136328806e-06,4.1872507409549316e-06,1.1613046752921678e-06,0.0014611658469110267,2.110321622514689e-08,0.001983493484420418,1.0276360256806011e-08,6.9714832775072e-08,0.0015289525464777685,2.6947397953775636e-07,3.2493834490015244e-06,0.0009747218080715591,1.4057795304382468e-08,0.0005660317482562071,1.7527838726287497e-10,1.6239158054546224e-06,8.997532268207076e-06,2.5871866094412543e-10,3.6478527520413312e-09,1.3637218847015549e-05,1.904388111306643e-10,1.359582883122334e-10,8.78948828295607e-06,1.3643171836813152e-05,3.110406504914679e-09,5.565643636157908e-08
7.539634242997033e-07,0.1383393191165116,0.46346346346346345,0.0,0.0,0.0,0.048306699436022525,0.0005486566362362146,0.03711173073869032,0.0023802450051465863,6.0513407718861766e-05,0.008528004923262632,0.00814106643896162,0.0058691394459182405,1.4293443774227448e-06,0.0,0.47542698624141166,0.001163448349379341,6.712761591822681e-06,0.00012469920258461646,4.119818459826565e-06,4.162777860056902e-06,1.1545253088892855e-06,0.0014636540812537203,2.1139482047201807e-08,0.001989154637363301,1.0305690350486143e-08,7.035292091183237e-08,0.0015426338485765624,2.7188528731210055e-07,3.2686707835870105e-06,0.0009858447072450948,1.4218320241304973e-08,0.000572813928741249,1.7685073184979312e-10,1.641631009783654e-06,9.200265842549182e-06,2.645627753327555e-10,3.7218487709922652e-09,1.4036833335500644e-05,1.9602571332430556e-10,1.399553178366281e-10,9.055176621438589e-06,1.4068568108309998e-05,3.2044334470320707e-09,5.6158522641411266e-08
7.617162079577646e-07,0.1384007190558158,0.46346346346346345,0.0,0.0,0.0,0.04810309264851552,0.0005596492494892903,0.037439050067315634,0.0024122379141246915,6.130853204558037e-05,0.008605045403479682,0.008239290376681174,0.005859338509469833,1.429125917181002e-06,0.0,0.47552414470865273,0.001162097958395925,6.684681054441891e-06,0.00012493039556307973,4.103309993330872e-06,4.138453267571878e-06,1.1477867587277886e-06,0.0014660001747508942,2.11736890866745e-08,0.001994582009621281,1.0333809240497862e-08,7.09884774349836e-08,0.0015561629610990162,2.7426977195960923e-07,3.287791838179716e-06,0.0009969601889878578,1.4378738864713928e-08,0.000579593815525737,1.7841500367566716e-10,1.659324509119261e-06,9.403896788693074e-06,2.7043320414286395e-10,3.796417962079699e-09,1.4441033016789236e-05,2.0167687171957336e-10,1.4399853411259783e-10,9.32410541356909e-06,1.4499484283147992e-05,3.2996073127639675e-09,5.665567695307397e-08
7.694689916158258e-07,0.1384618550188314,0.46346346346346345,0.0,0.0,0.0,0.04790052799536116,0.0005707255502329605,0.037765169201937,0.0024440774827218744,6.210224108257573e-05,0.008681779246293134,0.00833718835217876,0.005849345515870722,1.4285707051134273e-06,0.0,0.475620861978437,0.0011607466124117938,6.656744432843543e-06,0.00012515767378675827,4.086882543796627e-06,4.114275202886395e-06,1.1410885728792484e-06,0.001468206450301906,2.1205870985422245e-08,0.0019997793991205653,1.036073660367e-08,7.162150430948532e-08,0.001569540672797339,2.766275724945813e-07,3.3067461749054605e-06,0.001008067420625589,1.4539039146064093e-08,0.0005863708661446314,1.799712214833754e-10,1.6769951667711827e-06,9.608374288871476e-06,2.763284823181299e-10,3.871554854071746e-09,1.4849716749329521e-05,2.0739087223933823e-10,1.48086925718048e-10,9.596207358068747e-06,1.4935813122126123e-05,3.3959042841707446e-09,5.7147916698546136e-08
7.772217752738871e-07,0.1385227285761924,0.46346346346346345,0.0,0.0,0.0,0.04769899955630753,0.0005818847345049839,0.03809009078395614,0.0024757621678860083,6.28944853410705e-05,0.008758206680332005,0.008434758153247792,0.005839171826366707,1.4276894798069666e-06,0.0,0.47571714156697126,0.0011593939114141168,6.628950887016905e-06,0.00012538105233628432,4.070535294986116e-06,4.090241990411053e-06,1.1344302619203084e-06,0.0014702751978247584,2.1236060906865427e-08,0.0020047505443809743,1.0386491809044011e-08,7.225200342148284e-08,0.0015827678050761565,2.789588336865054e-07,3.3255333783821964e-06,0.0010191655845307164,1.4699209273823436e-08,0.0005931445468803761,1.8151940733495643e-10,1.6946418587496937e-06,9.813648158756858e-06,2.8224716272165836e-10,3.947253993227853e-09,1.5262782491883545e-05,2.131662881119437e-10,1.5221947197152924e-10,9.871414408556996e-06,1.5377445915703314e-05,3.493300279523709e-09,5.7635261772962146e-08
7.849745589319484e-07,0.1385833412641064,0.46346346346346345,0.0,0.0,0.0,0.047498501466706505,0.0005931260010378311,0.03841381746925218,0.0025072905648415226,6.368521702203142e-05,0.008834327926303273,0.00853199774240545,0.005828828278491415,1.4264928845681006e-06,0.0,0.47581298688460194,0.0011580394810668763,6.601299585175101e-06,0.00012560054664692097,4.054267476420832e-06,4.066352030350362e-06,1.1278113892309475e-06,0.0014722086747831346,2.1264291543673922e-08,0.002009499125921282,1.041109392516917e-08,7.287997659171566e-08,0.0015958452097218278,2.812637056593103e-07,3.3441530937394823e-06,0.0010302538781356493,1.4859237653690208e-08,0.0005999143328546307,1.830595732288982e-10,1.7122634729680375e-06,1.0019668858115427e-05,2.881878164555165e-10,4.0235099440867475e-09,1.5680127402211382e-05,2.190016812550836e-10,1.5639514392833768e-10,1.0149657844472917e-05,1.5824272606812337e-05,3.591770978407751e-09,5.8117731873318075e-08
7.927273425900096e-07,0.1386436945862237,0.46346346346346345,0.0,0.0,0.0,0.04729902791540748,0.0006044485513653165,0.03873635192865677,0.0025386614002723875,6.447438995985989e-05,0.008910143198604326,0.008628905248770071,0.005818325209724232,1.4249914566142736e-06,0.0,0.47590840124108996,0.0011566829714427514,6.5737897034661714e-06,0.00012581617250279441,4.0380783237428875e-06,4.042603790729754e-06,1.1212315781666081e-06,0.0014740091067649251,2.129059512621435e-08,0.0020140287676058597,1.0434561727072018e-08,7.350542558886952e-08,0.0016087737667404862,2.8354234351088246e-07,3.362604978634086e-06,0.0010413315139326884,1.5019112908616656e-08,0.0006066797081014421,1.845917385586572e-10,1.7298589096421044e-06,1.0226387500315437e-05,2.941490331470069e-10,4.100317290190215e-09,1.6101647932699675e-05,2.248956036169341e-10,1.606129053459613e-10,1.043086833991969e-05,1.627618191030583e-05,3.691291846088792e-09,5.8595347236747394e-08
8.004801262480709e-07,0.13870379001527317,0.46346346346346345,0.0,0.0,0.0,0.04710057314277978,0.0006158515899220104,0.03905769684828465,0.002569873525802437,6.526195956806484e-05,0.00898565270677589,0.008725478960311363,0.005807672480128093,1.4231956171114025e-06,0.0,0.47600338785061136,0.001155324055763333,6.546420425708553e-06,0.00012602794605034938,4.021967115097652e-06,4.01899580992365e-06,1.1146903963719207e-06,0.0014756786881496666,2.131500343226475e-08,0.002018343037935683,1.0456913702934807e-08,7.412835214162613e-08,0.00162155438229939,2.8579490695033754e-07,3.380888700930815e-06,0.0010523977194667534,1.5178823878725932e-08,0.0006134401656231959,1.8611592929428222e-10,1.747427082407975e-06,1.0433755860718877e-05,3.0012942120249503e-10,4.177670634758056e-09,1.6527239922987523e-05,2.3084659847522924e-10,1.6487171361942474e-10,1.0714976030438564e-05,1.673306142902861e-05,3.7918381571485815e-09,5.9068130932941244e-08
8.082329099061321e-07,0.1387636289942636,0.46346346346346345,0.0,0.0,0.0,0.04690313143884535,0.0006273343241441157,0.03937785492986288,0.0026009259117624798,6.604788278659563e-05,0.009060856656820509,0.008821717316457025,0.0057968794938376205,1.4211156620213572e-06,0.0,0.47609794983650616,0.0011539624291756984,6.519190943104892e-06,0.00012623588377090258,4.0059331783081395e-06,3.995526691079318e-06,1.1081874494363994e-06,0.0014772195825746132,2.133754779380077e-08,0.0020224454512874734,1.047816806053464e-08,7.474875794941677e-08,0.001634187986771509,2.8802155995258114e-07,3.399003991893821e-06,0.0010634517372899624,1.5338359620675926e-08,0.0006201952074307129,1.876321573850726e-10,1.7649669174711443e-06,1.0641726384038632e-05,3.061276080315261e-10,4.255564601371286e-09,1.6956798689583052e-05,2.368532016942227e-10,1.6917052068646666e-10,1.1001910577722914e-05,1.719479776651816e-05,3.893385018390466e-09,5.953610565481762e-08
8.159856935641934e-07,0.13882321293819186,0.46346346346346345,0.0,0.0,0.0,0.04670669714135584,0.000638895964570359,0.03969682889109704,0.0026318176406573226,6.683211802677477e-05,0.00913575525265688,0.008917618900357409,0.005785955221682828,1.4187617528974115e-06,0.0,0.4761920902362156,0.0011525978075727127,6.492100453968907e-06,0.00012644000246410841,3.989975835575405e-06,3.972195091598834e-06,1.1017224242142862e-06,0.001478633923478346,2.135825910493863e-08,0.0020263394692177053,1.0498342733991507e-08,7.536664469447296e-08,0.0016466755326945725,2.90222470399321e-07,3.4169506013694147e-06,0.00107449282490131,1.549770940681077e-08,0.0006269443445713107,1.8914044433076107e-10,1.782477353557405e-06,1.0850252191441601e-05,3.121422402644396e-10,4.3339938346570055e-09,1.7390219120837483e-05,2.429139430569048e-10,1.7350827398699683e-10,1.129160123831779e-05,1.7661276646862813e-05,3.995907393155729e-09,5.999929399343294e-08
8.237384772222546e-07,0.138882543234388,0.46346346346346345,0.0,0.0,0.0,0.046511264634518684,0.000650535724907121,0.04001462146576164,0.0026625479026859294,6.761462513280165e-05,0.00921034869703409,0.009013182433605653,0.005774908216756262,1.4161439110116923e-06,0.0,0.4762858120046174,0.0011512299267243164,6.4651481635683825e-06,0.00012664031927924567,3.974094453535247e-06,3.948999727632404e-06,1.0952949362055643e-06,0.0014799238146392525,2.1377167829758614e-08,0.002030028501363518,1.0517455388425394e-08,7.598201404943378e-08,0.001659017993384005,2.923978098345139e-07,3.4347282957709674e-06,0.001085520254692328,1.5656862724391e-08,0.0006336870971322939,1.906408129635068e-10,1.7999573435296176e-06,1.1059287085783377e-05,3.1817198391198054e-10,4.412953000730813e-09,1.782739574336707e-05,2.4902734719670093e-10,1.7788391713426314e-10,1.1583976911683613e-05,1.8132382998769993e-05,4.099380118335994e-09,6.045772127691747e-08
8.314912608803159e-07,0.13894162124725076,0.46346346346346345,0.0,0.0,0.0,0.0463168283473297,0.0006622528221202591,0.040331235403971245,0.0026931159899851657,6.839536533235e-05,0.009284637192708424,0.009108406769408661,0.0057637466342684894,1.4132720099445411e-06,0.0,0.47637911801834515,0.0011498585412342646,6.438333283856138e-06,0.0001268368516571061,3.9582884229264495e-06,3.925939368867977e-06,1.088904652814721e-06,0.0014810913305985736,2.1394304008471157e-08,0.002033515906604417,1.0535523425990297e-08,7.659486768695689e-08,0.00167121636114778,2.945477531494156e-07,3.452336879657543e-06,0.0010965333138672363,1.581580927445563e-08,0.0006404229942446268,1.9213328294371212e-10,1.817405852601249e-06,1.1268785553813536e-05,3.242155244418479e-10,4.492436787818814e-09,1.8268222807220636e-05,2.551919347923252e-10,1.8229639077565096e-10,1.1878966202053722e-05,1.8608001063805404e-05,4.203777926268064e-09,6.09114124752511e-08
8.392440445383772e-07,0.13900044831474606,0.46346346346346345,0.0,0.0,0.0,0.046123382751983966,0.0006740464765189164,0.0406466734723397,0.002723521290993278,6.91743011878776e-05,0.00935862094358936,0.00920329088593319,0.0057524782510889666,1.4101557686557995e-06,0.0,0.4764720110799683,0.0011484834234786194,6.411655033259637e-06,0.00012702961734581782,3.9425571522483015e-06,3.9030128323639825e-06,1.0825512617225485e-06,0.001482138517209204,2.140969726541287e-08,0.0020368049942063662,1.0552563991794713e-08,7.720520728921742e-08,0.0016832716455493382,2.966724782766394e-07,3.469776188691316e-06,0.0011075313043473665,1.597453897046039e-08,0.0006471515740744546,1.9361787565930608e-10,1.8348218595971195e-06,1.1478702770951131e-05,3.30271566928118e-10,4.5724399068265545e-09,1.8712594369927743e-05,2.614062237470354e-10,1.8674463344241323e-10,1.2176497479626177e-05,1.9088014503706247e-05,4.3090754663932275e-09,6.136039317247148e-08
8.469968281964384e-07,0.1390590257520696,0.46346346346346345,0.0,0.0,0.0,0.04593092236248528,0.0006859159118311103,0.04096093845407757,0.0027537632854056433,6.995139655241307e-05,0.00943230015572421,0.009297833880366485,0.005741110483210765,1.4068047457235537e-06,0.0,0.4765644939216946,0.0011471043626698635,6.385112636483777e-06,0.0001272186344025271,3.9269000734424995e-06,3.880218981285282e-06,1.076234449938185e-06,0.001483067392129566,2.1423376816232728e-08,0.002039899024855004,1.0568593979254277e-08,7.78130345560332e-08,0.0016951848718643214,2.987721659181285e-07,3.4870460840034704e-06,0.0011185135426603422,1.6133041936693164e-08,0.0006538723838001519,1.9509461300688984e-10,1.8522043571668727e-06,1.1688994605867253e-05,3.363388361940047e-10,4.6529570918518e-09,1.9160404372874533e-05,2.676687302601935e-10,1.912275823219146e-10,1.2476498936109232e-05,1.9572306498046708e-05,4.415247324917958e-09,6.180468986011614e-08
8.547496118544997e-07,0.1391173548524814,0.46346346346346345,0.0,0.0,0.0,0.04573944173339654,0.0006978603552733015,0.04127403314906852,0.002783841539559042,7.072661652868679e-05,0.009505675038164133,0.00939203496347972,0.005729650401718091,1.4032283344961576e-06,0.0,0.47665656920873284,0.0011457211640191318,6.358705324323955e-06,0.00012740392117512278,3.911316638783391e-06,3.857556722284652e-06,1.0699539208587636e-06,0.0014838799452529506,2.1435371474142977e-08,0.0020428012116106608,1.0583630035041532e-08,7.841835121199716e-08,0.0017069570796766176,3.008469992976739e-07,3.504146455696599e-06,0.0011294793598200722,1.6291308506554458e-08,0.0006605849795777022,1.9656351698439736e-10,1.8695523514721844e-06,1.1899617623105746e-05,3.4241607689784487e-10,4.73398310065636e-09,1.9611546712214365e-05,2.739779698221284e-10,1.957441739746672e-10,1.2778898636265097e-05,2.0060759835017423e-05,4.522268043058152e-09,6.224432946627103e-08
8.625023955125609e-07,0.13917543688844913,0.46346346346346345,0.0,0.0,0.0,0.04554893545865708,0.000709879037615252,0.04158596037391686,0.002813755702017982,7.149992742979267e-05,0.009578745803776562,0.009485893454421048,0.00571810474809032,1.399435758804537e-06,0.0,0.4767482395424958,0.0011443336479455026,6.3324323334949095e-06,0.0001275854962860484,3.895806318833722e-06,3.835025002608871e-06,1.0637093897612316e-06,0.0014845781391463128,2.1445709656305373e-08,0.0020455147208303043,1.0597688563861477e-08,7.902115901318609e-08,0.0017185893215417552,3.028971639253629e-07,3.5210772222600237e-06,0.001140428101204182,1.6449329220799102e-08,0.0006672889264976706,1.980246101807931e-10,1.8868648621784888e-06,1.2110529083977038e-05,3.4850205356940017e-10,4.815512715106121e-09,2.0065915307186468e-05,2.803324581727624e-10,2.002933450253454e-10,1.3083624567733345e-05,2.055325699926012e-05,4.630112134674555e-09,6.267933945343205e-08
8.702551791706222e-07,0.13923327311255923,0.46346346346346345,0.0,0.0,0.0,0.045359398170445604,0.0007219711932422719,0.0418967229619598,0.00284350549928952,7.227129674065005e-05,0.009651512670016103,0.009579408775655518,0.005706479949072171,1.3954360691038213e-06,0.0,0.4768395074636969,0.00114294164930274,6.306292906468333e-06,0.00012776337862477688,3.880368602163687e-06,3.8126228077101795e-06,1.0575005806935347e-06,0.0014851639094830558,2.145441939012703e-08,0.0020480426730712866,1.0610785733133994e-08,7.962145975351909e-08,0.0017300826616947224,3.0492284736982354e-07,3.5378383294052047e-06,0.0011513591264233625,1.6607094825660458e-08,0.0006739837985352818,1.9947791552877294e-10,1.9041409226565214e-06,1.2321686946825364e-05,3.54595550628025e-10,4.897540741593281e-09,2.0523404166675327e-05,2.867307122357241e-10,2.0487403283626798e-10,1.3390604689788119e-05,2.1049680257952945e-05,4.738754103530916e-09,6.310974780657293e-08
