Time (s),Volume (m^3),Ar,He,Ne,N2,C6H14(1),C2H2(2),C2H4(3),C2H6(4),C3H8(5),C3H6(6),CH4(7),CH3(8),CH2(9),C6H6(10),H2(11),H(12),[CH2]CCC(16),C[CH2](17),[CH2]CC(15),C[CH]CCCC(20),CC[CH]CCC(18),C5H10(55),C[C]CCC(78)
6.045684346073163e-10,0.13078894252281148,0.46346346346346345,0.0,0.0,0.0,0.07306232786421153,0.0,6.674150266508125e-06,5.749840654110809e-10,4.801655908384439e-11,1.429385877605229e-07,7.273331619567756e-10,3.905181290792285e-06,2.4479655352243764e-12,0.0,0.4634634661405154,9.62128040190321e-07,5.321591990278856e-06,8.496542959167006e-06,2.7780852312099143e-06,1.3650443913088164e-08,5.182995982335453e-09,1.2044140136941314e-08,1.740096219699589e-13
6.229143777877045e-10,0.1307890303158777,0.46346346346346345,0.0,0.0,0.0,0.07306200157890634,0.0,7.0123354689983114e-06,6.119179968257355e-10,5.031939149976086e-11,1.4953980537667387e-07,7.86160102606498e-10,4.08335506794768e-06,2.577294074999335e-12,0.0,0.46346346640616126,1.0200085756350088e-06,5.4337207751568746e-06,8.776875822127724e-06,2.800993900902196e-06,1.3982155665918758e-08,5.269845191995059e-09,1.2605336665923101e-08,1.8211773353019337e-13
6.412603209680926e-10,0.13078911881470082,0.46346346346346345,0.0,0.0,0.0,0.07306167527403601,0.0,7.355849569693968e-06,6.500635604478657e-10,5.265277571089407e-11,1.5620047431705847e-07,8.476284879335589e-10,4.262947882328217e-06,2.7090066369686577e-12,0.0,0.4634634666889926,1.0795757806573887e-06,5.543586840145919e-06,9.057813325768015e-06,2.8224507498349153e-06,1.4313677556283423e-08,5.358069789445731e-09,1.3175931470972844e-08,1.9036163051656882e-13
6.596062641484807e-10,0.13078920800166918,0.46346346346346345,0.0,0.0,0.0,0.07306134894902323,0.0,7.704560863124015e-06,6.894242154946228e-10,5.501614128147073e-11,1.6291748750026245e-07,9.11759311967802e-10,4.443870382738251e-06,2.8430550139050856e-12,0.0,0.46346346698956514,1.1408294117874757e-06,5.651235826235227e-06,9.339306405346372e-06,2.8425483676178937e-06,1.4645301921610618e-08,5.447801245234841e-09,1.3756079426242268e-08,1.987435504409785e-13
6.779522073288688e-10,0.1307892978600291,0.46346346346346345,0.0,0.0,0.0,0.07306102260329145,0.0,8.058343985762182e-06,7.300032373410047e-10,5.7408985023082715e-11,1.6968794496954804e-07,9.785723242356805e-10,4.626038939699374e-06,2.9793927806512227e-12,0.0,0.46346346730843546,1.203769137002294e-06,5.756712453794141e-06,9.621307202699099e-06,2.8613734476647046e-06,1.4977311595982995e-08,5.539157503465031e-09,1.434594878318075e-08,2.0726592410287154e-13
6.962981505092569e-10,0.1307893883738347,0.46346346346346345,0.0,0.0,0.0,0.07306069623626468,0.0,8.41707954104421e-06,7.718037223099046e-10,5.983086656668577e-11,1.7650914098403474e-07,1.0480861110820191e-09,4.809375280540808e-06,3.117975203053647e-12,0.0,0.4634634676461612,1.268394530232634e-06,5.860060541142031e-06,9.903769040626528e-06,2.8790071629686027e-06,1.5309980195968133e-08,5.632244367670128e-09,1.494571979359389e-08,2.1593135569394757e-13
7.146440936896451e-10,0.1307894795278994,0.46346346346346345,0.0,0.0,0.0,0.07306036984736745,0.0,8.780653747838442e-06,8.148285923566654e-10,6.228140422142193e-11,1.833785519249172e-07,1.1203181717824533e-09,4.993806147864683e-06,3.2587591522948168e-12,0.0,0.4634634680032999,1.334705066525006e-06,5.96132302274316e-06,1.018664639780415e-05,2.8955255178528747e-06,1.5643572397456258e-08,5.727156741375527e-09,1.5555583474423068e-08,2.2474260495056007e-13
7.329900368700332e-10,0.13078957130775168,0.46346346346346345,0.0,0.0,0.0,0.07306004343602503,0.0,9.148958110811835e-06,8.590805996502898e-10,6.476027110056407e-11,1.902938249625217e-07,1.1952849897958292e-09,5.179262979816987e-06,3.4017030242707095e-12,0.0,0.4634634683804106,1.4027001178081186e-06,6.060541967034541e-06,1.0469894884207234e-05,2.9109996773024117e-06,1.5978344203756978e-08,5.8239797394435e-09,1.6175740498541264e-08,2.337025711269006e-13
7.513359800504213e-10,0.13078966369959288,0.46346346346346345,0.0,0.0,0.0,0.07305971700166326,0.0,9.52188911127654e-06,9.045623310533136e-10,6.726719149673645e-11,1.97252767434979e-07,1.2730020994735348e-09,5.365681610740152e-06,3.5467666636943514e-12,0.0,0.463463468778052,1.4723789492180102e-06,6.157758593894454e-06,1.0753471217038229e-05,2.9254962753354296e-06,1.6314543205205167e-08,5.922789684030053e-09,1.680640019808535e-08,2.428142785942459e-13
7.696819232308094e-10,0.13078975669025794,0.46346346346346345,0.0,0.0,0.0,0.07305939054370864,0.0,9.899347917236068e-06,9.512762125022012e-10,6.980193749028933e-11,2.0425333689393684e-07,1.3534841485126522e-09,5.553001990918645e-06,3.693911292635473e-12,0.0,0.46346346919678394,1.5437407159404045e-06,6.253013291758734e-06,1.103733319714694e-05,2.939077703736248e-06,1.665240883052259e-08,6.023654996950498e-09,1.744777966882967e-08,2.520808639001397e-13
7.880278664111975e-10,0.13078985026717865,0.46346346346346345,0.0,0.0,0.0,0.07305906406158826,0.0,1.0281240111442406e-05,9.992245132900652e-10,7.236432577591969e-11,2.1129363177595555e-07,1.4367449564189526e-09,5.741167924222706e-06,3.8430994432273155e-12,0.0,0.463463469637166,1.6167844605319618e-06,6.346345634391776e-06,1.1321439685933674e-05,2.95180238237442e-06,1.6992172590178507e-08,6.126636998919586e-09,1.8100102965407118e-08,2.6150556414019053e-13
8.063738095915857e-10,0.1307899444183488,0.46346346346346345,0.0,0.0,0.0,0.07305873755472994,0.0,1.0667475436331963e-05,1.0484093502535018e-09,7.495421469337774e-11,2.183718826601876e-07,1.522797569233034e-09,5.9301268225125094e-06,3.994294894284239e-12,0.0,0.46346347009975825,1.6915091106840793e-06,6.437794397319164e-06,1.160575058272573e-05,2.963725012277177e-06,1.7334058311992576e-08,6.231790625316938e-09,1.876360037798037e-08,2.710917065067762e-13
8.247197527719738e-10,0.13079003913229198,0.46346346346346345,0.0,0.0,0.0,0.07305841102256215,0.0,1.105796755476451e-05,1.0988326918653595e-09,7.757150144883672e-11,2.2548644407490353e-07,1.611654310760209e-09,6.1198294757221605e-06,4.147462611586404e-12,0.0,0.46346347058512105,1.7679134773948039e-06,6.527397573928787e-06,1.1890226802617517e-05,2.974896812563915e-06,1.7678282369222782e-08,6.339165067329101e-09,1.943850778174648e-08,2.8084269889011773e-13
8.430656959523619e-10,0.13079013439803083,0.46346346346346345,0.0,0.0,0.0,0.07305808446451413,0.0,1.1452633825557284e-05,1.150496362235205e-09,8.021611951438048e-11,2.3263578681779174e-07,1.7033268305294228e-09,6.3102298366118335e-06,4.3025686916030816e-12,0.0,0.46346347109381475,1.8459962535167657e-06,6.6151923912472225e-06,1.2174830254764815e-05,2.9853657422810924e-06,1.8025053901378364e-08,6.448804346384464e-09,2.0125066051571767e-08,2.907620214203628e-13
8.6141163913275e-10,0.13079023020505884,0.46346346346346345,0.0,0.0,0.0,0.07305775788001584,0.0,1.1851395092878865e-05,1.2034020450192356e-09,8.288803619399395e-11,2.398184907574758e-07,1.7978261486902064e-09,6.501284819249506e-06,4.459580308442423e-12,0.0,0.4634634716263998,1.925756012651436e-06,6.701215325397922e-06,1.2459523821124005e-05,2.995176708101213e-06,1.8374575027993024e-08,6.560747828855054e-09,2.0823520534974003e-08,3.0085321885277413e-13
8.797575823131381e-10,0.1307903265433133,0.46346346346346345,0.0,0.0,0.0,0.07305743126849794,0.0,1.2254175488631793e-05,1.2575512872413337e-09,8.55872503452714e-11,2.4703323808593414e-07,1.895162698042193e-09,6.69295411034889e-06,4.618465663830009e-12,0.0,0.4634634721834366,2.007191208362215e-06,6.785502116747591e-06,1.274427133562724e-05,3.004371758782971e-06,1.8727041055588595e-08,6.6750306872105206e-09,2.15341205774389e-08,3.111198937091103e-13
8.981035254935263e-10,0.13079042340315034,0.46346346346346345,0.0,0.0,0.0,0.0730571046293919,0.0,1.2660902247007121e-05,1.312945503026941e-09,8.831379024675529e-11,2.542788069933938e-07,1.9953463633795085e-09,6.885199992644941e-06,4.7791939399307015e-12,0.0,0.46346347276548555,2.090300173680664e-06,6.868087784747061e-06,1.3029037563784758e-05,3.0129902672336195e-06,1.9082640678053796e-08,6.791684313188366e-09,2.225711909466366e-08,3.215657000969769e-13
9.164494686739144e-10,0.13079052077532113,0.46346346346346345,0.0,0.0,0.0,0.07305677796213003,0.0,1.3071505530442827e-05,1.3695859772514253e-09,9.1067711601443e-11,2.615540657389623e-07,2.098386518321464e-09,7.077987179537397e-06,4.9417352548392525e-12,0.0,0.46346347337310656,2.1750811208818425e-06,6.949006642472784e-06,1.3313788182705718e-05,3.021069100964395e-06,1.9441556170658174e-08,6.910736688011168e-09,2.2992772186840496e-08,3.3219433813666154e-13
9.347954118543025e-10,0.13079061865094996,0.46346346346346345,0.0,0.0,0.0,0.07305645126614546,0.0,1.3485918266265263e-05,1.4274738691045777e-09,9.38490956676031e-11,2.6885796709191025e-07,2.2042920597902813e-09,7.27128266028063e-06,5.106060620575777e-12,0.0,0.4634634740068599,2.261532141506316e-06,7.028292310874999e-06,1.3598489761529003e-05,3.028642781680826e-06,1.9803963577915497e-08,7.032212714172374e-09,2.3741338790589166e-08,3.430095489320013e-13
9.531413550346905e-10,0.13079071702151335,0.46346346346346345,0.0,0.0,0.0,0.07305612454087221,0.0,1.3904075993339598e-05,1.4866102155728703e-09,9.665804750863662e-11,2.7618954312014085e-07,2.313071440286163e-09,7.465055555045253e-06,5.272141903432729e-12,0.0,0.4634634746673052,2.349651206607963e-06,7.105977732738536e-06,1.3883109742255721e-05,3.0357436347015784e-06,2.0170032895505448e-08,7.156134512825544e-09,2.450308036462193e-08,3.540151100285405e-13
9.714872982150785e-10,0.1307908158788205,0.46346346346346345,0.0,0.0,0.0,0.07305579778574511,0.0,1.4325916718099269e-05,1.5469959348410785e-09,9.949469435427738e-11,2.835479003039175e-07,2.424732698100076e-09,7.65927697922121e-06,5.439951786529939e-12,0.0,0.4634634753550018,2.4394361672081993e-06,7.1820951863619934e-06,1.416761642097523e-05,3.0424019288539783e-06,2.053992824645611e-08,7.2825216903736305e-09,2.52782606056514e-08,3.6521483130871713e-13
9.898332413954666e-10,0.13079091521499514,0.46346346346346345,0.0,0.0,0.0,0.07305547100020005,0.0,1.4751380779364621e-05,1.6086318296148504e-09,1.0235918406593715e-10,2.9093221495432175e-07,2.5392834855956268e-09,7.853919916372816e-06,5.609463734443313e-12,0.0,0.4634634760705086,2.5308847549385533e-06,7.256676298961009e-06,1.4451978929476727e-05,3.048646007452706e-06,2.0913808051783888e-08,7.411391577476766e-09,2.6067145191419577e-08,3.766125512790028e-13
9.999999999999999e-10,0.13079101502245835,0.46346346346346345,0.0,0.0,0.0,0.07305528989237559,0.0,1.4988699091863081e-05,1.6433271794651889e-09,1.0395864700215785e-10,2.9503527319027465e-07,2.6040110406618236e-09,7.961957244692787e-06,5.7041255399165824e-12,0.0,0.4634634764792013,2.5822783035345858e-06,7.297356645499864e-06,1.4609490767980854e-05,3.0519377087193134e-06,2.1122772890331726e-08,7.483882134987219e-09,2.6510320389847308e-08,3.830154989787431e-13
1.0081791845758546e-09,0.13079101502245835,0.46346346346346345,0.0,0.0,0.0,0.07305514418367373,0.0,1.5180410721398188e-05,1.671518590365781e-09,1.0525168369946816e-10,2.983417289172032e-07,2.6567310956830785e-09,8.048959099293463e-06,5.780651959781199e-12,0.0,0.46346347681438405,2.6239945828547984e-06,7.329752059801172e-06,1.4736167217238582e-05,3.0545024109299606e-06,2.1291825195781376e-08,7.542759443368153e-09,2.687000154804671e-08,3.882121337082937e-13
1.0265251277562426e-09,0.1307911152939119,0.46346346346346345,0.0,0.0,0.0,0.07305481733560394,0.0,1.561295117467847e-05,1.7356567985005461e-09,1.0817237815905231e-10,3.0577574554458946e-07,2.7770824866007995e-09,8.2443708986425e-06,5.953491391590178e-12,0.0,0.4634634775871862,2.7187631464069943e-06,7.401352833066022e-06,1.5020152033787771e-05,3.05999599164957e-06,2.1674127186137565e-08,7.67663868807134e-09,2.7687098639186302e-08,4.000174645814219e-13
1.0448710709366306e-09,0.1307912160223239,0.46346346346346345,0.0,0.0,0.0,0.07305449045542944,0.0,1.6048948743907048e-05,1.80104692945561e-09,1.111214689363387e-10,3.1323362591666697e-07,2.9003443051120825e-09,8.44013321868002e-06,6.1279576454794866e-12,0.0,0.4634634783894725,2.815187824550873e-06,7.471508370465502e-06,1.5303904911421866e-05,3.065150021403637e-06,2.2060856309069007e-08,7.813041014840527e-09,2.8518706774737042e-08,4.1203244933537337e-13
1.0632170141170186e-09,0.13079131720091386,0.46346346346346345,0.0,0.0,0.0,0.07305416354259005,0.0,1.6488351902794924e-05,1.8676893557190205e-09,1.1409917292933925e-10,3.2071478529852444e-07,3.026522908218321e-09,8.636225399646332e-06,6.30402699536025e-12,0.0,0.46346347922179953,2.9132658809870585e-06,7.540247823590079e-06,1.5587398148286274e-05,3.0699862920582764e-06,2.2452149779634432e-08,7.951976584899325e-09,2.9365097437101416e-08,4.2426101034885465e-13
1.0815629572974066e-09,0.13079141882313972,0.46346346346346345,0.0,0.0,0.0,0.07305383659652663,0.0,1.6931110895202757e-05,1.9355843497807717e-09,1.1710572133595326e-10,3.282186898168571e-07,3.1556243834830615e-09,8.832628126362061e-06,6.481676346702244e-12,0.0,0.4634634800847237,3.0129944655155317e-06,7.607599756015682e-06,1.587060479179945e-05,3.0745252097851155e-06,2.2848139887399545e-08,8.093454156334473e-09,3.0226543123193464e-08,4.367070846594378e-13
1.0999089004777947e-09,0.13079152088268517,0.46346346346346345,0.0,0.0,0.0,0.07305350961668121,0.0,1.7377177642236804e-05,2.004732087013202e-09,1.201413586173287e-10,3.357448533427703e-07,3.2876545680554016e-09,9.029323342651947e-06,6.6608832112169896e-12,0.0,0.4634634809788002,3.1143706154936944e-06,7.673592155164458e-06,1.615349862241916e-05,3.0787858832874108e-06,2.3248954137612858e-08,8.237481208807133e-09,3.110331720058623e-08,4.4937462188521003e-13
1.1182548436581827e-09,0.13079162337344766,0.46346346346346345,0.0,0.0,0.0,0.07305318260249687,0.0,1.782650565492746e-05,2.0751326484828665e-09,1.232063415265799e-10,3.432928345676956e-07,3.42261906647559e-09,9.22629417122063e-06,6.841625682881666e-12,0.0,0.46346348190458364,3.2173912573871748e-06,7.7382524439263e-06,1.6436054137742686e-05,3.082786206403659e-06,2.3654715388047714e-08,8.384064055571434e-09,3.199569377635727e-08,4.622675823296748e-13
1.154946730018959e-09,0.13079182962521957,0.46346346346346345,0.0,0.0,0.0,0.07305252846889,0.0,1.8734766995616396e-05,2.2196921131098905e-09,1.2942542743926205e-10,3.5845269311501083e-07,3.701372356243391e-09,9.621000616968934e-06,7.207632602746255e-12,0.0,0.4634634838534854,3.4283531783788167e-06,7.863683626703908e-06,1.7000051706278548e-05,3.0900717493441005e-06,2.4481547865096486e-08,8.684917121585835e-09,3.382835386603382e-08,4.887456576493702e-13
1.1879694277436574e-09,0.13079201666935672,0.46346346346346345,0.0,0.0,0.0,0.07305193962564266,0.0,1.9562919110336606e-05,2.354079268161886e-09,1.3512576328750145e-10,3.7216757949303097e-07,3.962337698680326e-09,9.977031287194238e-06,7.542081990035498e-12,0.0,0.46346348572148066,3.6238100247858237e-06,7.972279819173555e-06,1.750625077905935e-05,3.0958956045499523e-06,2.524375779148739e-08,8.964468494090589e-09,3.553386945826232e-08,5.133867633598127e-13
1.2209921254683559e-09,0.13079220502437733,0.46346346346346345,0.0,0.0,0.0,0.07305135066253216,0.0,2.0400979222926836e-05,2.4925228074273784e-09,1.409256434576072e-10,3.8594806792000903e-07,4.232888400635946e-09,1.0333738905801838e-05,7.881190395280276e-12,0.0,0.4634634877007907,3.82454233694916e-06,8.076961832081456e-06,1.801098826173861e-05,3.1011063542707526e-06,2.6023707868840014e-08,9.252355143475364e-09,3.729422222102884e-08,5.388201511816692e-13
1.2540148231930543e-09,0.13079239466116716,0.46346346346346345,0.0,0.0,0.0,0.07305076157635591,0.0,2.124872394864623e-05,2.635020140506542e-09,1.4682690229548229e-10,3.997928807018759e-07,4.513050701183121e-09,1.0691058822862996e-05,8.224848381688521e-12,0.0,0.46346348979461516,4.030528410605755e-06,8.177870631477905e-06,1.851413937571983e-05,3.1057735487435985e-06,2.6821963134366645e-08,9.548582866077738e-09,3.911102384649113e-08,5.650691068964459e-13
1.2870375209177528e-09,0.13079258555201007,0.46346346346346345,0.0,0.0,0.0,0.07305017236392566,0.0,2.2105941215432984e-05,2.7815678890658458e-09,1.528314442118881e-10,4.1370103225244773e-07,4.802849472796152e-09,1.1048933916734437e-05,8.572951097310401e-12,0.0,0.46346349200614245,4.241745523361035e-06,8.275142106349938e-06,1.9015585711028242e-05,3.1099589813666323e-06,2.7639049405719632e-08,9.853150996494227e-09,4.098588652324284e-08,5.921569234643072e-13
1.3200602186424513e-09,0.13079277767067335,0.46346346346346345,0.0,0.0,0.0,0.07304958302206811,0.0,2.2972429305616907e-05,2.9321619295372574e-09,1.5894123336945841e-10,4.2767179771558436e-07,5.1023084078153975e-09,1.1407313751081332e-05,8.925397990707766e-12,0.0,0.4634634943385479,4.458169972568425e-06,8.368907251613507e-06,1.9515214976952515e-05,3.113717557369773e-06,2.847545524918345e-08,1.0166053247956622e-08,4.292042176357873e-08,6.201068840791237e-13
1.3530829163671497e-09,0.13079297099213835,0.46346346346346345,0.0,0.0,0.0,0.07304899354762519,0.0,2.3847995996510938e-05,3.086797433926455e-09,1.6515828451467872e-10,4.4170468498858966e-07,5.411450183654096e-09,1.1766153826900959e-05,9.282092551277048e-12,0.0,0.4634634967949935,4.67977711382904e-06,8.459292344423473e-06,2.0012920762004318e-05,3.117098064472664e-06,2.933163384358906e-08,1.0487278413353614e-08,4.491623937991215e-08,6.489422473785879e-13
1.3861056140918482e-09,0.1307931654925847,0.46346346346346345,0.0,0.0,0.0,0.07304840393745475,0.0,2.473245778787288e-05,3.2454689088452805e-09,1.714846548081592e-10,4.5579940973010817e-07,5.73029660938908e-09,1.21254149177397e-05,9.642942071393001e-12,0.0,0.4634634993786278,4.906541399856408e-06,8.54641911418109e-06,2.050860230266391e-05,3.1201438577117137e-06,3.020800474810786e-08,1.0816810951242629e-08,4.69749465863809e-08,6.786862344647909e-13
1.4191283118165467e-09,0.1307933611492539,0.46346346346346345,0.0,0.0,0.0,0.073047814188431,0.0,2.5625639210036663e-05,3.40817023279022e-09,1.7792243658406174e-10,4.699558731361493e-07,6.058868755110971e-09,1.2485062481921568e-05,1.0007857428959797e-11,0.0,0.463463502092584,5.138436419518036e-06,8.630404906299218e-06,2.1002164260826044e-05,3.122893464814026e-06,3.110495557673809e-08,1.1154631471900595e-08,4.909814721128143e-08,7.093620175245584e-13
1.4521510095412452e-09,0.13079355794038175,0.46346346346346345,0.0,0.0,0.0,0.07304722429744497,0.0,2.6527372201384763e-05,3.574894691770251e-09,1.844737509037385e-10,4.841741420909103e-07,6.397187066526207e-09,1.284506614063659e-05,1.037675288770468e-11,0.0,0.4634635049399805,5.375434936805132e-06,8.711362840064067e-06,2.149351650947155e-05,3.125381123622888e-06,3.202284358697726e-08,1.1500717147465034e-08,5.128744099671623e-08,7.409927097094552e-13
1.4851737072659436e-09,0.1307937558451157,0.46346346346346345,0.0,0.0,0.0,0.07304663426140487,0.0,2.7437495546899788e-05,3.745635013354092e-09,1.9114074180881062e-10,4.984544314052878e-07,6.745271466627778e-09,1.3205399213745186e-05,1.0749545913277124e-11,0.0,0.4634635079239198,5.617508929540992e-06,8.789401960820162e-06,2.198257392624626e-05,3.127637259978101e-06,3.2961997188036646e-08,1.1855042062300798e-08,5.354442296967416e-08,7.736013560502784e-13
1.5181964049906421e-09,0.13079395484345038,0.46346346346346345,0.0,0.0,0.0,0.07304604407723671,0.0,2.8355854370951257e-05,3.920383399206494e-09,1.979255711931896e-10,5.127970879054254e-07,7.103141445937457e-09,1.3566038306575804e-05,1.1126157003536203e-11,0.0,0.4634635110474878,5.8646296276863505e-06,8.864627386702426e-06,2.246925619463344e-05,3.1296889129900162e-06,3.3922717373521894e-08,1.2217577514390155e-08,5.5870682873867615e-08,8.072109252476422e-13
1.5512191027153406e-09,0.1307941549161636,0.46346346346346345,0.0,0.0,0.0,0.0730454537418845,0.0,2.9282299679261463e-05,4.099131556167055e-09,2.0483041423606615e-10,5.272025761956851e-07,7.470816142427952e-09,1.3926962942753185e-05,1.1506509531829675e-11,0.0,0.4634635143137537,6.116767551139004e-06,8.937140450084498e-06,2.2953487612482085e-05,3.131560112830566e-06,3.490527908234973e-08,1.2588292274388192e-08,5.82678046557292e-08,8.418443022439373e-13
1.584241800440039e-09,0.13079435604476172,0.46346346346346345,0.0,0.0,0.0,0.07304486325231081,0.0,3.0216687945138884e-05,4.281870725928266e-09,2.118574553388347e-10,5.4167146592557e-07,7.848314412200914e-09,1.4288155238245428e-05,1.1890529602096976e-11,0.0,0.46346351772576927,6.373892546934606e-06,9.007038833923665e-06,2.3435196907638068e-05,3.1332722160084967e-06,3.590993249172963e-08,1.2967152808916314e-08,6.073736599798396e-08,8.775242814860021e-13
1.6172644981647375e-09,0.130794558211428,0.46346346346346345,0.0,0.0,0.0,0.07304427260549701,0.0,3.11588807351904e-05,4.468591713370506e-09,2.1900888451085478e-10,5.56204420394447e-07,8.23565489196821e-09,1.4649599611943613e-05,1.2278145914654407e-11,0.0,0.46346352128656815,6.6359738257615215e-06,9.074416703186676e-06,2.3914317060419543e-05,3.134844202966009e-06,3.693690424602721e-08,1.3354123474748942e-08,6.328093789410376e-08,9.142735607766574e-13
1.650287195889436e-09,0.13079476139897778,0.46346346346346345,0.0,0.0,0.0,0.07304368179844369,0.0,3.21087443700521e-05,4.659284913612066e-09,2.262868941524105e-10,5.70802186339438e-07,8.63285605431084e-09,1.5011282528418454e-05,1.2669289641593674e-11,0.0,0.46346352499916604,6.902979997714839e-06,9.139364831542953e-06,2.4390785132674985e-05,3.1362929424927444e-06,3.798639862523893e-08,1.3749166689697991e-08,6.590008425774376e-08,9.52114735629432e-13
1.6833098936141345e-09,0.13079496559081627,0.46346346346346345,0.0,0.0,0.0,0.073043090828171,0.0,3.3066149616348375e-05,4.853940337828594e-09,2.336936761911464e-10,5.854655847751315e-07,9.039936256541489e-09,1.5373192269162217e-05,1.306389431087984e-11,0.0,0.4634635288665595,7.174879107232648e-06,9.201970723499191e-06,2.4864542103179835e-05,3.137633426768258e-06,3.905859865645723e-08,1.4152243084356962e-08,6.859636156284544e-08,9.910702940708329e-13
1.716332591338833e-09,0.1307951707709013,0.46346346346346345,0.0,0.0,0.0,0.07304249969171892,0.0,3.403097140667947e-05,5.052547637892716e-09,2.4123141953510653e-10,6.001955027743355e-07,9.45691378386624e-09,1.573531872920993e-05,1.3461895698371278e-11,0.0,0.46346353289172654,7.451638667173219e-06,9.262318732138004e-06,2.5335532709143694e-05,3.1388789802398815e-06,4.015366717137952e-08,1.4563311637612218e-08,7.137131851130035e-08,1.0311626118391983e-12
1.7493552890635314e-09,0.13079537692370866,0.46346346346346345,0.0,0.0,0.0,0.07304190838614753,0.0,3.5003088584817104e-05,5.2550961298821906e-09,2.489023078100227e-10,6.149928860922806e-07,9.883806887457272e-09,1.609765323640841e-05,1.3863231727072175e-11,0.0,0.4634635370776251,7.733225692001694e-06,9.320490172615504e-06,2.5803705293610597e-05,3.140041445155953e-06,4.127174781269486e-08,1.4982329798293097e-08,7.422649572557966e-08,1.0724139479404222e-12
1.7823779867882299e-09,0.1307955840342013,0.46346346346346345,0.0,0.0,0.0,0.07304131690853745,0.0,3.598238367351269e-05,5.461574816503792e-09,2.567085173510988e-10,6.298587325445638e-07,1.032063381799831e-08,1.646018839082602e-05,1.426784237297978e-11,0.0,0.4634635414271936,8.01960673006131e-06,9.376563431569734e-06,2.626901165853963e-05,3.1411313463426742e-06,4.241296599205343e-08,1.540925359516584e-08,7.716342546388612e-08,1.1148464405348705e-12
1.8154006845129284e-09,0.13079579208780012,0.46346346346346345,0.0,0.0,0.0,0.0730407252559898,0.0,3.696874266254673e-05,5.6719724084788335e-09,2.6465221542206064e-10,6.447940860568865e-07,1.076741285521527e-08,1.682291792201697e-05,1.4675669576940042e-11,0.0,0.4634635459433504,8.310747894910346e-06,9.430614072588144e-06,2.67314069233578e-05,3.142158037584666e-06,4.357742980219779e-08,1.5844037737225894e-08,8.018363135561883e-08,1.158482103116809e-12
1.8484233822376268e-09,0.13079600107035852,0.46346346346346345,0.0,0.0,0.0,0.07304013342562682,0.0,3.79620548149099e-05,5.886277344934584e-09,2.7273555863722263e-10,6.59800031313817e-07,1.1224162333846628e-08,1.718583656211469e-05,1.5086657161986116e-11,0.0,0.46346355062899325,8.606614895712949e-06,9.482714937877198e-06,2.719084938878475e-05,3.1431298317001095e-06,4.476523088567783e-08,1.6286635705835386e-08,8.328862815533341e-08,1.2033428209549608e-12
1.8814460799623255e-09,0.13079621096813787,0.46346346346346345,0.0,0.0,0.0,0.07303954141459172,0.0,3.8962212489271855e-05,6.104477812843728e-09,2.8096069156536595e-10,6.748776889430183e-07,1.1690900666449435e-08,1.754893993298998e-05,1.5500750755695833e-11,0.0,0.4634635554869993,8.90717306667845e-06,9.532936246271075e-06,2.7647300405737234e-05,3.144054116131696e-06,4.5976445262404647e-08,1.673699983985782e-08,8.647992151376014e-08,1.249450347786712e-12
1.914468777687024e-09,0.13079642176778644,0.46346346346346345,0.0,0.0,0.0,0.07303894922004923,0.0,3.9969110977111117e-05,6.326561765552215e-09,2.8932974549676313e-10,6.900282111789505e-07,1.216764636338913e-08,1.7912224445924568e-05,1.5917897717155186e-11,0.0,0.46346356052022475,9.212387395549055e-06,9.581345687710802e-06,2.8100724249129272e-05,3.14493745565271e-06,4.7211134118150496e-08,1.7195081414694932e-08,8.975900776468246e-08,1.2968263027418704e-12
1.947491475411723e-09,0.13079663345631867,0.46346346346346345,0.0,0.0,0.0,0.07303835683918546,0.0,4.098264835304794e-05,6.552516940434242e-09,2.9784483735662465e-10,7.052527779559307e-07,1.2654418050324141e-08,1.8275687212416432e-05,1.6338047068154104e-11,0.0,0.46346356573150477,9.522222551139504e-06,9.628008514320556e-06,2.855108799639031e-05,3.1457856836164044e-06,4.8469344555980435e-08,1.7660830716004432e-08,9.312737372660164e-08,1.3454921674708756e-12
1.9805141731364215e-09,0.13079684602109667,0.46346346346346345,0.0,0.0,0.0,0.07303776426920834,0.0,4.200272533706505e-05,6.782330875711728e-09,3.0650806874987935e-10,7.205525933854052e-07,1.3151234483464813e-08,1.863932596487382e-05,1.6761149428274675e-11,0.0,0.46346357112365283,9.836642909935606e-06,9.672987628203723e-06,2.8998361410529622e-05,3.146603983031413e-06,4.975111031249341e-08,1.8134197108780625e-08,9.658649651820715e-08,1.395469283481025e-12
2.0135368708611202e-09,0.13079705944981357,0.46346346346346345,0.0,0.0,0.0,0.07303717150734766,0.0,4.302924516743791e-05,7.015990926474111e-09,3.1532152512373404e-10,7.359288825770597e-07,1.3658114562856243e-08,1.9003138986089704e-05,1.718715695356407e-11,0.0,0.46346357669946114,1.0155612581761331e-05,9.71634366607706e-06,2.944251682758115e-05,3.1473969586069863e-06,5.105645244064537e-08,1.8615129102363677e-08,1.0013784338678785e-07,1.446778849662505e-12
