Time (s),Volume (m^3),Ar,He,Ne,N2,C6H14(1),C2H2(2),C2H4(3),C2H6(4),C3H8(5),C3H6(6),CH4(7),CH3(8),CH2(9),C6H6(10),H2(11),H(12),[CH2]CCC(16),C[CH2](17),[CH2]CC(15),C[CH]CCCC(20),CC[CH]CCC(18),C5H10(55),C[C]CCC(78),C5H10(81),CC[C]CC(90),C[C]C(40),C3H5(37),[CH]1CC1(94),C[CH]C(36),C4H8(23),C[C]CC(80),C4H8(82),[CH2]C[CH2](25),C2H3(32),C6H10(112),C6H10(145)
2.545233324654456e-07,0.1336922197108426,0.46346346346346345,0.0,0.0,0.0,0.06398687565138717,4.1600575090597466e-05,0.013369618867848758,0.0002941021611694746,1.0940348751258121e-05,0.002870426221015857,0.0015408442860627796,0.004700865440000533,4.2553471779769766e-07,0.0,0.46787637522065345,0.001305727560903267,8.877159616201724e-06,0.00010063843093300812,5.454804000717166e-06,6.249676484010313e-06,1.7316172025896076e-06,0.0008719742349256721,1.2554605173221117e-08,0.0009124027004227685,4.727103271598062e-09,2.3679910508077886e-08,0.0003913743134131495,6.897790983273774e-08,1.6959446579926752e-06,0.0002966429552777565,4.27312623125237e-09,0.00015657908666229055,5.865488395961457e-11,4.919576372412959e-07,6.532299276310977e-07,1.8888948460755805e-11
2.5955493942007745e-07,0.13374801358153537,0.46346346346346345,0.0,0.0,0.0,0.06379874099680012,4.342304655444926e-05,0.013636287857476266,0.0003090216796695199,1.1342540806269635e-05,0.00293601661731296,0.001599932290834402,0.004756722474292788,4.4276560251288684e-07,0.0,0.4679717604371122,0.001303310390467274,8.851166173425618e-06,0.00010101033949643748,5.4380638262698346e-06,6.2223529506851325e-06,1.7240646408377552e-06,0.0008844100444696587,1.2734812020574696e-08,0.0009334481963116511,4.8361387204071006e-09,2.422100794732302e-08,0.00040468617889805346,7.13240920252578e-08,1.716763880781744e-06,0.0003030245518412903,4.3652102455220864e-09,0.00016042545683120677,6.0042182607717e-11,5.024645261022933e-07,7.061658184872279e-07,2.0419655081965773e-11
2.645865463747093e-07,0.13380355086627477,0.46346346346346345,0.0,0.0,0.0,0.06361132058708069,4.528017726945304e-05,0.01390238739577447,0.0003242651897880101,1.1749351679368688e-05,0.0030014103703726444,0.0016595887916604176,0.004810747409880971,4.6010830893790276e-07,0.0,0.4680665471541752,0.00130085643772537,8.825271501537726e-06,0.00010137662309084339,5.421257471173549e-06,6.194857042928856e-06,1.7164652847097317e-06,0.0008966390632959227,1.2912035280631218e-08,0.000954234043102786,4.9438289428911564e-09,2.476048315158836e-08,0.00041807427356499243,7.368370983977555e-08,1.7373576807897592e-06,0.0003094187817645776,4.4574761867464385e-09,0.00016427832559487714,6.142604836351999e-11,5.129362144538368e-07,7.617316462989741e-07,2.2026409581960744e-11
2.6961815332934115e-07,0.13385883375841365,0.46346346346346345,0.0,0.0,0.0,0.0634246159777945,4.717171618137925e-05,0.014167914362679251,0.00033982475000604524,1.216064860334584e-05,0.0030666067520913184,0.0017197877682323438,0.004862979078209405,4.775464531575394e-07,0.0,0.46816073986480133,0.0012983769686436039,8.799475878497164e-06,0.00010173755681175535,5.4044102936946825e-06,6.16724519478502e-06,1.7088346172699703e-06,0.0009086659486754479,1.3086341059956876e-08,0.0009747585300954316,5.050165076018731e-09,2.5298330113753794e-08,0.00043153342073611403,7.605585088248866e-08,1.7577374134112826e-06,0.0003158260933313422,4.549930499414032e-09,0.00016813789006862677,6.280641142154114e-11,5.233747964122907e-07,8.199608494546142e-07,2.3710178873278154e-11
2.74649760283973e-07,0.13391386459127627,0.46346346346346345,0.0,0.0,0.0,0.06323862779861894,4.909742148726432e-05,0.014432866200583467,0.00035569231377147913,1.2576301619678858e-05,0.003131605486814903,0.0017805041368390846,0.004913456513835348,4.950639677520888e-07,0.0,0.46825434382558345,0.0012958819319147147,8.773779449115456e-06,0.00010209339992916938,5.387544632356189e-06,6.1395671199197045e-06,1.7011862755949303e-06,0.0009204951520258335,1.3257792610493906e-08,0.0009950204897707811,5.155141070929573e-09,2.58345465592442e-08,0.0004450586330483593,7.843963612863301e-08,1.7779139223168266e-06,0.00032224691767584335,4.642579387397256e-09,0.0001720043577841125,6.418324644894093e-11,5.337822867823603e-07,8.808839910216372e-07,2.547184672500105e-11
2.7968136723860485e-07,0.13396864581428808,0.46346346346346345,0.0,0.0,0.0,0.06305335586618102,5.105706020390011e-05,0.01469724085229648,0.0003718597526659045,1.2996183551622658e-05,0.0031964066934537846,0.001841713721936326,0.00496221883161635,5.126451199223362e-07,0.0,0.4683473649448779,0.0012933800804101215,8.74818224092051e-06,0.00010244439626910871,5.370680096194382e-06,6.111866461146933e-06,1.693532227601477e-06,0.0009321309267708779,1.3426450433571546e-08,0.0010150192421972818,5.258753404933889e-09,2.636913346862167e-08,0.00045864510474007825,8.083421855992452e-08,1.7978975317279874e-06,0.00032868166730483194,4.7354287918634066e-09,0.00017587794354154485,6.555652252052204e-11,5.441606142425432e-07,9.445288007353802e-07,2.7312214976902506e-11
2.847129741932367e-07,0.1340231799712478,0.46346346346346345,0.0,0.0,0.0,0.06286879928580444,5.305040772342391e-05,0.014961036704796921,0.00038831887796722753,1.342016997212537e-05,0.003261010833338682,0.0019033932269486712,0.005009305117873004,5.302745273340561e-07,0.0,0.46843980968225996,0.001290879083282884,8.722684178477784e-06,0.0001027907746677972,5.353833831391717e-06,6.08418138900862e-06,1.685882935902017e-06,0.0009435773365995481,1.3592372390260492e-08,0.001034754543947519,5.361000816861315e-09,2.690209464737755e-08,0.00047228820427798197,8.323878186431751e-08,1.8176980395328724e-06,0.00033513073489431294,4.828484373239932e-09,0.0001797588666072475,6.69261917718691e-11,5.545116162730455e-07,1.0109202219430216e-06,2.923200489688704e-11
2.8974458114786855e-07,0.13407746968120665,0.46346346346346345,0.0,0.0,0.0,0.0626849565431266,5.5077247362703374e-05,0.015224252538305285,0.0004050614606731221,1.3848139167466778e-05,0.003325418663312613,0.0019655202046762804,0.005054754334177894,5.479371718548255e-07,0.0,0.46853168495831704,0.001288385629257632,8.69728509630794e-06,0.00010313274948435404,5.337020766230692e-06,6.05654514882725e-06,1.678247511392199e-06,0.0009548382639560846,1.3755613815486428e-08,0.0010542265412480784,5.461884064286601e-09,2.7433436338824146e-08,0.0004859834673214533,8.565253920042267e-08,1.8373247193301175e-06,0.00034159449233093245,4.921751496763558e-09,0.00018364734822793295,6.82922576494412e-11,5.648370354987987e-07,1.080080462823311e-06,3.12318586620848e-11
2.947761881025004e-07,0.13413151762140615,0.46346346346346345,0.0,0.0,0.0,0.06250182558646208,5.713736991161675e-05,0.015486887480244427,0.0004220792500514953,1.4279972097390716e-05,0.003389631193604701,0.002028073027609203,0.005098605232567648,5.656184113416523e-07,0.0,0.468622998073881,0.0012859055216408255,8.671984750528031e-06,0.00010347052115572244,5.320253834979422e-06,6.028986559288144e-06,1.6706338487556585e-06,0.0009659174186373556,1.3916227634379382e-08,0.0010734357270900537,5.5614057013582765e-09,2.7963166876727934e-08,0.0004997265900170121,8.807473201215177e-08,1.8567863291483578e-06,0.00034807328997185454,5.0152352211999065e-09,0.00018754360943533624,6.965471786565733e-11,5.751385176203021e-07,1.1520290512830248e-06,3.3312340946240285e-11
2.9980779505713224e-07,0.13418532651218482,0.46346346346346345,0.0,0.0,0.0,0.06231940390071075,5.9230573184746086e-05,0.015748940963686724,0.0004393639907846277,1.4715552352394631e-05,0.003453649650075287,0.002091030858389895,0.005140896281088677,5.833039896241684e-07,0.0,0.468713756637882,0.001283443765569904,8.64678282931423e-06,0.00010380427678009694,5.303544181890882e-06,6.0015304697739725e-06,1.6630487504525198e-06,0.0009768183463907032,1.4074264479203562e-08,0.001092382902037358,5.659569875769811e-09,2.8491296373835667e-08,0.0005135134226124134,9.05046289011633e-08,1.8760911179773742e-06,0.00035456745609852556,5.108940290446104e-09,0.0001914478691170281,7.101353362091854e-11,5.854176106652486e-07,1.2267828930046533e-06,3.5473940598227334e-11
3.048394020117641e-07,0.1342388991035793,0.46346346346346345,0.0,0.0,0.0,0.0621376885735437,6.135666158037192e-05,0.01601041268991561,0.0004569074387737631,1.5154766108751613e-05,0.00351747544044723,0.0021543736206163554,0.005181665598693155,6.009800448174322e-07,0.0,0.4688039685030715,0.0012810046479882892,8.621678962285577e-06,0.00010413419072013766,5.286901348193947e-06,5.974198177327779e-06,1.6554980450043644e-06,0.0009875444374258548,1.422977280535109e-08,0.001111069138481051,5.756382143498006e-09,2.901783644309383e-08,0.0005273399633783244,9.29415245618176e-08,1.8952468368680922e-06,0.00036107729654216903,5.202871127664286e-09,0.00019536034233090258,7.236872672228683e-11,5.956757651003601e-07,1.304356332172561e-06,3.7717072398038745e-11
3.0987100896639594e-07,0.13429223816353278,0.46346346346346345,0.0,0.0,0.0,0.06195667635455677,6.351544564962315e-05,0.01627130259475387,0.00047470137567118975,1.5597502081781814e-05,0.0035811101241671264,0.0022180819701446432,0.005220950898590753,6.186331160912349e-07,0.0,0.46889364170890724,0.0012785918108277198,8.596672728912455e-06,0.00010446042521934265,5.270333442530547e-06,5.947007803884875e-06,1.6479866896245323e-06,0.0009980989347807012,1.4382799005870163e-08,0.0011294957480973411,5.851849300243535e-09,2.954279994921003e-08,0.00054120235282509,9.538473875819385e-08,1.914260756896779e-06,0.0003676030944621145,5.297031831612606e-09,0.00019928123884202587,7.372031900562531e-11,6.059143347596561e-07,1.384761214440791e-06,4.0042078877567424e-11
3.149026159210278e-07,0.13434534646753657,0.46346346346346345,0.0,0.0,0.0,0.0617763637080361,6.570674167806595e-05,0.01653161081832961,0.0004927376222063948,1.6043651477834768e-05,0.003644555385568058,0.0022821372670211028,0.005258789439212446,6.362501490155505e-07,0.0,0.4689827844309416,0.0012762083178778998,8.571763666034426e-06,0.00010478313102300565,5.2538472946033105e-06,5.919974640087417e-06,1.6405188617610666e-06,0.0010084849424791369,1.4533387523561096e-08,0.0011476642522763323,5.94597922826603e-09,3.0066200787295946e-08,0.0005550968682016504,9.783361535046419e-08,1.933139683844236e-06,0.000374145110258206,5.391426174992655e-09,0.00020321076186175676,7.506827068781235e-11,6.161345786113208e-07,1.4680069517406724e-06,4.244923219458734e-11
3.1993422287565964e-07,0.13439822678953675,0.46346346346346345,0.0,0.0,0.0,0.06159674685993193,6.793037128181224e-05,0.016791337677973053,0.000511008050371592,1.6493107945376087e-05,0.003707813010021479,0.002346521548146477,0.005295217982010339,6.538184995938645e-07,0.0,0.46907140493609945,0.00127385671579136,8.5469512745636e-06,0.00010510244799583254,5.237448595463631e-06,5.893111458376336e-06,1.6330980492003926e-06,0.00101870543342786,1.4681580959458572e-08,0.0011655763552988194,6.038780757325948e-09,3.058805368583816e-08,0.000569019918263161,1.0028752138115896e-07,1.9518899732393006e-06,0.00038070358159971633,5.486057604536494e-09,0.00020714910697043233,7.641261309774325e-11,6.263376630902279e-07,1.5541005885652114e-06,4.49387360494726e-11
3.249658298302915e-07,0.13445088189400559,0.46346346346346345,0.0,0.0,0.0,0.06141782183958563,7.01861610196699e-05,0.017050483643965067,0.0005295045945302537,1.6945767525512406e-05,0.0037708848627942076,0.002411217500747,0.005330272755415871,6.713259370881222e-07,0.0,0.4691595115432897,0.001271539089646474,8.522235025454374e-06,0.0001054185057322083,5.221142025719668e-06,5.866428794728947e-06,1.625727127372273e-06,0.0010287632570304406,1.4827420177811816e-08,0.0011832339200499602,6.130263538894432e-09,3.110837403250172e-08,0.000582968038293599,1.0274584619451414e-07,1.9705175522189734e-06,0.00038727872355697585,5.580929242538339e-09,0.00021109646120635704,7.775339166534547e-11,6.365246647890824e-07,1.6430468694065998e-06,4.751072763522637e-11
3.2999743678492334e-07,0.1345033145290675,0.46346346346346345,0.0,0.0,0.0,0.06123958451670907,7.24739420222207e-05,0.017309049317879896,0.0005482192615104713,1.7401528602249935e-05,0.00383377287035953,0.002476208436705335,0.005363989424333101,6.887606457313885e-07,0.0,0.4692471125888386,0.0012692571134832401,8.497614365010276e-06,0.0001057314241554165,5.204931369804241e-06,5.839935203372078e-06,1.618408424962098e-06,0.001038661146495231,1.4970944407237236e-08,0.001200638946070695,6.220437932512335e-09,3.1627177720077746e-08,0.0005969378853695601,1.0520800059465751e-07,1.9890279387555964e-06,0.000393870728822206,5.676043889750153e-09,0.0002150530023051699,7.909055791408065e-11,6.466965735447225e-07,1.7348483070572917e-06,5.01652796124715e-11
3.350290437395552e-07,0.13455552742052482,0.46346346346346345,0.0,0.0,0.0,0.06106203063407467,7.47935496384922e-05,0.017567035413279426,0.0005671441397429015,1.786029185273122e-05,0.0038964790039237433,0.002541478267786985,0.005396403064584594,7.061112254177368e-07,0.0,0.4693342163962733,0.0012670120961969559,8.473088719585779e-06,0.00010604131410132025,5.188819619310741e-06,5.813637488404679e-06,1.6111437917137013e-06,0.001048401725809261,1.5112191337031016e-08,0.0012177935497596835,6.3093149031014954e-09,3.2144481010175974e-08,0.0006109262338517284,1.0767341606203524e-07,2.0074262576422148e-06,0.00040047976800609733,5.771404029443641e-09,0.00021901889807485759,8.042414412583934e-11,6.568542958633784e-07,1.829505251512956e-06,5.2902402101895976e-11
3.4006065069418703e-07,0.13460752326671907,0.46346346346346345,0.0,0.0,0.0,0.06088515583633709,7.714482310073893e-05,0.017824442738539503,0.0005862714075010179,1.832196019764883e-05,0.003959005264945453,0.0026070114817834953,0.00542754814180509,7.233666914534095e-07,0.0,0.46942083125002826,0.0012648050231466022,8.448657499742122e-06,0.00010634827788430651,5.172809068234535e-06,5.787540911625319e-06,1.6039346569002202e-06,0.001057987516378976,1.5251197209162566e-08,0.0012346999465497565,6.396905928646576e-09,3.2660300414005206e-08,0.0006249299710911271,1.1014154399438413e-07,2.025717262506307e-06,0.00040710599000036207,5.867011832353268e-09,0.00022299430589276824,8.175422242196938e-11,6.669986584863422e-07,1.927015959240126e-06,5.5722044687205684e-11
3.450922576488189e-07,0.13465930473416762,0.46346346346346345,0.0,0.0,0.0,0.06070895569537259,7.952760520747765e-05,0.018081272181609428,0.0006055933402993267,1.878643875201711e-05,0.00402135367245484,0.0026727931195819,0.0054574584943220565,7.405164734475278e-07,0.0,0.46950696537267417,0.0012626365938281606,8.424320103914537e-06,0.00010665240984355189,5.156901397158835e-06,5.761649378670002e-06,1.596782074552941e-06,0.0010674209433369371,1.5387996906107606e-08,0.001251360434893902,6.483222917345381e-09,3.317465258801598e-08,0.0006389460933376587,1.1261185497428726e-07,2.0439053571092718e-06,0.0004137495223968376,5.962869162503006e-09,0.00022697937231204215,8.308073013037259e-11,6.77130412045557e-07,2.0273766625946033e-06,5.862409842241198e-11
3.5012386460345073e-07,0.1347108744538382,0.46346346346346345,0.0,0.0,0.0,0.06053342573248795,8.194174202465626e-05,0.018337524696515138,0.0006251023175027709,1.9253634776451648e-05,0.0040835262519923555,0.002738808753159996,0.005486167319580724,7.575504134151069e-07,0.0,0.4695926269053135,0.0012605072559380706,8.400075921637669e-06,0.00010695379686692121,5.141097747895324e-06,5.735965607727561e-06,1.589686773542073e-06,0.0010767043414984874,1.552262403342493e-08,0.001267777381906692,6.568278133071714e-09,3.368755424209765e-08,0.0006529717018388741,1.1508383809544896e-07,2.0619946108481617e-06,0.00042041047195256126,6.058977583797359e-09,0.00023097423276591042,8.440369081150593e-11,6.872502348497474e-07,2.130581639198491e-06,6.160839783799396e-11
3.551554715580826e-07,0.1347622350180062,0.46346346346346345,0.0,0.0,0.0,0.06035856143781907,8.43870826047847e-05,0.018593201291433464,0.0006447908281981691,1.9723457629061806e-05,0.004145525025994238,0.002805044464498119,0.005513707163738282,7.74458763160581e-07,0.0,0.4696778238908095,0.0012584172361179296,8.375924336371238e-06,0.00010725251889239956,5.125398793162693e-06,5.710491280933971e-06,1.5826492026342236e-06,0.0010858399609814473,1.565511099783601e-08,0.0012839532105175895,6.65208412881694e-09,3.419902206048762e-08,0.0006670039991176027,1.1755700030683242e-07,2.0799887785202736e-06,0.00042708892509393966,6.155338367068383e-09,0.00023497901135927768,8.57232097142791e-11,6.9735873670287e-07,2.23662328110398e-06,6.467472294085456e-11
3.6018707851271443e-07,0.13481338897767672,0.46346346346346345,0.0,0.0,0.0,0.06018435828721069,8.68634787237195e-05,0.018848303018187088,0.000664651476376343,2.0195818718053868e-05,0.004207352005478684,0.002871486825391304,0.005540109914096774,7.912321810051836e-07,0.0,0.46976256425955537,0.0012563665676643646,8.351864727968936e-06,0.00010754864938695191,5.109804798278151e-06,5.685227178717084e-06,1.5756695600712004e-06,0.001094829972505276,1.5785489081473554e-08,0.0012998903880028292,6.734653687453818e-09,3.470907263363316e-08,0.0006810402854176589,1.200308657690387e-07,2.0978913218843223e-06,0.00043378494845406544,6.2519524976518155e-09,0.00023899382073789782,8.703920698129316e-11,7.074564626557989e-07,2.3454921635900663e-06,6.782280120361471e-11
3.652186854673463e-07,0.13486433884045462,0.46346346346346345,0.0,0.0,0.0,0.060010811756841954,8.937078463458522e-05,0.019102830963017577,0.0006846769854712152,2.067063145513047e-05,0.004269009182900576,0.0029381228781410213,0.005565406794043228,8.078617279169945e-07,0.0,0.46984685581750696,0.0012543551154726078,8.327896474829006e-06,0.00010784225580068267,5.094315674021107e-06,5.660173300702778e-06,1.568747829291575e-06,0.001103676472359318,1.5913788510962476e-08,0.0013155914157723676,6.8159997686472496e-09,3.5217722398524524e-08,0.0006950779553073425,1.2250497527228804e-07,2.115705424302336e-06,0.00044049858943481497,6.3488206834652405e-09,0.00024301876202628873,8.835168519602367e-11,7.175438967297782e-07,2.4571771134539074e-06,7.105230953939036e-11
3.7025029242197813e-07,0.13491508706880817,0.46346346346346345,0.0,0.0,0.0,0.05983791733583832,9.190885683826977e-05,0.019356786238501494,0.0007048602022997594,2.1147811209731346e-05,0.0043304985260429925,0.00300494011710174,0.005589628360215989,8.243388630991994e-07,0.0,0.4699307062362361,0.0012523825984474873,8.304018955757388e-06,0.00010813339999699491,5.078931026526979e-06,5.635328974437746e-06,1.5618838149286026e-06,0.0011123814870562351,1.6040038522146197e-08,0.0013310588202975447,6.896135461804555e-09,3.572498758845905e-08,0.0007091144944312364,1.2497888566859072e-07,2.133434007003065e-06,0.00044722987678873964,6.44594336322424e-09,0.00024705392482629715,8.9660792188565e-11,7.276214656002887e-07,2.57166527667279e-06,7.436287625833345e-11
3.7528189937661e-07,0.1349656360787397,0.46346346346346345,0.0,0.0,0.0,0.059665670537087774,9.44775538699253e-05,0.019610169976496016,0.0007251941004446465,2.162727526415626e-05,0.004391821972833346,0.0030719264710541987,0.005612804501663952,8.406554390881874e-07,0.0,0.47001412304477863,0.0012504486096052462,8.280231551573028e-06,0.00010842213866027666,5.0636502023940735e-06,5.610692951228176e-06,1.5550771608353681e-06,0.001120946977699244,1.616426742169383e-08,0.0013462951450738045,6.9750739446961005e-09,3.623088419100053e-08,0.0007231474764014469,1.274521692989105e-07,2.151079749477239e-06,0.0004539788212176582,6.5433207149197e-09,0.0002510993872689375,9.096643128138751e-11,7.376895421510069e-07,2.6889421853263354e-06,7.775408300270071e-11
3.803135063312418e-07,0.13501598823877403,0.46346346346346345,0.0,0.0,0.0,0.0594940669064583,9.707673610079866e-05,0.019862983322009437,0.0007456717831192016,2.2108942769616697e-05,0.004452981426989686,0.0031390702863755625,0.005634964440751823,8.568036964090884e-07,0.0,0.47009711362307693,0.0012485526340835383,8.256533646486528e-06,0.00010870852367943424,5.048472325504003e-06,5.586263491338516e-06,1.548327373756267e-06,0.0011293748440550718,1.6286502643894494e-08,0.0013613029435212004,7.052828446472934e-09,3.673542791115481e-08,0.0007371745598198098,1.2992441348709843e-07,2.168645103424898e-06,0.00046074541598129106,6.640952664647942e-09,0.0002551552161128169,9.226856764172349e-11,7.477484489071192e-07,2.808991823680535e-06,8.122546665780957e-11
3.8534511328587367e-07,0.13506614586919702,0.46346346346346345,0.0,0.0,0.0,0.05932310203059493,9.97062655546623e-05,0.020115227427892665,0.0007662864855519692,2.2592734703226652e-05,0.004513978754399514,0.0032063603109753307,0.005656136735598388,8.727762578340424e-07,0.0,0.47017968519683156,0.0012466940652451977,8.232924629276416e-06,0.00010899260250807577,5.033396331634809e-06,5.562038440718754e-06,1.5416338535848776e-06,0.0011376669283454724,1.6406770803316864e-08,0.0013760847727331753,7.12941221515685e-09,3.72386341415001e-08,0.00075119348542333,1.323952200487938e-07,2.1861323052198244e-06,0.00046752963751198624,6.738838895342098e-09,0.0002592214668830712,9.356740363701682e-11,7.577984613787192e-07,2.931796693346148e-06,8.477652123620602e-11
3.903767202405055e-07,0.13511611124158557,0.46346346346346345,0.0,0.0,0.0,0.05915277154345642,0.00010236600573815282,0.02036690345026502,0.0007870315769263306,2.3078573825933318e-05,0.004574815780144139,0.0032737856789644996,0.005676349283888065,8.885661222853294e-07,0.0,0.47026184483360095,0.0012448722190464988,8.2094038942817e-06,0.00010927441850408185,5.018421001369764e-06,5.538015298554398e-06,1.534995903493068e-06,0.0011458250187954464,1.6525097745280718e-08,0.0013906431879913647,7.204838489587934e-09,3.7740517938743966e-08,0.0007652020733457287,1.3486420477399868e-07,2.203543393980464e-06,0.00047433144603482207,6.836978855549005e-09,0.0002632981840453018,9.486283099633818e-11,7.678398112543678e-07,3.0573378774345508e-06,8.84066997327123e-11
3.9540832719513737e-07,0.13516588657856252,0.46346346346346345,0.0,0.0,0.0,0.0589830711317367,0.0001050558214842988,0.020618012544600755,0.0008079005619086714,2.3566384641410154e-05,0.004635494286101878,0.0033413358960255393,0.005695629327874316,9.041666584217509e-07,0.0,0.47034359943999676,0.0012430863468421017,8.185970842234393e-06,0.00010955401124709123,5.003544985533701e-06,5.514191276300153e-06,1.5284127430192342e-06,0.0011538508529316915,1.664150859202269e-08,0.0014049807379711541,7.279120474374839e-09,3.82410940028566e-08,0.0007791982204882808,1.3733099698315502e-07,2.220880225118917e-06,0.0004811507861879017,6.935371768503952e-09,0.0002673854012095415,9.61547551248969e-11,7.778726894344685e-07,3.1855951036431324e-06,9.211541594867663e-11
4.004399341497692e-07,0.13521547405369957,0.46346346346346345,0.0,0.0,0.0,0.058813996539301465,0.00010777557880848286,0.020868555862397487,0.0008288870817964371,2.4056093355906347e-05,0.004696016009060934,0.003409000825451161,0.005714003460409477,9.195715979452242e-07,0.0,0.470424955759843,0.0012413356467738433,8.162624880952874e-06,0.00010983141683430207,4.988766828096404e-06,5.4905633506336245e-06,1.5218835348853127e-06,0.0011617461206356447,1.675602778485872e-08,0.0014190999605690692,7.3522713180353025e-09,3.8740376661224606e-08,0.0007931798979937427,1.3979523910531328e-07,2.2381444794498968e-06,0.0004879875876391661,7.034016640935634e-09,0.0002714831413597603,9.744344645163114e-11,7.878972489487051e-07,3.3165468062103747e-06,9.590204628354457e-11
4.0547154110440107e-07,0.13526487579162452,0.46346346346346345,0.0,0.0,0.0,0.058645543570756506,0.00011052514477612825,0.021118534548359387,0.0008499849153157541,2.454762783902873e-05,0.004756382639273852,0.0034767706748197163,0.005731497631895288,9.347750286621361e-07,0.0,0.4705059203731802,0.0012396192738706351,8.139365425906856e-06,0.00011010666815844293,4.9740849899832825e-06,5.467128310366124e-06,1.5154073906221017e-06,0.0011695124669964154,1.686867912519989e-08,0.001433003379288911,7.424304094767691e-09,3.923837985833659e-08,0.0008071451488177509,1.422565862032923e-07,2.2553376780582834e-06,0.0004948417657009399,7.1329122717217515e-09,0.00027559141710485835,9.872879752181726e-11,7.979136077228603e-07,3.4501701866892105e-06,9.976593149206327e-11
4.105031480590329e-07,0.13531409386828935,0.46346346346346345,0.0,0.0,0.0,0.058477708094253164,0.00011330438738141304,0.021367949738044532,0.0008711879790966919,2.504091758546181e-05,0.004816595819405547,0.003544635983275737,0.005748137158024023,9.497713873302149e-07,0.0,0.4705864996960026,0.001237936348992361,8.116191900670273e-06,0.00011037979516664079,4.9594978667923555e-06,5.4438827966878055e-06,1.5089833739544062e-06,0.0011771514949603583,1.6979485811875156e-08,0.0014466935001292117,7.495231788133684e-09,3.973511714585887e-08,0.0008210920853922518,1.4471470557923956e-07,2.272461195583885e-06,0.0005017132219384655,7.232057260867126e-09,0.0002797102309475099,1.0001062395020852e-10,8.079218511745176e-07,3.5864412734942507e-06,1.03706378406216e-10
4.1553475501366477e-07,0.135363130311315,0.46346346346346345,0.0,0.0,0.0,0.05831048604362482,0.00011611317543630164,0.021616802555919547,0.0008924903278522206,2.5535893677615873e-05,0.00487665714382936,0.003612587609385625,0.005763946728177131,9.645554523209734e-07,0.0,0.47066669998063726,0.0012362859667349394,8.093103737281027e-06,0.00011065082509956953,4.945003802907604e-06,5.420823338680887e-06,1.5026105254522857e-06,0.0011846647677693418,1.7088470474374365e-08,0.0014601728089197333,7.565067276841487e-09,4.0230601676081164e-08,0.0008350188873760286,1.471692764183095e-07,2.289516266909578e-06,0.0005086018447684193,7.331450018100219e-09,0.0002838395755676088,1.0128927765573918e-10,8.179220346878496e-07,3.725334980184581e-06,1.0772266162065208e-10
4.205663619682966e-07,0.13541198710047242,0.46346346346346345,0.0,0.0,0.0,0.05814387341993896,0.0001189513784692289,0.02186509411376773,0.0009138861542854731,2.6032488749165543e-05,0.004936568158218382,0.003680616719538932,0.0057789504144149535,9.791223361261986e-07,0.0,0.4707465273166731,0.001234667202389784,8.070100376513336e-06,0.00011091978271572473,4.930601108312718e-06,5.397946385199817e-06,1.4962878668997508e-06,0.0011920538112376257,1.7195655206028704e-08,0.0014734437690592814,7.63382332367072e-09,4.0724846200803665e-08,0.0008489237994879325,1.4961998934605563e-07,2.306503998307046e-06,0.0005155075100500647,7.431088771116294e-09,0.00028797943411738137,1.0256467489417404e-10,8.279141859509367e-07,3.866825162450591e-06,1.1181402514035806e-10
4.2559796892292846e-07,0.13546066616828567,0.46346346346346345,0.0,0.0,0.0,0.05797786629253967,0.00012181886663280749,0.022112825509416477,0.0009353697887486401,2.6530636949472012e-05,0.0049963303593951675,0.0037487147768665895,0.005793171680968782,9.934674777328467e-07,0.0,0.4708259876323676,0.0012330791180567295,8.047181268072161e-06,0.00011118669050009283,4.916288071327703e-06,5.3752483318834425e-06,1.490014395561728e-06,0.001199320115870616,1.7301061594233294e-08,0.001486508819611635,7.701512565483477e-09,4.121786306878857e-08,0.000862805129418475,1.5206654607090966e-07,2.3234253802806023e-06,0.0005224300816669215,7.530971574235604e-09,0.00029212978052556553,1.0383650211074012e-10,8.378983071234624e-07,4.010884673778824e-06,1.1597968399031128e-10
4.306295758775603e-07,0.1355091694006575,0.46346346346346345,0.0,0.0,0.0,0.05781246079964798,0.00012471551061991887,0.02235999782574564,0.0009569356986750048,2.7030273908881088e-05,0.005055945195412788,0.0038168735306493514,0.005806633394122986,1.0075866348905725e-06,0.0,0.47090508669645775,0.001231520768004151,8.02434587072751e-06,0.00011145156885505193,4.902062966391339e-06,5.352725544118179e-06,1.4837891069046174e-06,0.001206465138802544,1.7404710746212994e-08,0.0014993703737204698,7.768147504344403e-09,4.170966422495118e-08,0.000876661245815868,1.5450865909309192e-07,2.34028129298093e-06,0.000529369412094117,7.63109631663068e-09,0.0002962905798083446,1.0510520324141749e-10,8.478743768881431e-07,4.15748541977331e-06,1.2021882578642572e-10
