Time (s),Volume (m^3),Ar,He,Ne,N2,C6H14(1),C2H2(2),C2H4(3),C2H6(4),C3H8(5),C3H6(6),CH4(7),CH3(8),CH2(9),C6H6(10),H2(11),H(12),[CH2]CCC(16),C[CH2](17),[CH2]CC(15),C[CH]CCCC(20),CC[CH]CCC(18),C5H10(55),C[C]CCC(78),C5H10(81),CC[C]CC(90),C[C]C(40),C3H5(37),[CH]1CC1(94),C[CH]C(36),C4H8(23),C[C]CC(80),C4H8(82),[CH2]C[CH2](25),C2H3(32),C6H10(112),C6H10(145),C2H2(133),C6H10(157),C6H10(176),C6H10(175),C6H10(182)
7.525605998883911e-07,0.13830548247245747,0.46346346346346345,0.0,0.0,0.0,0.04834047450060869,0.000365071335178699,0.037054566989035205,0.00234312569673563,6.00351509569789e-05,0.008592023202145051,0.00807759039455708,0.0057892104895400295,1.4147750429018073e-06,0.0,0.4753934656600751,0.0011636137423198902,6.717552501071532e-06,0.00012464486282379202,4.120992091945687e-06,4.162692782449263e-06,1.1544703938616826e-06,0.001463831632687281,2.1142030905727058e-08,0.0019892882719894055,1.03063827033089e-08,7.088104732663532e-08,0.0016302918496902143,2.8733474260791233e-07,3.2910294975986355e-06,0.0009935247684450495,1.432895131379026e-08,0.0005768683345234966,1.7901840843769146e-10,1.464755583764711e-06,1.1426672946952413e-05,3.2910087734144024e-10,2.476485857660137e-09,2.068731321108267e-05,2.8894522195580577e-10,2.0746764405971245e-10,1.3402189027732174e-05
7.560420560002663e-07,0.13833287111720083,0.46346346346346345,0.0,0.0,0.0,0.04824888727076138,0.00036820088683250127,0.037201780396607306,0.00235712490427726,6.0387676789417386e-05,0.008627505058239294,0.008121146280920066,0.005784290210694867,1.414626263582211e-06,0.0,0.47543700634413244,0.0011629807775207293,6.7049224824977665e-06,0.00012474796833123708,4.1135174335533545e-06,4.1516409544610454e-06,1.151408551727581e-06,0.001464905742277862,2.1157690807647924e-08,0.0019917656582286456,1.0319217892746926e-08,7.117375999249651e-08,0.001637146751474529,2.8854290765730887e-07,3.2998387534538784e-06,0.0009986379256583203,1.4402742981069645e-08,0.0005799828155464049,1.7974504728466303e-10,1.4710844767666455e-06,1.1547212196285862e-05,3.3257996617490124e-10,2.4977153997945334e-09,2.0952397638672e-05,2.9265179420568105e-10,2.101261064264622e-10,1.3579063535178749e-05
7.595235121121415e-07,0.1383602052028225,0.46346346346346345,0.0,0.0,0.0,0.04815751222726592,0.00037134048425682307,0.03734875092330831,0.002371091210180904,6.073988542253553e-05,0.008662929342551725,0.008164632354554094,0.0057793298543866905,1.4144082425653543e-06,0.0,0.4754804562063368,0.0011623474722680708,6.6923217717346424e-06,0.00012485026116637376,4.106059177017092e-06,4.140618828946221e-06,1.1483548869558336e-06,0.001465951185448057,2.1172935510042937e-08,0.0019941959126118193,1.0331808894902658e-08,7.146599771193248e-08,0.0016439721378885917,2.8974587067065063e-07,3.3086145081143872e-06,0.0010037501916060946,1.44765219398437e-08,0.0005830972177199305,1.8047001052144405e-10,1.4774040733467606e-06,1.166806347734304e-05,3.36068151579569e-10,2.5190130882352737e-09,2.1218739355584818e-05,2.963759889764763e-10,2.1279717781980847e-10,1.3756830460304176e-05
7.630049682240167e-07,0.13838748487835612,0.46346346346346345,0.0,0.0,0.0,0.04806634882899321,0.0003744900865507833,0.03749547880758537,0.0023850244726729233,6.109177219974373e-05,0.008698296069206827,0.008208048403368516,0.005774330511847439,1.4141219672793975e-06,0.0,0.47552381557272844,0.0011617137888774234,6.679750291875398e-06,0.00012495174264161253,4.098617247338815e-06,4.1296262524529705e-06,1.1453093578374668e-06,0.0014669681731869085,2.1187768057888597e-08,0.001996579379686919,1.0344157494801647e-08,7.17577606012271e-08,0.0016507680603288293,2.909436407242038e-07,3.317356714685473e-06,0.0010088614875983257,1.4550287051288323e-08,0.0005862114899862709,1.8119353786895645e-10,1.4837143170411665e-06,1.178922041305152e-05,3.3956524936936126e-10,2.5403786455165506e-09,2.1486323539931958e-05,3.001175989712544e-10,2.1548070959490336e-10,1.3935479852410446e-05
7.664864243358918e-07,0.1384147102913525,0.46346346346346345,0.0,0.0,0.0,0.04797539653712183,0.00037764965284991495,0.03764196428848858,0.0023989245559980325,6.144333253785797e-05,0.008733605251811258,0.008251394222969213,0.005769293251523841,1.4137684217487348e-06,0.0,0.4755670847648064,0.0011610796907881205,6.667207966355186e-06,0.00012505241408588397,4.0911915710589365e-06,4.118663074843859e-06,1.1422719235271666e-06,0.001467956915140033,2.1202191497234117e-08,0.001998916401583734,1.035626546505063e-08,7.204904877285316e-08,0.001657534571681998,2.9213622712237714e-07,3.326065327495765e-06,0.0010139717355497162,1.4624037189470285e-08,0.0005893255816348863,1.8191540875249943e-10,1.4900151517988306e-06,1.1910676650001099e-05,3.430710760273406e-10,2.5618117944417355e-09,2.175513533331437e-05,3.0387641637579667e-10,2.18176552740747e-10,1.411500172786938e-05
7.69967880447767e-07,0.13844188158791315,0.46346346346346345,0.0,0.0,0.0,0.04788465481509621,0.00038081914232698317,0.03778820760568036,0.002412791330284194,6.179456192599364e-05,0.008768856903485821,0.008294669616496933,0.005764219119542991,1.4133485863722252e-06,0.0,0.4756102640996334,0.0011604451425371708,6.654694718945284e-06,0.00012515227684453095,4.083782076209979e-06,4.107729149201003e-06,1.1392425440948376e-06,0.0014689176196207806,2.1216208835682477e-08,0.0020012073180399313,1.0368134565760846e-08,7.233986233484709e-08,0.0016642717262813672,2.933236394565525e-07,3.3347403021164568e-06,0.0010190808579808187,1.4697771233315282e-08,0.0005924394423047376,1.8263583057706142e-10,1.4963065219829038e-06,1.2032425859012587e-05,3.4658544872197714e-10,2.583312258046173e-09,2.202515984377854e-05,3.076522329000509e-10,2.2088455790983393e-10,1.4295386072255756e-05
7.734493365596422e-07,0.13846899891272182,0.46346346346346345,0.0,0.0,0.0,0.04779412312858612,0.00038399851419279834,0.037934208999444365,0.0024266246714103293,6.214545592447985e-05,0.008804051036898193,0.008337874394469199,0.005759109140168122,1.412863437709829e-06,0.0,0.475653353889938,0.0011598101097337833,6.6422104737473125e-06,0.00012525133227919962,4.0763886922767245e-06,4.0968243317372335e-06,1.1362211804419458e-06,0.001469850493621234,2.1229823079457317e-08,0.0020034524664265694,1.0379766544877203e-08,7.263020139190513e-08,0.0016709795798640374,2.9450588753583073e-07,3.3433815953543595e-06,0.0010241887780189465,1.4771488074107095e-08,0.0005955530219863556,1.8335461278194047e-10,1.5025883723716264e-06,1.2154461735690167e-05,3.501081853237538e-10,2.604879759642431e-09,2.2296382148722627e-05,3.1144483981889683e-10,2.236045754472912e-10,1.4476622842446414e-05
7.769307926715174e-07,0.13849606240907658,0.46346346346346345,0.0,0.0,0.0,0.047703800945447246,0.0003871877276970191,0.03807996871069391,0.0024404244608765935,6.24960101637911e-05,0.00883918766429323,0.008381008374625474,0.005753964316245346,1.4123139482758585e-06,0.0,0.4756963544442136,0.0011591745590344652,6.629755155187756e-06,0.0001253495817677061,4.069011350154197e-06,4.085948481707485e-06,1.1332077943223192e-06,0.0014707557428230275,2.124303719923079e-08,0.0020056521817731518,1.0391163138124863e-08,7.292006604486545e-08,0.0016776581895290572,2.956829814369162e-07,3.351989165258898e-06,0.0010292954193989003,1.4845186608535609e-08,0.0005986662710237464,1.8407193493034948e-10,1.508860648159209e-06,1.2276778000956953e-05,3.536391044205232e-10,2.626514022788814e-09,2.2568787297755823e-05,3.1525402801225033e-10,2.2633645541956058e-10,1.4658701968687118e-05
7.804122487833925e-07,0.13852307221891982,0.46346346346346345,0.0,0.0,0.0,0.04761368773568273,0.00039038674212894976,0.038225486980979856,0.002454190585677137,6.284622034349618e-05,0.008874266797523827,0.008424071381775448,0.005748785629641733,1.4117010863402105e-06,0.0,0.47573926606681655,0.001158538458118699,6.61732868801248e-06,0.0001254470267039059,4.06164998210873e-06,4.07510146132408e-06,1.1302023482842766e-06,0.0014716335716080124,2.125585416221109e-08,0.0020078067967922207,1.0402326069307072e-08,7.320945639167632e-08,0.0016843076136965588,2.9685493144379196e-07,3.3605629711207036e-06,0.0010344007064634951,1.4918865745181477e-08,0.0006017791401161335,1.8478763244815177e-10,1.5151232949567075e-06,1.239936840157412e-05,3.571780253330978e-10,2.648214771329103e-09,2.2842360315511076e-05,3.1907958800452043e-10,2.2908004764260038e-10,1.4841613356627458e-05
7.838937048952677e-07,0.13855002848286832,0.46346346346346345,0.0,0.0,0.0,0.047523782971405956,0.00039359551681832707,0.038370764052498035,0.002467922938175387,6.319608223122431e-05,0.008909288448079615,0.008467063247650449,0.005743574041674613,1.4110258157360224e-06,0.0,0.4757820890580608,0.0011579017756651725,6.604930997281538e-06,0.00012554366849755453,4.054304521739013e-06,4.0642831356731774e-06,1.1272048056739705e-06,0.0014724841830687757,2.126827690259451e-08,0.0020099166419034965,1.0413257050271714e-08,7.349837252696986e-08,0.0016909279120676801,2.9802174808993415e-07,3.369102973474242e-06,0.0010395045641639197,1.4992524398497663e-08,0.0006048915803195466,1.8550186081962325e-10,1.5213762587928663e-06,1.2522226710644146e-05,3.607247681297195e-10,2.669981729365983e-09,2.311708620441115e-05,3.229213100034073e-10,2.3183520170963182e-10,1.5025346889323506e-05
7.873751610071429e-07,0.13857693134024196,0.46346346346346345,0.0,0.0,0.0,0.047434086126804165,0.00039681401113610284,0.0385158001680962,0.0024816214159818005,6.354559166164856e-05,0.008944252627116095,0.008509983810757973,0.005738330493532274,1.410289095674928e-06,0.0,0.47582482371431073,0.00115726448132856,6.592562008363979e-06,0.00012563950857417014,4.046974903938738e-06,4.053493372634357e-06,1.1242151305931094e-06,0.0014733077790189805,2.1280308349342928e-08,0.0020119820452575653,1.0423957781181483e-08,7.378681454291842e-08,0.001697519145585468,2.991834421057083e-07,3.3776091340974655e-06,0.0010446069180599195,1.5066161494415814e-08,0.0006080035430482599,1.8621447793929614e-10,1.5276194861148741e-06,1.2645346728098483e-05,3.6427915364069226e-10,2.6918146212960112e-09,2.339294994738791e-05,3.2677898393805225e-10,2.3460176701840383e-10,1.5209892429208286e-05
7.908566171190181e-07,0.13860378092909278,0.46346346346346345,0.0,0.0,0.0,0.047344596678103215,0.000400042184495216,0.03866059557128054,0.0024952859218340655,6.389474453548641e-05,0.00897915934548177,0.008552832916239218,0.005733055906686161,1.4094918805685476e-06,0.0,0.4758674703280718,0.0011566265457168456,6.580221646932922e-06,0.00012573454837488962,4.03966106486018e-06,4.042732042801795e-06,1.1212332878926206e-06,0.0014741045600035736,2.1291951400635534e-08,0.002014003332759118,1.0434429950497129e-08,7.407478252888585e-08,0.0017040813763965566,3.003400244540201e-07,3.3860814160123845e-06,0.0010497076943198204,1.513977596513513e-08,0.0006111149800760882,1.8692561847281433e-10,1.533852923789058e-06,1.2768722281170017e-05,3.6784100347200186e-10,2.7137131717872867e-09,2.3669936510555198e-05,3.3065239949652926e-10,2.373795927980044e-10,1.539523982003003e-05
7.943380732308932e-07,0.13863057738623213,0.46346346346346345,0.0,0.0,0.0,0.04725531410353323,0.0004032799963513592,0.038805150506221776,0.0025089163634797037,6.424353681851655e-05,0.009014008613745591,0.00859561041572958,0.00572775118329476,1.4086351198572134e-06,0.0,0.47591002918807934,0.001155987940369169,6.567909838960645e-06,0.00012582878935632355,4.032362941878661e-06,4.031999019408083e-06,1.1182592431399358e-06,0.001474874725308819,2.1303208947917138e-08,0.0020159808280897644,1.0444675235223227e-08,7.436227657218614e-08,0.0017106146678137763,3.014915062843894e-07,3.3945197834844916e-06,0.0010548068197203883,1.5213366753968577e-08,0.000614225843537543,1.876351597501871e-10,1.5400765191015029e-06,1.2892347224850478e-05,3.7141014001903127e-10,2.735677105810274e-09,2.394803084583547e-05,3.345413461626991e-10,2.401685281351973e-10,1.5581378888758552e-05
7.978195293427684e-07,0.13865732084725846,0.46346346346346345,0.0,0.0,0.0,0.04716623788329524,0.0004065274062037358,0.0389494652177608,0.0025225126535610223,6.459196454061264e-05,0.009048800442222654,0.00863831616722206,0.0057224172065993405,1.4077197578447384e-06,0.0,0.4759525005793847,0.0011553486377341873,6.555626510713909e-06,0.0001259222329904064,4.02508047355831e-06,4.021294178249783e-06,1.1152929626074522e-06,0.0014756184729722084,2.1314083853810073e-08,0.0020179148527304214,1.0454695300905523e-08,7.464929675780076e-08,0.001717119084279515,3.026378989629816e-07,3.4029242020221545e-06,0.0010599042216465416,1.5286932810829946e-08,0.0006173360859288543,1.8834321843977556e-10,1.5462902197586176e-06,1.3016215442333114e-05,3.7498638647935363e-10,2.7577061486191225e-09,2.422721789354065e-05,3.384456132524121e-10,2.4296842200030944e-10,1.5768299447459757e-05
8.013009854546436e-07,0.13868401144658357,0.46346346346346345,0.0,0.0,0.0,0.04707736749952872,0.0004097843735958111,0.039093539951413896,0.0025360747095023906,6.494002379479259e-05,0.009083534841000027,0.008680950034933469,0.005717054841311717,1.4067467335400735e-06,0.0,0.47599488478343976,0.0011547086111489374,6.543371588749304e-06,0.00012601488076424515,4.017813599618384e-06,4.0106173976152946e-06,1.1123344132458315e-06,0.0014763359997922033,2.132457897293576e-08,0.0020198057259832977,1.0464491801855177e-08,7.493584316905143e-08,0.0017235946913299648,3.037792140324576e-07,3.4112946383754627e-06,0.001064999828090912,1.536047309642209e-08,0.000620445660108862,1.8904968868312252e-10,1.5524939738876374e-06,1.3140320845440911e-05,3.785695668655661e-10,2.7798000257788996e-09,2.4507482584907353e-05,3.423649899490811e-10,2.4577912327265134e-10,1.595599129513857e-05
8.047824415665188e-07,0.1387106493174587,0.46346346346346345,0.0,0.0,0.0,0.046988702436280054,0.0004130508581160546,0.03923737495337763,0.002549602453399785,6.528771073628397e-05,0.009118211819961053,0.008723511889173455,0.0057116649339941485,1.4057169805048089e-06,0.0,0.4760371820781793,0.0011540678348181872,6.531144999908828e-06,0.00012610673417996426,4.010562260900984e-06,3.999968558214514e-06,1.1093835626698601e-06,0.0014770275013378624,2.133469713281983e-08,0.002021653764993475,1.0474066381157954e-08,7.522191588737336e-08,0.001730041555560098,3.0491546323719994e-07,3.4196310605347517e-06,0.00107009356765327,1.543398657832776e-08,0.0006235545192997811,1.897546715901894e-10,1.5586877300370776e-06,1.3264657375040547e-05,3.821595060172814e-10,2.8019584631500467e-09,2.478880984458686e-05,3.4629926533861297e-10,2.486004807654934e-10,1.6144444219550396e-05
8.082638976783939e-07,0.1387372345919999,0.46346346346346345,0.0,0.0,0.0,0.04690024217947182,0.00041632681939867577,0.039380970470533294,0.0025630958119125732,6.563502158160489e-05,0.009152831388809686,0.008766001606216179,0.005706248313431573,1.4046314267072341e-06,0.0,0.47607939273810135,0.0011534262837942664,6.5189466713154715e-06,0.00012619779475454946,4.003326399339194e-06,3.9893475431105576e-06,1.1064403791356637e-06,0.0014776931719583059,2.1344441151921603e-08,0.0020234592847701003,1.0483420670879458e-08,7.550751499291305e-08,0.0017364597445894852,3.0604665848816136e-07,3.427933437728793e-06,0.0010751853695398052,1.550747223462836e-08,0.0006266626170878479,1.9045807584478828e-10,1.5648714371771263e-06,1.3389219001442428e-05,3.857560296131149e-10,2.8241811869125022e-09,2.5071184593090167e-05,3.502482284437178e-10,2.514323432505815e-10,1.6333647998981314e-05
8.117453537902691e-07,0.1387637674012129,0.46346346346346345,0.0,0.0,0.0,0.046811986216872964,0.00041961221712435103,0.03952432675045095,0.0025765547161574953,6.598195260766016e-05,0.009187393557093412,0.008808419068174703,0.005700805790996284,1.4034909943820412e-06,0.0,0.4761215170343462,0.001152783933957364,6.506776530369024e-06,0.0001262880640196885,3.996105957926614e-06,3.9787542376532714e-06,1.1035048315254583e-06,0.0014783332047920727,2.135381382312855e-08,0.0020252225982071966,1.0492556292084187e-08,7.579264056434851e-08,0.0017428493270288236,3.0717281188398465e-07,3.436201740422603e-06,0.0010802751635622854,1.5580929050516796e-08,0.0006297699074238462,1.911599891074704e-10,1.5710450446999855e-06,1.3513999724787028e-05,3.893589641819008e-10,2.8464679235528464e-09,2.53545917491884e-05,3.5421166825758633e-10,2.5427455948221506e-10,1.6523592403997172e-05
8.152268099021443e-07,0.1387902478750174,0.46346346346346345,0.0,0.0,0.0,0.04672393403806978,0.0004229070110209441,0.03966744404139325,0.002589979101604802,6.632850015085243e-05,0.00922189833422619,0.008850764162877955,0.00569533816100523,1.4022965998962733e-06,0.0,0.47616355523477266,0.0011521407619962789,6.494634504741895e-06,0.00012637754352161053,3.98890088068724e-06,3.968188529414643e-06,1.100576889327439e-06,0.0014789477917763218,2.1362817929369717e-08,0.002026944016104106,1.0501474855024023e-08,7.607729267942126e-08,0.0017492103724472637,3.082939356801794e-07,3.4444359403149823e-06,0.00108536288013708,1.5654356021423336e-08,0.0006328763446235213,1.9186033264192892e-10,1.5772085024201612e-06,1.3638993575417745e-05,3.9296813711386554e-10,2.868818399885724e-09,2.5639016232268903e-05,3.5818937377695343e-10,2.571269782208712e-10,1.6714267199161837e-05
8.187082660140195e-07,0.13881667614227045,0.46346346346346345,0.0,0.0,0.0,0.04663608513443769,0.00042621116086421855,0.039810322592318696,0.0026033689079765117,6.667466060620814e-05,0.009256345729510064,0.008893036783750226,0.005689846201070037,1.4010491536207124e-06,0.0,0.47620550760403335,0.001151496745389618,6.482520522375136e-06,0.0001264662348209232,3.981711112646682e-06,3.957650308125925e-06,1.0976565226202652e-06,0.001479537123655928,2.1371456229350082e-08,0.0020286238471855646,1.0510177959165404e-08,7.636147141479608e-08,0.001755542951340425,3.094100423067362e-07,3.452636010335681e-06,0.0010904484502840717,1.5727752150079876e-08,0.0006359818833678867,1.925591824829263e-10,1.5833617605747044e-06,1.376419461424062e-05,3.965833766710944e-10,2.891232343043308e-09,2.5924442964647433e-05,3.6218113403453885e-10,2.599894482563972e-10,1.6905662144724736e-05
8.221897221258946e-07,0.13884305233079006,0.46346346346346345,0.0,0.0,0.0,0.046548438999113845,0.00042952462647854285,0.039952962652884734,0.0026167240791467503,6.7020430426518e-05,0.009290735752156781,0.008935236829693176,0.005684330672439941,1.3997495598072137e-06,0.0,0.47624737440364745,0.001150851862387427,6.470434511474489e-06,0.0001265541394924485,3.97453659980372e-06,3.947139465616529e-06,1.0947437020548824e-06,0.0014801013899924324,2.1379731471073318e-08,0.002030262398121429,1.051866719336302e-08,7.664517684653535e-08,0.001761847135099174,3.105211443410547e-07,3.460801924642348e-06,0.0010955318056254425,1.5801116449219104e-08,0.0006390864787034225,1.9325647077694922e-10,1.5895047698234022e-06,1.3889596933071041e-05,4.002045119979232e-10,2.913709480494364e-09,2.6210856873836705e-05,3.6618673813088605e-10,2.628618184307572e-10,1.7097766998277966e-05
8.256711782377698e-07,0.13886937656737766,0.46346346346346345,0.0,0.0,0.0,0.046460995126970356,0.0004328473677375871,0.04009536447345044,0.002630044563044136,6.736580612149165e-05,0.009325068411308137,0.008977364204970275,0.005678792320337735,1.3983987164712762e-06,0.0,0.47628915589207277,0.0011502060919932461,6.4583764005065975e-06,0.00012664125912505706,3.967377289103096e-06,3.936655895754572e-06,1.0918383988392058e-06,0.0014806407791728919,2.1387646379513743e-08,0.0020318599735460593,1.0526944135893719e-08,7.692840904999191e-08,0.001768122995979067,3.1162725452256574e-07,3.4689336586171006e-06,0.001100612878384355,1.587444793902914e-08,0.0006421900860421738,1.9395226350981479e-10,1.5956374812489196e-06,1.4015194654967782e-05,4.0383137313067936e-10,2.936249540035706e-09,2.6498242894771753e-05,3.702059752655854e-10,2.6574393766035353e-10,1.729057151638309e-05
8.29152634349645e-07,0.13889564897784007,0.46346346346346345,0.0,0.0,0.0,0.04637375301458844,0.00043617934456501457,0.040237528305078894,0.002643330311556166,6.771078425692634e-05,0.00935934371605632,0.009019418819093615,0.005673231874288882,1.39699751528027e-06,0.0,0.47633085232477496,0.0011495594139465794,6.4463461181952794e-06,0.00012672759532150074,3.96023312840866e-06,3.926199494389083e-06,1.0889405847214282e-06,0.0014811554784185889,2.1395203668329912e-08,0.0020334168760773566,1.0535010354617007e-08,7.721116810023244e-08,0.001774370607070521,3.1272838572891435e-07,3.477031188862932e-06,0.0011056916013835215,1.5947745649483294e-08,0.0006452926611617521,1.946465022431429e-10,1.6017598463569012e-06,1.4140981934554561e-05,4.0746379100732404e-10,2.9588522498092226e-09,2.6786585971992365e-05,3.742386347679066e-10,2.6863565495791056e-10,1.7484065456168044e-05
8.326340904615202e-07,0.13892186968701126,0.46346346346346345,0.0,0.0,0.0,0.04628671216023314,0.0004395205169351629,0.04037945439953925,0.002656581280435582,6.805536145388958e-05,0.0093935616754631,0.009061400586713085,0.005667650048443924,1.3955468414466991e-06,0.0,0.4763724639542959,0.001148911808705766,6.434343593517934e-06,0.00012681314969824464,3.953104066477651e-06,3.91577015929377e-06,1.0860502319751594e-06,0.0014816456737936417,2.1402406029212607e-08,0.0020349334063354822,1.0542867407014501e-08,7.749345407195817e-08,0.001780590042269626,3.138245509880321e-07,3.485094493199748e-06,0.001110767908043675,1.6021008618132313e-08,0.0006483941602052404,1.9533924427725403e-10,1.6078718170760253e-06,1.4266952958329368e-05,4.1110159747649265e-10,2.9815173382950277e-09,2.707587106178301e-05,3.7828450612682645e-10,2.7153681945393804e-10,1.767823857689412e-05
8.361155465733953e-07,0.13894803881877343,0.46346346346346345,0.0,0.0,0.0,0.04619987206382885,0.00044287084487371975,0.04052114300930849,0.00266979742920866,6.839953438791493e-05,0.009427722298578939,0.009103309427507802,0.00566204754189432,1.3940475736268529e-06,0.0,0.47641399103032017,0.0011482632574312502,6.422368755701996e-06,0.00012689792388529764,3.945990052935334e-06,3.905367790112354e-06,1.0831673133839263e-06,0.0014821115502134854,2.1409256142032886e-08,0.0020364098629612522,1.0550516840338738e-08,7.777526703988343e-08,0.0017867813762496517,3.149157634571439e-07,3.493123550660262e-06,0.0011158417323819318,1.609423589211431e-08,0.0006514945396810081,1.9603043931963634e-10,1.6139733457580141e-06,1.4393101944961781e-05,4.147446253064157e-10,3.004244534326713e-09,2.7366083134270723e-05,3.8234337902047537e-10,2.7444728041776824e-10,1.7873080641493493e-05
8.395970026852705e-07,0.1389741564960778,0.46346346346346345,0.0,0.0,0.0,0.04611323222693537,0.0004462302884583907,0.0406625943875729,0.002682978721085405,6.874329978821169e-05,0.00946182559446105,0.009145145266079785,0.0056564250389818365,1.3925005838242786e-06,0.0,0.4764554337997401,0.0011476137419692302,6.410421534221541e-06,0.0001269819195260421,3.9388910382506925e-06,3.894992288305375e-06,1.0802918022269019e-06,0.001482553291453258,2.1415756665639796e-08,0.0020378465426342143,1.055796019165704e-08,7.805660707867926e-08,0.0017929446844331754,3.160020364326713e-07,3.501118341485546e-06,0.0011209130090100712,1.616742652623891e-08,0.0006545937564624391,1.9672013716403065e-10,1.6200643851776008e-06,1.451942314557853e-05,4.183927081932841e-10,3.0270335670859552e-09,2.7657207175481136e-05,3.864150433449904e-10,2.7736688727817667e-10,1.80685814180774e-05
8.430784587971457e-07,0.1390002228409644,0.46346346346346345,0.0,0.0,0.0,0.04602679215272481,0.00044959880781955946,0.04080380878822931,0.0026961251228716054,6.908665443688692e-05,0.009495871572191361,0.009186908031849855,0.005650783209601621,1.3909067372983912e-06,0.0,0.47649679250671906,0.0011469632448356882,6.398501858793922e-06,0.0001270651382770628,3.931806973712482e-06,3.884643557098505e-06,1.077423672264419e-06,0.0014829710801560585,2.1421910246653654e-08,0.0020392437400904313,1.056519898798998e-08,7.833747426331261e-08,0.0017990800429648725,3.17083383331693e-07,3.509078847120471e-06,0.0011259816731327146,1.62405795847204e-08,0.000657691767787574,1.9740829456608982e-10,1.6261448885324614e-06,1.4645910844037497e-05,4.2204568076947757e-10,3.049884166116222e-09,2.7949228189353243e-05,3.9049928924279663e-10,2.80295489643587e-10,1.8264730681415275e-05
8.465599149090209e-07,0.1390262379745821,0.46346346346346345,0.0,0.0,0.0,0.04594055134595895,0.0004529763631409413,0.040944786465885896,0.0027092366048827175,6.942959516818106e-05,0.009529860240893506,0.009228597658955619,0.005645122709499096,1.3892668924777013e-06,0.0,0.47653806739275356,0.001146311749200782,6.38660965937655e-06,0.00012714758180797512,3.924737811406245e-06,3.874321501432221e-06,1.0745628977243407e-06,0.0014833650978411162,2.1427719511517722e-08,0.002040601748139953,1.0572234746358815e-08,7.861786866900884e-08,0.0018051875286849027,3.1815981770000365e-07,3.5170050502088036e-06,0.0011310476605454227,1.6313694139514203e-08,0.0006607885312586725,1.9809495483231949e-10,1.632214809443099e-06,1.4772559357190424e-05,4.2570337861127883e-10,3.072796061318627e-09,2.8242131199713147e-05,3.9459590713030867e-10,2.8323293732186564e-10,1.846151821438506e-05
8.50041371020896e-07,0.13905220201720783,0.46346346346346345,0.0,0.0,0.0,0.045854509312967404,0.00045636291466022856,0.041085527675862966,0.0027223131408595455,6.97721188677155e-05,0.009563791609749675,0.009270214086151616,0.005639444180560757,1.3875819008779253e-06,0.0,0.4765792586967338,0.0011456592388736013,6.374744866163708e-06,0.00012722925180125264,3.917683504191702e-06,3.864026027912918e-06,1.071709453288467e-06,0.0014837355249118403,2.143318707411908e-08,0.002041920857684007,1.0579068973914598e-08,7.889779037155603e-08,0.0018112672191029336,3.1923135319570846e-07,3.524896934588224e-06,0.0011361109076327063,1.63867692718104e-08,0.0006638840048416965,1.9878008081719021e-10,1.6382741019526965e-06,1.4899363035134487e-05,4.2936563824643583e-10,3.095768982964282e-09,2.853590125220731e-05,3.987046877250681e-10,2.8617908033970914e-10,1.8658933809394993e-05
8.535228271327712e-07,0.13907811508826506,0.46346346346346345,0.0,0.0,0.0,0.0457686655616262,0.0004597584226697293,0.04122603267419322,0.002735354707885676,7.011422247175318e-05,0.009597665688016599,0.009311757256711456,0.005633748251099055,1.3858526070245242e-06,0.0,0.4766203666550023,0.0011450056982872628,6.362907409583493e-06,0.0001273101499520546,3.910644005681028e-06,3.8537570447653145e-06,1.0688633140795651e-06,0.001484082540663779,2.1438315528924894e-08,0.0020432013577319002,1.0585703167988527e-08,7.917723944728298e-08,0.0018173191923727377,3.202980035957171e-07,3.532754485285031e-06,0.0011411713513659577,1.6459804070588427e-08,0.0006669781468657186,1.9946371022132914e-10,1.6443227205269247e-06,1.502631626145302e-05,4.3303229716124995e-10,3.1188026616912166e-09,2.8830523416195582e-05,4.0282542207231544e-10,2.8913376896162995e-10,1.8856967269777065e-05
8.570042832446464e-07,0.1391039773063426,0.46346346346346345,0.0,0.0,0.0,0.0456830196013371,0.0004631628475169986,0.04136630171762206,0.002748361286306645,7.045590296647087e-05,0.009631482485041334,0.009353227118332039,0.005628035536131416,1.3840798483798758e-06,0.0,0.4766613915014122,0.0011443511124843591,6.351097220294801e-06,0.0001273902779680521,3.903619270217494e-06,3.843514461786199e-06,1.0660244556485756e-06,0.0014844063232924707,2.144310745758869e-08,0.002044443535417643,1.0592138816212672e-08,7.945621597333265e-08,0.001823343527267395,3.2135978278119563e-07,3.540577688508748e-06,0.0011462289293013082,1.653279763390312e-08,0.0006700709160222581,2.0014581117696885e-10,1.65036062005372e-06,1.5153413453445543e-05,4.3670319380749896e-10,3.1418968285155514e-09,2.912598278660452e-05,4.0695790157100666e-10,2.9209685370854184e-10,1.9055608411152482e-05
