Time (s),Volume (m^3),Ar,He,Ne,N2,C6H14(1),C2H2(2),C2H4(3),C2H6(4),C3H8(5),C3H6(6),CH4(7),CH3(8),CH2(9),C6H6(10),H2(11),H(12),[CH2]CCC(16),C[CH2](17),[CH2]CC(15),C[CH]CCCC(20),CC[CH]CCC(18),C5H10(55),C[C]CCC(78),C5H10(81),CC[C]CC(90),C[C]C(40),C3H5(37),[CH]1CC1(94),C[CH]C(36),C4H8(23),C[C]CC(80),C4H8(82),[CH2]C[CH2](25),C2H3(32),C6H10(112),C6H10(145),C2H2(133),C6H10(157),C6H10(176),C6H10(175),C6H10(182),C6H10(185),C6H10(188),C3H5(39),[CH2]C[CH]C(26)
6.366802831975788e-08,0.13142786610866572,0.46346346346346345,0.0,0.0,0.0,0.07133308412221956,1.345751688119997e-06,0.003030174843746454,5.963536239996351e-06,6.158813160022227e-07,0.0003985643201580451,5.547373668731845e-05,0.0011294447958079487,1.1274660109018505e-08,0.0,0.4640604105297222,0.0009529981040743738,9.890484232438943e-06,7.925241589532415e-05,5.051042950415504e-06,4.942990791359989e-06,1.3739807058457998e-06,0.00019536836678527413,2.7939202144861108e-09,7.270322234134241e-05,3.766709046168461e-10,3.287952887875338e-09,1.887330900031027e-05,3.3260923581177656e-09,6.627132860151592e-07,6.235783876734203e-05,8.942367078110759e-10,2.0698206468275393e-05,7.641169313396832e-12,6.895161823075268e-08,3.9336299435770054e-10,1.1229636827390491e-14,9.128762725882157e-12,8.331175709659676e-11,1.1382256548630697e-15,7.983851409624737e-16,2.185613362147855e-11,1.9979445770904046e-11,7.710976270159246e-15,9.21633691980307e-10,4.415176824095196e-12
6.55395213020995e-08,0.1314497641883592,0.46346346346346345,0.0,0.0,0.0,0.07126779730732598,1.4675091192974999e-06,0.003128850293830376,6.431166272073631e-06,6.566623415741513e-07,0.00041812844155577445,5.997388696975525e-05,0.0011724058008517496,1.2263735705543195e-08,0.0,0.4640916975141348,0.0009693275434965221,9.881493203661272e-06,7.95289281514813e-05,5.0859681434224435e-06,5.025383240487327e-06,1.3966453597834479e-06,0.00020380201260794732,2.9148347364151378e-09,7.79712650745816e-05,4.039643131165881e-10,3.4493489825116577e-09,2.0352418063817615e-05,3.5867703329177303e-09,6.741131897032084e-07,6.448889682937592e-05,9.249055245074988e-10,2.1735138498215366e-05,8.02335377376442e-12,7.26012490412463e-08,4.676538102475861e-10,1.335085462515668e-14,9.954699992109262e-12,1.014450086389816e-10,1.3864189065584653e-15,9.725038841100559e-16,2.718487325992754e-11,2.500869717857769e-11,9.592033592707842e-15,9.897856152044376e-10,4.61014492955936e-12
6.741101428444112e-08,0.13147174726825533,0.46346346346346345,0.0,0.0,0.0,0.07120201441858513,1.5958440734641426e-06,0.0032277691593570177,6.925727536279539e-06,6.988273783910337e-07,0.00043797412437505316,6.468944656577775e-05,0.0012155674173419462,1.3309078247711313e-08,0.0,0.46412345703487107,0.0009850935590772086,9.872433150176686e-06,7.980599939844634e-05,5.119513620382029e-06,5.104681705066389e-06,1.4184576623796582e-06,0.00021225031606300987,3.0359820868337636e-09,8.340590097987574e-05,4.321208308894886e-10,3.613067891039685e-09,2.1891046430016073e-05,3.857938495198932e-09,6.85560679233774e-07,6.662955650446077e-05,9.557160095656974e-10,2.2787330567591753e-05,8.411730656195016e-12,7.630486757818305e-08,5.526696981823202e-10,1.5778384748025603e-14,1.0825256156783403e-11,1.227035605050052e-10,1.6774901720041559e-15,1.1767150594889584e-15,3.356022646344665e-11,3.106754103187745e-11,1.184275715725515e-14,1.0603388462200635e-09,4.807341329573609e-12
6.928250726678274e-08,0.13149381082016465,0.46346346346346345,0.0,0.0,0.0,0.07113575557583247,1.7308655457623867e-06,0.0033269213623007333,7.448179132677481e-06,7.423768998045331e-07,0.00045809068908308045,6.962280662151472e-05,0.0012589071131282712,1.4411907201120465e-08,0.0,0.4641556691364782,0.001000311687116458,9.8633068510939e-06,8.00834564844092e-05,5.1517183183827334e-06,5.180972822669222e-06,1.439441491746104e-06,0.00022070782879342915,3.1572840882643194e-09,8.900328606211836e-05,4.611205424305054e-10,3.779021510182904e-09,2.348898561850908e-05,4.139560110043004e-09,6.97052821556452e-07,6.877940080274943e-05,9.866620469563408e-10,2.3854230760328552e-05,8.806104620563353e-12,8.0059945405347e-08,6.494820224485432e-10,1.8542839672341286e-14,1.1741170606430606e-11,1.4748719668472792e-10,2.016942616042444e-15,1.4148842528253478e-15,4.113916489683231e-11,3.831956613315147e-11,1.4518622731761663e-14,1.1332643321608916e-09,5.0066826614289665e-12
7.115400024912436e-08,0.13151595044325062,0.46346346346346345,0.0,0.0,0.0,0.07106904033130083,1.8726779507648756e-06,0.003426297076525141,7.999478270435863e-06,7.873108838269345e-07,0.0004784677667176883,7.477615703613405e-05,0.0013024030678401135,1.557339225129571e-08,0.0,0.46418831444851116,0.001014997065833592,9.85411700707877e-06,8.03611350545138e-05,5.182620182891746e-06,5.254341088805726e-06,1.4596201368345963e-06,0.000229169488746309,3.27866805413197e-09,9.475948717293737e-05,4.909430703365471e-10,3.947124298785766e-09,2.5145982074242807e-05,4.431590497541597e-09,7.085865187657901e-07,7.093802656119877e-05,1.0177377231785373e-09,2.4935304639762666e-05,9.206284449501175e-12,8.386402577605204e-08,7.59218368509612e-10,2.1676440221120216e-14,1.2703151654727446e-11,1.7622878636236777e-10,2.4107373531414045e-15,1.6911994672257849e-15,5.0094836379359406e-11,4.694683943989039e-11,1.7680826814268487e-14,1.2085315312686493e-09,5.2080882902046166e-12
7.302549323146598e-08,0.13153816186181075,0.46346346346346345,0.0,0.0,0.0,0.07100188768360674,2.021381221168113e-06,0.0035258867232933434,8.580578862392755e-06,8.336288348724765e-07,0.0004990952909433852,8.01514901540539e-05,0.0013460341593405955,1.6794652626252166e-08,0.0,0.4642213741707763,0.00102916444954872,9.844866242327976e-06,8.063887920189977e-05,5.212256200484241e-06,5.324868923547134e-06,1.4790163155901106e-06,0.00023763059541639185,3.4000664383076427e-09,0.00010067049765272904,5.215676563469334e-10,4.117293212278208e-09,2.6861740475764552e-05,4.73397761590808e-09,7.201585359618899e-07,7.310504420401798e-05,1.048937323676832e-09,2.6030034720697552e-05,9.612082972973114e-12,8.771472265076801e-08,8.83061893368418e-10,2.5212997209180483e-14,1.3711877211993694e-11,2.093953505544274e-10,2.8653084625583338e-15,2.0101818155553675e-15,6.061740395605262e-11,5.715108801966591e-11,2.139658367954034e-14,1.2861085880227688e-09,5.4114802278068456e-12
7.48969862138076e-08,0.13156044092305835,0.46346346346346345,0.0,0.0,0.0,0.07093431609131459,2.177070908016393e-06,0.003625680966826599,9.192430173508764e-06,8.813298044567488e-07,0.0005199634903388947,8.57506047120771e-05,0.0013897799502270304,1.8076756537907977e-08,0.0,0.4642548300590218,0.001042828221966699,9.835557106480487e-06,8.091654112968473e-05,5.2406624295271734e-06,5.392636734121304e-06,1.4976521920914684e-06,0.00024608678671455777,3.521416507621709e-09,0.00010673225171719176,5.529732358791862e-10,4.28944763904979e-09,2.8635926855670697e-05,5.046662611486541e-09,7.317655268082949e-07,7.528007749910019e-05,1.0802553292082846e-09,2.7137919963451848e-05,1.002331700513174e-11,9.16097197279756e-08,1.0222505168500963e-09,2.918788854224279e-14,1.476799546506623e-11,2.4748906576281796e-10,3.387577140922301e-15,2.3766956166876734e-15,7.291486583716592e-11,6.915488058871133e-11,2.5739415670586918e-14,1.3659624932786907e-09,5.616783055110994e-12
7.676847919614921e-08,0.13158278359489406,0.46346346346346345,0.0,0.0,0.0,0.07086634348610182,2.3398382822149517e-06,0.0037256707099063533,9.835975524116754e-06,9.304124109258969e-07,0.0005410628809051968,9.157511001354367e-05,0.0014336206743804046,1.9420720737226503e-08,0.0,0.4642886644110495,0.0010560024086215085,9.82619207647024e-06,8.119398082698828e-05,5.26787402901724e-06,5.4577229737901755e-06,1.5155493926276143e-06,0.00025453401735625483,3.642660035863592e-09,0.0001129406376717804,5.851385064923516e-10,4.4635093386431595e-09,3.04681715429152e-05,5.369580337361714e-09,7.434040569321101e-07,7.746276331089564e-05,1.1116864121657332e-09,2.8258475288575555e-05,1.0439807283642975e-11,9.55467694822648e-08,1.178075964603276e-09,3.363803207762907e-14,1.5872125565918765e-11,2.9104820284781807e-10,3.984964965737178e-15,2.795957876450863e-15,8.721385324171304e-11,8.320280432240791e-11,3.0789435684743826e-14,1.448059235400947e-09,5.823923846992719e-12
7.863997217849083e-08,0.13160518596368098,0.46346346346346345,0.0,0.0,0.0,0.07079798728554895,2.5097704370961635e-06,0.0038258470895139104,1.051215104863776e-05,9.808748582840117e-07,0.0005623842587827318,9.762643030229498e-05,0.0014775372235663465,2.0827510177850068e-08,0.0,0.4643228600532263,0.001068700688537418,9.816773558323378e-06,8.14710657627777e-05,5.293925285741679e-06,5.520204197229044e-06,1.5327290207718878e-06,0.0002629685386648762,3.763743017783512e-09,0.00011929151003734974,6.180419907092454e-10,4.639402381673046e-09,3.235807193678894e-05,5.702659842299017e-09,7.550706256467225e-07,7.965275135017575e-05,1.1432254328631768e-09,2.9391231110909595e-05,1.0861378407224351e-11,9.952369220794961e-08,1.3518826742851562e-09,3.8601854573256613e-14,1.7024858327425438e-11,3.406479996743554e-10,4.665406248128427e-15,3.2735471374195037e-15,1.0376040334635394e-10,9.956263267815003e-11,3.663362086251008e-14,1.5323639429521024e-09,6.0328321001009514e-12
8.051146516083245e-08,0.13162764423201803,0.46346346346346345,0.0,0.0,0.0,0.07072926440557714,2.6869503918110264e-06,0.003926201472506953,1.1221884510205178e-05,1.0327149541833567e-06,0.000583918693167008,0.00010390580930978747,0.0015215111340904897,2.2298037782837658e-08,0.0,0.46435740032737044,0.0010809364051674688,9.807303888903502e-06,8.174767059647553e-05,5.31884963981568e-06,5.580155112667363e-06,1.5492116716635705e-06,0.000271386879687951,3.884615401652932e-09,0.00012578070066781934,6.516620936164241e-10,4.817053091381802e-09,3.430519512222046e-05,6.045824831716899e-09,7.66761685955209e-07,8.184970392110887e-05,1.174867435788834e-09,3.053573289170245e-05,1.1287858785390842e-11,1.03538375066012e-07,1.5450665765301196e-09,4.411925705552638e-14,1.8226756924723592e-11,3.9690146651462597e-10,5.437359459109192e-15,3.815411685818329e-15,1.2282070475970748e-10,1.1852648007499588e-10,4.3366076564719283e-14,1.6188410139189542e-09,6.243439663206014e-12
8.238295814317407e-08,0.1316501547165135,0.46346346346346345,0.0,0.0,0.0,0.07066019127255363,2.8714571953251143e-06,0.004026725451334936,1.1966094171447252e-05,1.085930127135265e-06,0.0006056575194128984,0.00011041431495079818,0.001565524573511796,2.3833164309354735e-08,0.0,0.464392269077991,0.0010927225766672218,9.79778533760791e-06,8.202367690155186e-05,5.342679708724637e-06,5.6376486310997855e-06,1.5650174454862449e-06,0.0002797858295345481,4.00523083908912e-09,0.00013240402893253204,6.859771556183998e-10,4.996389986751832e-09,3.630908033516343e-05,6.398994102235272e-09,7.784736627170422e-07,8.405329566606755e-05,1.2066076458315053e-09,3.169154070762871e-05,1.1719080589865866e-11,1.0758877113066395e-07,1.759073762008658e-09,5.02315769284108e-14,1.947835760067709e-11,4.604601236255571e-10,6.30981771973526e-15,4.427877108040736e-15,1.4468181323874825e-10,1.4041193950330867e-10,5.10882898285961e-14,1.7074542365641382e-09,6.455680669920187e-12
8.425445112551569e-08,0.13167271384555893,0.46346346346346345,0.0,0.0,0.0,0.07059078383508322,3.0633660308139597e-06,0.004127410839794252,1.2745687721485331e-05,1.1405174429941345e-06,0.0006275923323186652,0.00011715284414513387,0.0016095603274181886,2.5433698306374928e-08,0.0,0.46442745063986324,0.0011040719055547203,9.788220108017547e-06,8.22989728997489e-05,5.3654473100612864e-06,5.692755912820443e-06,1.5801659601376195e-06,0.0002881624208519334,4.12554645098552e-09,0.00013915731102845892,7.209655006836242e-10,5.177343727100815e-09,3.8369241286026225e-05,6.762081951201911e-09,7.902029692872203e-07,8.626321330857515e-05,1.2384414644856905e-09,3.285822883567541e-05,1.21548796991203e-11,1.1167289843198984e-07,1.9953990455310315e-09,5.698154713606859e-14,2.0780170374049683e-11,5.320146707961697e-10,7.292318350823937e-15,5.117653192975439e-15,1.696523356661367e-10,1.6556319938940544e-10,5.990937160024121e-14,1.798166904825761e-09,6.669491473696091e-12
8.61259441078573e-08,0.1316953181571069,0.46346346346346345,0.0,0.0,0.0,0.07052105757550205,3.2627483202717282e-06,0.0042282496688221104,1.356156125902207e-05,1.1964736207620437e-06,0.0006497149795816739,0.00012412212774435234,0.0016536017862692717,2.7100396160597204e-08,0.0,0.4644629298259225,0.0011149967878015742,9.778610339503034e-06,8.25734532059185e-05,5.387183483031208e-06,5.745546411461556e-06,1.5946763632835274e-06,0.00029651391436586686,4.2455226084792825e-09,0.00014603636848234993,7.566054803936321e-10,5.359847058092944e-09,4.048516834858297e-05,7.1349985625099556e-09,8.019460228188292e-07,8.847915539477298e-05,1.2703644660405346e-09,3.403538535294468e-05,1.2595095655764192e-11,1.157888389929415e-07,2.2555844379348875e-09,6.441325268522877e-14,2.2132679749125847e-11,6.122955889656737e-10,8.39495148223645e-15,5.891840179345952e-15,1.9806308057325463e-10,1.943521362729451e-10,6.994628713524893e-14,1.8909419220315886e-09,6.884810584996602e-12
8.799743709019892e-08,0.1317179642964545,0.46346346346346345,0.0,0.0,0.0,0.07045102752108873,3.4696718291450334e-06,0.004329234182327865,1.4414598331221953e-05,1.2537950477569816e-06,0.0006720175554184394,0.00013132273554361258,0.0016976329323113014,2.8833962225829045e-08,0.0,0.4644986919154609,0.0011255093213976065,9.768958108789067e-06,8.284701858390285e-05,5.407918508770317e-06,5.796087915727156e-06,1.6085673438225528e-06,0.0003048377844129244,4.365122727943908e-09,0.00015303703589991517,7.92875514091111e-10,5.543834759106154e-09,4.2656330621532735e-05,7.51765036996815e-09,8.136992581165243e-07,9.070083203379666e-05,1.302372393757885e-09,3.522261175047203e-05,1.3039571626429127e-11,1.19934737859793e-07,2.5412175363130486e-09,7.257208482839613e-14,2.353634542550242e-11,7.020736742851335e-10,9.628367725566832e-15,6.757934349947053e-15,2.30267673725839e-10,2.2717938006329554e-10,8.132407404135225e-14,1.985741896157868e-09,7.101578610442187e-12
8.986893007254054e-08,0.13174064901403335,0.46346346346346345,0.0,0.0,0.0,0.07038070825500727,3.6842007708103177e-06,0.004430356833061506,1.530566902793364e-05,1.3124777941839854e-06,0.0006944923943417793,0.0001387550813598464,0.0017416383265696392,3.063504903114499e-08,0.0,0.46453472264261064,0.0011356213144301114,9.759265431479346e-06,8.31195757128471e-05,5.427681929609389e-06,5.844446589031159e-06,1.6218571426952678e-06,0.0003131317053971677,4.484313079050567e-09,0.00016015516801607752,8.297541254068411e-10,5.7292435918956536e-09,4.488217786958158e-05,7.909940399434899e-09,8.254591401261977e-07,9.292796463744327e-05,1.3344611560446222e-09,3.641952256021058e-05,1.3488154348943583e-11,1.2410880212467556e-07,2.8539298428613397e-09,8.150469320110475e-14,2.4991603006819197e-11,8.021605052596698e-10,1.1003784917811497e-14,7.723832977270418e-15,2.666431375134555e-10,2.644753488556464e-10,9.417604751642717e-14,2.0825292320490624e-09,7.319738193868326e-12
9.174042305488216e-08,0.13176336916320777,0.46346346346346345,0.0,0.0,0.0,0.070310113926995,3.90639591073441e-06,0.0045316102785199,1.6235629130665817e-05,1.3725176271455345e-06,0.000717132065088234,0.00014641942815863036,0.0017856030959240014,3.2504257563228355e-08,0.0,0.464571008185104,0.0011453442927166681,9.749534263543986e-06,8.339103696260873e-05,5.44650256739531e-06,5.890687007218518e-06,1.6345635631983296e-06,0.0003213935391080251,4.603062605005782e-09,0.00016738664609660913,8.672199754261969e-10,5.916012250496544e-09,4.7162142350538224e-05,8.311768590862656e-09,8.372221752984791e-07,9.516028565947402e-05,1.3666268226238266e-09,3.762574499439378e-05,1.3940694093317293e-11,1.2830929993850958e-07,3.1953950222296117e-09,9.12589361951788e-14,2.6498864707341066e-11,9.134088438581811e-10,1.2532993947138726e-14,8.797838627495675e-15,3.075904331127576e-10,3.0670125052103406e-10,1.0864399241617669e-13,2.181266214137807e-09,7.539233959234868e-12
9.361191603722378e-08,0.1317861216980816,0.46346346346346345,0.0,0.0,0.0,0.0702392582638074,4.136314670160316e-06,0.004632987376891327,1.7205319315602445e-05,1.4339100241245199e-06,0.0007399293646897102,0.00015431589321339762,0.0018295129202721685,3.4442137618434014e-08,0.0,0.46460753515329234,0.0011546895070274267,9.739766502771254e-06,8.366132017725326e-05,5.464408540905418e-06,5.934872194522137e-06,1.6467039808873755e-06,0.0003296213228413453,4.721342754145338e-09,0.00017472738373752443,9.052518927354799e-10,6.104081312316586e-09,4.94956405344934e-05,8.723032101320988e-09,8.489849218399717e-07,9.739753833488997e-05,1.3988656207094218e-09,3.8840918596554414e-05,1.4397044628052354e-11,1.32534559513335e-07,3.567327106812328e-09,1.0188382983723604e-13,2.805852005531969e-11,1.0367129716986187e-09,1.4228363675030398e-14,9.98866283203935e-15,3.535349646209664e-10,3.543500485301595e-10,1.248783418660294e-13,2.2819150802079866e-09,7.760012455191408e-12
9.54834090195654e-08,0.1318089036713167,0.46346346346346345,0.0,0.0,0.0,0.07016815457943032,4.374011229162357e-06,0.0047344811830383115,1.8215564409827537e-05,1.4966501859701626e-06,0.0007628773126838225,0.00016244445328182349,0.0018733540197880985,3.644918822023784e-08,0.0,0.46464429057941764,0.0011636679399295575,9.72996399018519e-06,8.393034846626465e-05,5.481427282429299e-06,5.977063657908978e-06,1.6582953529696566e-06,0.0003378132582701875,4.839127322129257e-09,0.00018217333210513608,9.438289005703378e-10,6.293393190373578e-09,5.188207472078567e-05,9.143625590001974e-09,8.607439988228265e-07,9.963947641952438e-05,1.4311739311889915e-09,4.006469490353546e-05,1.4857063166802365e-11,1.3678296811379989e-07,3.9714786589723735e-09,1.1342949542908776e-13,2.9670936592077106e-11,1.1730089626049332e-09,1.610284497176727e-14,1.1305429137757794e-14,4.0492704456852133e-10,4.079473897148027e-10,1.4303834220706574e-13,2.3844380937831077e-09,7.982022101252696e-12
9.735490200190702e-08,0.1318317122319633,0.46346346346346345,0.0,0.0,0.0,0.0700968157850702,4.619536628936624e-06,0.004836084944518651,1.9267172699824555e-05,1.5607330494145742e-06,0.0007859691454576463,0.00017080494978528987,0.0019171131422802022,3.8525858097852434e-08,0.0,0.4646812619071229,0.0011722903122839317,9.720128511430716e-06,8.419805000326486e-05,5.497585553617581e-06,6.017321419958042e-06,1.669354227283715e-06,0.00034596770101539057,4.956392304031808e-09,0.00018972048465681275,9.829302412737255e-10,6.4838920866325155e-09,5.4320834558156016e-05,9.573441486163575e-09,8.724960943073395e-07,0.00010188586393026034,1.4635482848188459e-09,4.1296737117877315e-05,1.5320610329582614e-11,1.410529710376809e-07,4.409638898757727e-09,1.2594710619435015e-13,3.133646056590284e-11,1.323274892992902e-09,1.816997388455024e-14,1.2757675548544018e-14,4.622423204141808e-10,4.680524919064611e-10,1.632922041346236e-13,2.488797609632492e-09,8.205213135584009e-12
9.922639498424864e-08,0.13185454462330445,0.46346346346346345,0.0,0.0,0.0,0.07002525439893041,4.872938873198733e-06,0.004937792097644931,2.0360935291221073e-05,1.626153299145054e-06,0.000809198310719987,0.0001793970939783293,0.00196077755065555,4.0672546221896954e-08,0.0,0.4647184369811938,0.0011805670894223428,9.710261798127536e-06,8.446435783182851e-05,5.51290946064296e-06,6.0557040503925985e-06,1.679896750997842e-06,0.0003540831508691735,5.0731157556659885e-09,0.0001973648813799239,1.022535398257652e-09,6.675523946403367e-09,5.68112984732258e-05,1.00123702409144e-08,8.842379725875455e-07,0.00010413647488616458,1.4959853584353613e-09,4.253671979000875e-05,1.5787550114793268e-11,1.4534307058520122e-07,4.8836318052227615e-09,1.3948883316280892e-13,3.305541761989527e-11,1.4885309916839876e-09,2.0443873959601697e-14,1.435535637251791e-14,5.259821618052323e-10,5.352589896212589e-10,1.8581723995177829e-13,2.5949561296941775e-09,8.429537564189668e-12
9.999999999999998e-08,0.13187739818071503,0.46346346346346345,0.0,0.0,0.0,0.06999561144760237,4.979997495905084e-06,0.004979862717652871,2.0825552010118904e-05,1.6535849508042326e-06,0.0008188389951447935,0.00018301633901480902,0.0019787962201067363,4.158044388771945e-08,0.0,0.46473386050245064,0.0011838898540598845,9.706174541084656e-06,8.457401758645912e-05,5.519006064324402e-06,6.071035712891794e-06,1.684107516523602e-06,0.0003574260578198845,5.121201897384201e-09,0.000200552274268367,1.0390490880271262e-09,6.755055966248188e-09,5.785571834572964e-05,1.0196442837180776e-08,8.890878961703643e-07,0.0001050679756448025,1.50941119742702e-09,4.305152739932288e-05,1.5981525256976437e-11,1.471219666867222e-07,5.090465229926995e-09,1.453980857761116e-13,3.3781651148119344e-11,1.561468742603788e-09,2.1447657062402162e-14,1.506068426456478e-14,5.543295755555886e-10,5.652606071760655e-10,1.958352044242893e-13,2.6393548253820444e-09,8.522585020087787e-12
1.0109788796659025e-07,0.13187739818071503,0.46346346346346345,0.0,0.0,0.0,0.06995348255578289,5.134263028557539e-06,0.005039596263583001,2.1497625518667412e-05,1.6929053794549533e-06,0.0008325584620977337,0.00018822047209591237,0.002004335010495915,4.2889602393124363e-08,0.0,0.46475580403752104,0.0011885084870318897,9.700365529194163e-06,8.472920967784156e-05,5.527424468714513e-06,6.092268696383313e-06,1.689938678929915e-06,0.00036215824262838945,5.1892776635295135e-09,0.00020510261258396403,1.062624115649953e-09,6.8682364137631215e-09,5.93528350121654e-05,1.0460300563695234e-08,8.959664805342371e-07,0.00010639109305083522,1.5284819711867291e-09,4.378432850971168e-05,1.625774984329846e-11,1.4965182501708417e-07,5.395314198995885e-09,1.5410779051070397e-13,3.482811347285656e-11,1.669839730872613e-09,2.2939257741422732e-14,1.610884349031868e-14,5.96674008554027e-10,6.101957361864355e-10,2.1079998691961164e-13,2.70287635837832e-09,8.654949111463973e-12
1.0296938094893187e-07,0.13190027032953808,0.46346346346346345,0.0,0.0,0.0,0.06988151201634213,5.403551323753827e-06,0.00514149124448994,2.267799840466536e-05,1.760983505494305e-06,0.000856043453852126,0.00019727455046739155,0.0020477737777513817,4.5177327880330934e-08,0.0,0.46479335169327796,0.0011961244767710354,9.690441332143211e-06,8.499254776792493e-05,5.541155416020525e-06,6.12707111173528e-06,1.6994953815134841e-06,0.0003701917374970507,5.304859822801584e-09,0.00021292982227839915,1.1031764157946984e-09,7.061978787966015e-09,6.194480410015385e-05,1.0917119644272514e-08,9.076785530899541e-07,0.0001086495116762344,1.5610350807886466e-09,4.503925960637058e-05,1.6731080116781275e-11,1.539778475016185e-07,5.946573813253885e-09,1.6985798056141797e-13,3.665483459248842e-11,1.868305860079095e-09,2.567142747394564e-14,1.8028927061132764e-14,6.748716794404883e-10,6.935275609268431e-10,2.384363167423169e-13,2.8125212539467667e-09,8.88140317217142e-12
1.0484087393127349e-07,0.131923158582977,0.46346346346346345,0.0,0.0,0.0,0.06980935417644872,5.680843247663693e-06,0.005243471019691858,2.390279016609901e-05,1.8303816741397618e-06,0.0008796473357110205,0.00020655868058682696,0.002091082586557042,4.75359761036991e-08,0.0,0.46483106893730286,0.0012034247916397703,9.680490784349061e-06,8.525431865360048e-05,5.554126527151142e-06,6.160165685058441e-06,1.7085818525708168e-06,0.0003781825150205408,5.419845722859389e-09,0.00022084271116648465,1.1441726147630154e-09,7.256701980811054e-09,6.458655822297713e-05,1.1382713361009007e-08,9.193712180398529e-07,0.00011091153324824966,1.5936417798073407e-09,4.630121985755636e-05,1.7207414795858967e-11,1.5831980505122743e-07,6.5393273597861025e-09,1.867942386374196e-13,3.853584886020833e-11,2.08507638500648e-09,2.865627502959319e-14,2.012681568401446e-14,7.611556420967718e-10,7.859559802471492e-10,2.689315312771067e-13,2.9238540699052276e-09,9.108856764631732e-12
1.0671236691361511e-07,0.13194606054000832,0.46346346346346345,0.0,0.0,0.0,0.06973702007606844,5.96617564595952e-06,0.005345529741901985,2.5172717767164815e-05,1.9010936745015731e-06,0.0009033643478136221,0.0002160721041302895,0.0021342506371783824,4.9965753359950406e-08,0.0,0.46486894512068183,0.0012104189311246056,9.670515414288823e-06,8.551447304097925e-05,5.56636142602787e-06,6.191605467010101e-06,1.7172127168267724e-06,0.00038612956551676355,5.534220439823359e-09,0.00022883753928321928,1.1855933360201762e-09,7.452358474938326e-09,6.727744353488123e-05,1.185696647613286e-08,9.310416000860971e-07,0.00011317696923423469,1.6262992919734854e-09,4.75699262055293e-05,1.768663094054143e-11,1.6267641744912156e-07,7.175518596364191e-09,2.049721779410076e-13,4.0471406226859357e-11,2.3213404932891295e-09,3.191028109329907e-14,2.2414136032821195e-14,8.561332443635001e-10,8.88219861654416e-10,3.0250044460611333e-13,3.036838395546069e-09,9.337268485056331e-12
1.0858385989595673e-07,0.13196897388331305,0.46346346346346345,0.0,0.0,0.0,0.0696645204081129,6.25958281633815e-06,0.005447661733479518,2.6488478517351484e-05,1.9731130980837378e-06,0.0009271889157644226,0.0002258139579115562,0.0021772675840907884,5.246681958581055e-08,0.0,0.4649069699475247,0.0012171161661376094,9.660516702757546e-06,8.577296562572394e-05,5.577883148388952e-06,6.221442196692513e-06,1.725402237116396e-06,0.0003940319829718536,5.647970535673544e-09,0.00023691062830370622,1.2274195223850554e-09,7.648902283024866e-09,7.001680089658403e-05,1.2339762818698733e-08,9.426869242297858e-07,0.00011544563983276447,1.6590049685300196e-09,4.8845105481277674e-05,1.8168608762531383e-11,1.6704645616669686e-07,7.857116401174206e-09,2.244481346283541e-13,4.246173935870093e-11,2.5783294291758252e-09,3.545051362937776e-14,2.490293198370702e-14,9.604389076272617e-10,1.001096039965525e-09,3.3936745165009425e-13,3.1514381956472882e-09,9.566598463185493e-12
1.1045535287829835e-07,0.13199189637723005,0.46346346346346345,0.0,0.0,0.0,0.06959186552708688,6.561096602242229e-06,0.005549861482729751,2.7850749713081268e-05,2.0464333486122255e-06,0.000951115645793232,0.0002357832787683923,0.002220123524198162,5.503928915641299e-08,0.0,0.4649451334659291,0.0012235255437671557,9.650496084058466e-06,8.602975493299172e-05,5.58871415387778e-06,6.249726327281816e-06,1.733164321447604e-06,0.0004018889583701079,5.761083963508488e-09,0.00024505836354642716,1.269632446409007e-09,7.846288907855925e-09,7.280396684715057e-05,1.283098545589371e-08,9.543045185437674e-07,0.00011771737372580376,1.6917562846166267e-09,5.0126494135738e-05,1.8653231610715775e-11,1.7142874327244713e-07,8.586112859615932e-09,2.4527911322842763e-13,4.4507064273178105e-11,2.857316319230231e-09,3.9294625659756235e-14,2.760566325459316e-14,1.074734282757605e-09,1.1253998851348375e-09,3.7976658354222e-13,3.267617840334847e-09,9.796808318980514e-12
1.1232684586063997e-07,0.1320148258657303,0.46346346346346345,0.0,0.0,0.0,0.06951906545756682,6.870746484991381e-06,0.005652123640246051,2.9260188321592913e-05,2.121047651544962e-06,0.0009751393200184361,0.00024597900837235463,0.0022628089851956476,5.7683231715393524e-08,0.0,0.4649834260591265,0.0012296558918566674,9.640454947169094e-06,8.628480316210814e-05,5.598876337757672e-06,6.276507050958575e-06,1.7405125299072857e-06,0.00040969977343005337,5.873549978549825e-09,0.00025327719569426406,1.312213719292388e-09,8.044475303249311e-09,7.563827451324408e-05,1.3330516853300644e-08,9.658918164020932e-07,0.00011999200783349245,1.7245508356938754e-09,5.1413837977870915e-05,1.9140385908081698e-11,1.7582215033326867e-07,9.364521368331821e-09,2.6752273254575946e-13,4.660758096390339e-11,3.15961595116007e-09,4.346085238254234e-14,3.0535203576397617e-14,1.1997083693594675e-09,1.2619858213195848e-09,4.239415500148711e-13,3.385342132921481e-09,1.0027861120278096e-11
