Time (s),Volume (m^3),Ar,He,Ne,N2,C6H14(1),C2H2(2),C2H4(3),C2H6(4),C3H8(5),C3H6(6),CH4(7),CH3(8),CH2(9),C6H6(10),H2(11),H(12),[CH2]CCC(16),C[CH2](17),[CH2]CC(15),C[CH]CCCC(20),CC[CH]CCC(18)
3.476211982670383e-09,0.1308071869700227,0.46346346346346345,0.0,0.0,0.0,0.07301068521938907,0.0,9.379934565485373e-05,2.101132488121924e-08,8.834068999539797e-10,1.5326674595318308e-06,4.622309344796344e-08,3.4950499477047154e-05,3.843466164043917e-11,0.0,0.4634640471488978,2.8276806456037656e-05,1.0646211067756637e-05,4.5881368583737265e-05,3.1872928278006993e-06,1.426779081866781e-07,3.8724452812058163e-07
3.5898073916129325e-09,0.13080802205423928,0.46346346346346345,0.0,0.0,0.0,0.0730086063319218,0.0,9.809587625323699e-05,2.2378562704499392e-08,9.442590149186357e-10,1.6049852083260416e-06,4.962523356322947e-08,3.620470950618442e-05,4.024690216466315e-11,0.0,0.4634641049684468,2.9962688037046098e-05,1.0673057226059411e-05,4.690293533717802e-05,3.1911474677648684e-06,1.516363861095057e-07,4.184022646575746e-07
3.692043259661227e-09,0.1308087784591244,0.46346346346346345,0.0,0.0,0.0,0.07300673230288779,0.0,0.00010199819324064496,2.3641384133891087e-08,1.0013163465954066e-09,1.6716306304651436e-06,5.279804569572262e-08,3.733470476606927e-05,4.189503695452724e-11,0.0,0.46346415996635343,3.150843164218976e-05,1.0694455207645207e-05,4.779362094161895e-05,3.1947315474866084e-06,1.599320909756694e-07,4.477769020525109e-07
3.794279127709521e-09,0.13080953929124237,0.46346346346346345,0.0,0.0,0.0,0.07300485535171065,0.0,0.00010593291548207267,2.493444167627011e-08,1.060577965143189e-09,1.7397945939345543e-06,5.607665249690524e-08,3.8465881741190856e-05,4.355905513458025e-11,0.0,0.4634642178207614,3.308015886601259e-05,1.0713526179102707e-05,4.865772069457803e-05,3.1984230226964453e-06,1.6844451980972144e-07,4.784297609084374e-07
3.896514995757815e-09,0.13081030441493435,0.46346346346346345,0.0,0.0,0.0,0.07300297543069356,0.0,0.000109898966736082,2.6257385871231446e-08,1.1220756874867231e-09,1.8095160666847821e-06,5.9461783599790773e-08,3.9598277453196204e-05,4.5238664062354104e-11,0.0,0.4634642785800019,3.4676957511206545e-05,1.0730519916526146e-05,4.949584934928998e-05,3.202220334640229e-06,1.7716971169278708e-07,5.103749152245753e-07
3.998750863806109e-09,0.13081107370026215,0.46346346346346345,0.0,0.0,0.0,0.07300109249383865,0.0,0.00011389531731719965,2.7609875293075445e-08,1.1858400620917129e-09,1.880833301563735e-06,6.295417936498084e-08,4.07319283429837e-05,4.693359757026275e-11,0.0,0.4634643422906896,3.629793737090306e-05,1.0745659363340653e-05,5.030862818818476e-05,3.206121819418532e-06,1.8610369787254023e-07,5.436254441625179e-07
4.100986731854403e-09,0.13081184702314014,0.46346346346346345,0.0,0.0,0.0,0.07299920649680561,0.0,0.00011792098134082012,2.899157658686068e-08,1.2519004228887004e-09,1.9537838348715794e-06,6.655459045725076e-08,4.186687023874637e-05,4.864361405415056e-11,0.0,0.46346440899776564,3.794223035357459e-05,1.0759143520244478e-05,5.109668196578552e-05,3.210125741129713e-06,1.952425143406131e-07,5.781934614505403e-07
4.203222599902697e-09,0.13081262426465648,0.46346346346346345,0.0,0.0,0.0,0.07299731739686974,0.0,0.00012197501419704473,3.04021644654336e-08,1.3202849417359893e-09,2.028404487325893e-06,7.026377743655144e-08,4.300313833409399e-05,5.036849473806359e-11,0.0,0.46346447874453844,3.960899051352135e-05,1.077115002178855e-05,5.1860636259526424e-05,3.2142303166307384e-06,2.0458221259429197e-07,6.140901446692243e-07
4.3054584679509915e-09,0.13081340531096933,0.46346346346346345,0.0,0.0,0.0,0.07299542515288009,0.0,0.0001260565102273748,3.1841321673950374e-08,1.391020679356161e-09,2.104731367055865e-06,7.408251036304675e-08,4.4140767174340217e-05,5.2108042094871046e-11,0.0,0.4634645515727256,4.129739400066632e-05,1.0781837437384092e-05,5.260111517706921e-05,3.2184337335816633e-06,2.1411886882654445e-07,6.513257643387304e-07
4.4076943359992856e-09,0.13081419005293202,0.46346346346346345,0.0,0.0,0.0,0.07299352972521791,0.0,0.00013016460059089624,3.330873892590806e-08,1.4641336346720768e-09,2.1827998743854515e-06,7.801156841658322e-08,4.52797906493184e-05,5.386207841244629e-11,0.0,0.4634646275224957,4.300663893745321e-05,1.0791347316188857e-05,5.331873939294093e-05,3.2227341632829463e-06,2.2384859167810033e-07,6.899097127367724e-07
4.50993020404758e-09,0.13081497838587425,0.46346346346346345,0.0,0.0,0.0,0.07299163107575526,0.0,0.00013429845129476562,3.480411481710954e-08,1.5396487924983139e-09,2.2626447080174117e-06,8.205173953045968e-08,4.6420241990220816e-05,5.563044448608883e-11,0.0,0.4634647066325104,4.473594523587632e-05,1.0799806011509105e-05,5.4014124465895965e-05,3.227129770597347e-06,2.337675287840948e-07,7.298505323677749e-07
4.612166072095874e-09,0.1308157702093484,0.46346346346346345,0.0,0.0,0.0,0.0729897291678141,0.0,0.00013845726137121035,3.632715572217189e-08,1.6175901695587384e-09,2.3442998723522434e-06,8.620382003935926e-08,4.756215376916383e-05,5.741299842321727e-11,0.0,0.4634647889399644,4.648455436433259e-05,1.0807326310815986e-05,5.468787940129036e-05,3.2316187220776658e-06,2.4387187228346576e-07,7.711559440199071e-07
4.714401940144168e-09,0.13081656542691836,0.46346346346346345,0.0,0.0,0.0,0.07298782396612562,0.0,0.00014264026118667995,3.7877575677120544e-08,1.6979808588313576e-09,2.4277986857510138e-06,9.046861434103348e-08,4.870555790104456e-05,5.920961454872968e-11,0.0,0.4634648744806271,4.825172907222875e-05,1.0814008893156783e-05,5.534060542883238e-05,3.2361991925745586e-06,2.541578634257784e-07,8.138328743643248e-07
4.816637808192462e-09,0.1308173639459522,0.46346346346346345,0.0,0.0,0.0,0.07298591543679069,0.0,0.00014684671087265136,3.9455096250536546e-08,1.7808430722314953e-09,2.513173789609098e-06,9.484693457136879e-08,4.985048564755628e-05,6.102018240243595e-11,0.0,0.46346496328888215,5.003675307824856e-05,1.0819943630162803e-05,5.597289497366671e-05,3.240869370333746e-06,2.646217963730678e-07,8.578874830628972e-07
4.918873676240756e-09,0.13081816567743368,0.46346346346346345,0.0,0.0,0.0,0.07298400354724041,0.0,0.0001510758988675576,4.105944640562235e-08,1.8661981816535706e-09,2.600457158104693e-06,9.933960029247139e-08,5.099696762298492e-05,6.284460582011102e-11,0.0,0.46346505539776706,5.183893072792558e-05,1.0825210746400991e-05,5.6585330799448693e-05,3.2456274608507675e-06,2.752600212912958e-07,9.03325189355036e-07
